0,1,2,3,4,5,6,7,8
SK디앤디(금융),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"2,764","3,308","5,628","4,547","6,998","6,379","6,298","7,830"
영업이익,404,237,851,823,"1,398",659,768,"1,059"
영업이익(발표기준),404,237,851,823,"1,398",,,
세전계속사업이익,345,888,691,593,932,"1,315",697,"1,174"
당기순이익,263,650,524,449,661,"1,006",525,888
당기순이익(지배),272,543,524,449,659,"1,005",525,888
당기순이익(비지배),-9,107,,,2,,,
자산총계,"10,214","9,413","14,901","13,969","17,124","19,091","19,575","20,842"
부채총계,"7,359","6,827","11,423","10,355","11,810","12,906","12,948","13,311"
자본총계,"2,855","2,586","3,478","3,614","5,315","6,138","6,649","7,374"
자본총계(지배),"2,108","2,586","3,478","3,614","5,244","6,065","6,574","7,301"
자본총계(비지배),747,,,,71,,,
자본금,108,162,190,190,242,240,240,240
영업활동현금흐름,"-1,433","-1,575","-1,345","2,771","-1,861","4,724","1,054","1,282"
투자활동현금흐름,-870,"1,909","-2,664",-732,"-2,284","-1,303",-934,-909
재무활동현금흐름,"1,941",-336,"4,420","-1,743","3,376",117,-543,-13
CAPEX,2,246,"2,094",881,112,55,55,55
FCF,"-1,435","-1,820","-3,438","1,891","-1,973","1,566",879,"1,005"
이자발생부채,"4,747","5,334","9,104","7,812","10,011",,,
영업이익률,14.61,7.15,15.12,18.09,19.98,10.33,12.20,13.53
순이익률,9.53,19.65,9.31,9.88,9.45,15.77,8.34,11.33
ROE(%),13.99,23.14,17.29,12.66,14.88,17.78,8.31,12.79
ROA(%),2.96,6.62,4.31,3.11,4.25,5.55,2.72,4.39
부채비율,257.71,264.01,328.42,286.51,222.20,210.29,194.73,180.52
자본유보율,"1,806.57","1,479.65","1,701.81","1,766.65","2,086.72",,,
EPS(원),"1,686","3,362","3,235","2,365","2,972","4,156","2,170","3,669"
PER(배),17.47,10.01,8.27,12.31,14.52,6.71,13.32,7.88
BPS(원),"13,048","16,008","18,316","19,033","21,679","25,072","27,177","30,181"
PBR(배),2.26,2.10,1.46,1.53,1.99,1.11,1.06,0.96
현금DPS(원),353,600,600,600,600,600,600,600
현금배당수익률,1.20,1.78,2.24,2.06,1.39,2.15,2.08,2.08
현금배당성향(%),20.96,17.85,21.74,25.37,25.35,13.25,25.36,15.00
발행주식수(보통주),"16,155,000","16,155,000","18,990,164","18,990,164","18,990,164",,,
