0,1,2,3,4,5,6,7,8
LF(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"15,293","16,021","17,067","18,517","16,105","17,518","18,452","19,560"
영업이익,790,"1,101","1,195",875,771,"1,474","1,675","1,840"
영업이익(발표기준),790,"1,101","1,195",875,771,,,
세전계속사업이익,742,"1,019","1,202","1,005",545,"1,970","2,140","2,330"
당기순이익,512,700,813,694,286,"1,250","1,350","1,470"
당기순이익(지배),517,736,832,676,173,"1,060","1,160","1,260"
당기순이익(비지배),-5,-37,-19,18,113,,,
자산총계,"15,811","15,948","16,518","24,171","24,794","26,190","27,520","28,900"
부채총계,"5,290","4,915","4,684","10,256","10,650","10,940","11,060","11,120"
자본총계,"10,522","11,033","11,834","13,915","14,144","15,250","16,460","17,780"
자본총계(지배),"10,528","10,925","11,733","12,213","12,335","13,250","14,280","15,390"
자본총계(비지배),-6,108,,"1,702","1,809",,,
자본금,"1,462","1,462","1,462","1,462","1,462","1,460","1,460","1,460"
영업활동현금흐름,"1,413","1,195","1,247","1,516","3,056","1,640","2,080","2,020"
투자활동현금흐름,"-2,337",-287,"1,390","-2,409","-2,696",-290,-660,-820
재무활동현금흐름,528,-850,-536,28,497,-240,-240,-240
CAPEX,286,"1,055",491,568,533,540,810,850
FCF,"1,127",140,756,947,"2,523",,,
이자발생부채,"2,968","2,269","1,858","7,010","7,810",,,
영업이익률,5.17,6.88,7.00,4.73,4.78,8.41,9.08,9.41
순이익률,3.35,4.37,4.77,3.75,1.78,7.14,7.32,7.51
ROE(%),4.99,6.87,7.35,5.65,1.41,8.29,8.43,8.49
ROA(%),3.35,4.41,5.01,3.41,1.17,4.90,5.03,5.21
부채비율,50.27,44.55,39.58,73.70,75.30,71.74,67.19,62.54
자본유보율,631.79,672.28,717.69,751.83,754.06,,,
EPS(원),"1,767","2,519","2,846","2,313",592,"3,625","3,967","4,309"
PER(배),12.20,12.43,8.73,8.00,24.83,4.45,4.36,4.01
BPS(원),"36,006","37,363","40,126","41,768","43,342","46,557","50,176","54,076"
PBR(배),0.60,0.84,0.62,0.44,0.34,0.35,0.34,0.32
현금DPS(원),500,500,500,500,500,500,500,500
현금배당수익률,2.32,1.60,2.01,2.70,3.40,3.10,2.89,2.89
현금배당성향(%),28.30,19.85,17.57,21.61,82.21,13.79,12.60,11.60
발행주식수(보통주),"29,240,000","29,240,000","29,240,000","29,240,000","29,240,000",,,
