0,1,2,3,4,5,6,7,8
DL(소재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"98,538","123,355","109,845","16,604","15,661","23,514","25,330","24,370"
영업이익,"4,194","5,459","8,454","1,360","1,190","2,476","2,273","2,265"
영업이익(발표기준),"4,194","5,459","8,454","1,360","1,190",,,
세전계속사업이익,"4,364","6,753","8,944","2,693",444,"8,790","5,420","7,150"
당기순이익,"2,932","5,080","6,781","7,103","5,727","9,232","4,725","6,232"
당기순이익(지배),"2,653","4,905","6,464","6,650","5,050","9,062","4,630","6,110"
당기순이익(비지배),279,175,317,453,677,,,
자산총계,"123,915","134,025","128,337","134,452","139,019","118,955","172,400","188,630"
부채총계,"72,461","77,081","67,835","67,085","106,905","76,225","125,230","134,520"
자본총계,"51,454","56,943","60,502","67,367","32,113","42,730","47,170","54,110"
자본총계(지배),"46,109","50,643","53,900","59,373","25,931","34,320","38,090","43,690"
자본총계(비지배),"5,344","6,301",,"7,994","6,183",,,
자본금,"2,185","2,185","2,185","2,185","2,185","1,790","2,190","2,190"
영업활동현금흐름,"1,470","4,376","11,045","9,522","13,662","3,325","5,180","4,820"
투자활동현금흐름,"-6,994","-2,374","-3,808","-1,373","-14,751","-6,570","-11,180","-11,230"
재무활동현금흐름,-463,"1,539","-5,256","-3,868","3,689","6,275","8,530","8,530"
CAPEX,"2,541","2,360","1,485","1,685","4,302","1,760",,
FCF,"-1,071","2,017","9,560","7,837","9,359","-2,255",100,210
이자발생부채,"28,277","31,545","26,594","27,166","23,834",,,
영업이익률,4.26,4.42,7.70,8.19,7.60,10.53,8.97,9.29
순이익률,2.97,4.12,6.17,42.78,36.56,39.27,18.65,25.57
ROE(%),5.92,10.14,12.37,11.74,11.84,30.08,12.79,14.94
ROA(%),2.40,3.94,5.17,5.41,4.19,7.16,3.24,3.45
부채비율,140.83,135.37,112.12,99.58,332.90,178.39,265.49,248.60
자본유보율,"2,039.97","2,259.89","2,440.21","2,685.75","2,917.79",,,
EPS(원),"6,873","12,707","16,746","17,228","13,082","43,485","20,449","26,985"
PER(배),12.67,6.48,6.12,5.25,6.34,1.39,2.84,2.15
BPS(원),"119,454","131,198","139,638","153,815","67,178","151,759","168,429","193,192"
PBR(배),0.73,0.63,0.73,0.59,1.24,0.40,0.34,0.30
현금DPS(원),300,"1,000","1,700","1,300","1,300","1,350","1,300","1,300"
현금배당수익률,0.34,1.21,1.66,1.44,1.57,2.24,2.24,2.24
현금배당성향(%),4.44,7.91,10.18,7.57,9.97,3.12,5.88,4.46
발행주식수(보통주),"34,800,000","34,800,000","34,800,000","34,800,000","34,800,000",,,
