0,1,2,3,4,5,6,7,8
녹십자(건강관리),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"11,979","12,879","13,349","13,571","15,041","16,134","17,043","17,844"
영업이익,785,903,502,417,503,"1,222","1,295","1,251"
영업이익(발표기준),785,903,502,417,503,,,
세전계속사업이익,795,722,502,-12,"1,045","2,031","1,294","1,267"
당기순이익,652,567,342,-113,893,"1,572","1,033",979
당기순이익(지배),630,532,344,-36,810,"1,352",961,888
당기순이익(비지배),22,35,-2,-76,82,,,
자산총계,"15,506","17,036","17,234","19,593","21,514","23,423","24,512","25,597"
부채총계,"4,916","5,949","5,972","7,752","8,821","9,430","9,646","10,055"
자본총계,"10,590","11,087","11,262","11,841","12,693","13,993","14,866","15,542"
자본총계(지배),"9,931","10,402","10,596","10,487","11,185","12,323","13,006","13,800"
자본총계(비지배),659,685,,"1,353","1,508",,,
자본금,584,584,584,584,584,582,582,583
영업활동현금흐름,-17,579,144,403,360,"1,643","1,294",915
투자활동현금흐름,"-1,111",148,-861,"-1,779",297,-586,-550,-352
재무활동현금흐름,"1,106",482,-45,"1,408",810,96,-123,-234
CAPEX,807,295,414,"1,275",829,669,604,518
FCF,-824,284,-270,-872,-469,931,837,642
이자발생부채,"2,488","3,130","3,288","4,832","5,664",,,
영업이익률,6.55,7.01,3.76,3.07,3.34,7.57,7.60,7.01
순이익률,5.44,4.40,2.57,-0.83,5.93,9.74,6.06,5.49
ROE(%),6.46,5.24,3.28,-0.35,7.48,11.51,7.59,6.63
ROA(%),4.39,3.48,2.00,-0.61,4.34,7.00,4.31,3.91
부채비율,46.42,53.65,53.03,65.47,69.49,67.39,64.88,64.69
자본유보율,"1,645.95","1,714.50","1,760.95","1,737.88","1,872.74",,,
EPS(원),"5,388","4,556","2,946",-311,"6,935","11,572","8,222","7,598"
PER(배),29.14,49.60,46.16,N/A,58.54,16.25,22.87,24.74
BPS(원),"87,011","91,141","92,841","91,888","98,003","107,972","113,956","120,910"
PBR(배),1.80,2.48,1.46,1.44,4.14,1.74,1.65,1.55
현금DPS(원),"1,250","1,250","1,000","1,000","1,500","1,500","1,500","1,500"
현금배당수익률,0.80,0.55,0.74,0.75,0.37,0.80,0.80,0.80
현금배당성향(%),22.66,26.79,33.15,-313.76,21.12,12.96,18.25,19.74
발행주식수(보통주),"11,686,538","11,686,538","11,686,538","11,686,538","11,686,538",,,
