0,1,2,3,4,5,6,7,8
JB금융지주(금융),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"20,971","22,919","24,489","24,079","24,156",,,
영업이익,"2,527","3,480","4,168","4,849","4,695","6,648","7,107","7,815"
영업이익(발표기준),"2,527","3,480","4,168","4,849","4,695",,,
세전계속사업이익,"2,620","3,452","4,165","4,833","4,640","6,660","7,095","7,747"
당기순이익,"2,018","2,644","3,210","3,621","3,908","5,029","5,262","5,590"
당기순이익(지배),"1,426","1,851","2,415","3,419","3,635","4,859","5,205","5,665"
당기순이익(비지배),592,794,795,202,273,,,
자산총계,"457,989","475,937","467,798","475,296","533,755","562,298","586,682","634,460"
부채총계,"428,351","445,073","433,215","437,098","493,466","519,601","539,793","583,955"
자본총계,"29,638","30,864","34,583","38,198","40,289","42,699","47,120","50,505"
자본총계(지배),"22,792","24,295","31,317","34,699","37,563","40,666","44,694","48,880"
자본총계(비지배),"6,846","6,569",,"3,499","2,725",,,
자본금,"7,772","7,772","9,849","9,849","9,849","9,850","9,850","9,850"
영업활동현금흐름,"-6,692","11,090","4,321",151,"-3,879",,,
투자활동현금흐름,21,-645,790,-259,"-8,010",,,
재무활동현금흐름,"8,557","-12,460","-6,253",356,"14,087",,,
CAPEX,395,417,515,445,463,,,
FCF,,,,,,,,
이자발생부채,"97,284","86,394","79,130","79,845","96,553",,,
영업이익률,12.05,15.18,17.02,20.14,19.44,,,
순이익률,9.63,11.54,13.11,15.04,16.18,,,
ROE(%),6.46,7.86,8.69,10.36,10.06,12.42,12.22,12.11
ROA(%),0.47,0.57,0.68,0.77,0.78,0.92,0.92,0.92
부채비율,"1,445.27","1,442.05","1,252.68","1,144.30","1,224.83","1,216.88","1,145.57","1,156.23"
자본유보율,282.15,299.05,252.68,289.38,310.61,,,
EPS(원),918,"1,191","1,465","1,736","1,845","2,467","2,643","2,876"
PER(배),6.30,5.10,3.89,3.16,3.06,3.41,3.21,2.95
BPS(원),"14,663","15,895","16,114","17,854","19,328","20,925","22,997","25,151"
PBR(배),0.39,0.38,0.35,0.31,0.29,0.40,0.37,0.34
현금DPS(원),50,100,180,300,374,509,558,650
현금배당수익률,0.87,1.65,3.16,5.46,6.63,6.06,6.57,7.66
현금배당성향(%),5.45,8.26,14.48,17.05,20.00,20.64,21.11,22.60
발행주식수(보통주),"155,439,423","155,439,423","196,982,894","196,982,894","196,982,894",,,
