0,1,2,3,4,5,6,7,8
영풍(IT),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"26,541","37,249","29,714","30,841","31,834","36,480","42,230","42,920"
영업이익,-42,"1,594","-1,089",844,467,-240,"1,120","1,430"
영업이익(발표기준),-42,"1,594","-1,089",844,467,,,
세전계속사업이익,"1,715","3,346",667,"2,478","1,538","2,280","3,440","3,750"
당기순이익,"1,274","2,723",462,"2,074",854,"1,820","2,750","3,000"
당기순이익(지배),"1,624","2,446","1,107","2,330","1,326","1,390","2,090","2,250"
당기순이익(비지배),-350,277,-645,-256,-473,,,
자산총계,"41,349","48,037","47,216","48,327","50,009","52,810","57,160","60,240"
부채총계,"9,926","13,342","12,142","11,342","12,887","14,360","16,440","17,010"
자본총계,"31,423","34,695","35,074","36,985","37,121","38,450","40,720","43,230"
자본총계(지배),"27,231","29,658","30,412","32,565","33,212","34,120","35,720","37,480"
자본총계(비지배),"4,192","5,037",,"4,420","3,909",,,
자본금,92,92,92,92,92,90,90,90
영업활동현금흐름,794,"1,838","1,190","2,069","2,530","1,750","2,670","3,500"
투자활동현금흐름,126,"-3,786","-1,757","-1,567","-2,313","-1,950","-1,950","-1,950"
재무활동현금흐름,-534,"1,809",550,-741,179,830,"1,330",330
CAPEX,809,"4,287","1,126",826,"1,062","1,500","1,500","1,500"
FCF,-15,"-2,449",65,"1,243","1,468",-900,170,"1,010"
이자발생부채,"1,829","3,139","2,943","2,245","2,716",,,
영업이익률,-0.16,4.28,-3.67,2.74,1.47,-0.66,2.65,3.33
순이익률,4.80,7.31,1.56,6.73,2.68,4.99,6.51,6.99
ROE(%),6.12,8.60,3.69,7.40,4.03,4.13,5.99,6.15
ROA(%),3.14,6.09,0.97,4.34,1.74,3.54,5.00,5.11
부채비율,31.59,38.46,34.62,30.67,34.72,37.35,40.37,39.35
자본유보율,"29,503.10","31,994.86","33,132.32","35,443.81","36,410.82",,,
EPS(원),"88,137","132,786","60,108","126,504","72,005","75,460","113,461","122,147"
PER(배),12.07,8.09,12.39,5.10,7.47,8.72,5.80,5.39
BPS(원),"1,583,095","1,724,178","1,768,014","1,893,161","1,930,799","1,983,566","2,076,582","2,178,900"
PBR(배),0.67,0.62,0.42,0.34,0.28,0.33,0.32,0.30
현금DPS(원),"10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000"
현금배당수익률,0.94,0.93,1.34,1.55,1.86,1.52,1.52,1.52
현금배당성향(%),10.60,7.03,15.54,7.38,12.97,13.25,8.81,8.19
발행주식수(보통주),"1,842,040","1,842,040","1,842,040","1,842,040","1,842,040",,,
