0,1,2,3,4,5,6,7,8
오리온(필수소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,,"10,733","19,269","20,233","22,298","23,670","25,494","27,197"
영업이익,,"1,074","2,822","3,276","3,761","3,803","4,333","4,731"
영업이익(발표기준),,"1,074","2,822","3,276","3,761",,,
세전계속사업이익,,"1,051","2,752","3,081","3,974","3,823","4,395","4,844"
당기순이익,,767,"1,430","2,205","2,746","2,706","3,144","3,477"
당기순이익(지배),,756,"1,399","2,156","2,676","2,642","3,126","3,418"
당기순이익(비지배),,11,32,49,70,,,
자산총계,,"22,580","23,514","24,523","26,654","29,466","32,352","35,494"
부채총계,,"9,131","9,068","7,848","7,679","7,832","7,948","7,993"
자본총계,,"13,449","14,445","16,675","18,975","21,634","24,405","27,501"
자본총계(지배),,"13,082","14,055","16,226","18,300","20,895","23,611","26,655"
자본총계(비지배),,367,,449,676,,,
자본금,,198,198,198,198,199,199,199
영업활동현금흐름,,"1,932","4,006","3,478","4,610","3,984","4,365","4,714"
투자활동현금흐름,,-170,"-1,149","-1,875","-1,632","-1,719","-1,765","-1,822"
재무활동현금흐름,,"-1,553","-1,992","-1,844",-865,-559,-544,-664
CAPEX,,898,"1,308","1,258","1,518","1,728","1,748","1,786"
FCF,,"1,035","2,698","2,220","3,092","2,578","2,656","2,960"
이자발생부채,,"5,997","4,350","3,112","2,562",,,
영업이익률,,10.01,14.64,16.19,16.87,16.07,16.99,17.39
순이익률,,7.14,7.42,10.90,12.31,11.43,12.33,12.79
ROE(%),,,10.31,14.24,15.50,13.48,14.04,13.60
ROA(%),,,6.21,9.18,10.73,9.64,10.17,10.25
부채비율,,67.89,62.78,47.06,40.47,36.20,32.57,29.06
자본유보율,,"3,411.40","3,992.84","4,940.01","6,173.29",,,
EPS(원),,"3,261","3,538","5,453","6,768","6,683","7,905","8,646"
PER(배),,32.05,33.92,19.35,18.32,15.11,12.71,11.62
BPS(원),,"33,098","35,560","41,050","46,294","52,859","59,732","67,431"
PBR(배),,3.16,3.37,2.57,2.68,1.91,1.68,1.49
현금DPS(원),,600,600,600,750,764,793,850
현금배당수익률,,0.57,0.50,0.57,0.60,0.76,0.79,0.85
현금배당성향(%),,31.38,16.96,11.00,11.08,11.44,10.03,9.83
발행주식수(보통주),,"39,533,501","39,533,961","39,536,132","39,536,132",,,
