0,1,2,3,4,5,6,7,8
현대로템(산업재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"29,848","27,257","24,119","24,593","27,853","28,543","30,198","31,251"
영업이익,"1,062",454,"-1,962","-2,799",821,838,"1,081","1,246"
영업이익(발표기준),"1,062",454,"-1,962","-2,799",821,,,
세전계속사업이익,231,-479,"-3,241","-3,494",150,489,735,924
당기순이익,231,-463,"-3,080","-3,557",224,435,586,744
당기순이익(지배),218,-474,"-3,008","-3,543",310,493,641,807
당기순이익(비지배),13,11,-72,-14,-86,,,
자산총계,"44,732","40,839","40,022","40,843","41,974","42,947","45,179","46,675"
부채총계,"30,060","26,656","28,942","32,014","28,512","28,978","30,518","31,188"
자본총계,"14,672","14,183","11,080","8,829","13,462","13,969","14,660","15,488"
자본총계(지배),"13,920","13,440","10,440","8,240","13,635","14,223","15,012","15,852"
자본총계(비지배),752,743,,588,-173,,,
자본금,"4,250","4,250","4,250","4,250","5,457","5,459","5,459","5,459"
영업활동현금흐름,"6,111","2,192",-142,"-2,009",564,-233,"1,133","1,042"
투자활동현금흐름,556,312,-381,-136,-751,829,-192,-51
재무활동현금흐름,"-3,435","-3,918",-195,"2,308",-216,"-1,041",-202,-226
CAPEX,199,280,300,186,305,344,320,332
FCF,"5,912","1,913",-442,"-2,196",259,"-1,430",47,767
이자발생부채,"18,128","14,070","13,921","15,042","11,693",,,
영업이익률,3.56,1.67,-8.13,-11.38,2.95,2.94,3.58,3.99
순이익률,0.78,-1.70,-12.77,-14.46,0.81,1.52,1.94,2.38
ROE(%),1.59,-3.46,-25.20,-37.93,2.84,3.54,4.38,5.23
ROA(%),0.49,-1.08,-7.62,-8.80,0.54,1.02,1.33,1.62
부채비율,204.88,187.94,261.21,362.61,211.81,207.44,208.17,201.37
자본유보율,227.66,216.78,146.59,59.32,73.28,,,
EPS(원),257,-557,"-3,539","-4,168",325,451,587,739
PER(배),70.66,N/A,N/A,N/A,52.85,44.31,32.11,25.50
BPS(원),"16,376","15,811","12,282","9,695","12,493","13,031","13,754","14,524"
PBR(배),1.11,1.19,2.27,1.61,1.38,1.53,1.37,1.30
현금DPS(원),0,0,0,0,,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,,
발행주식수(보통주),"85,000,000","85,000,000","85,000,000","85,000,000","109,142,293",,,
