0,1,2,3,4,5,6,7,8
한솔제지(소재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"15,305","16,014","19,766","16,791","15,099","17,550","18,200","18,600"
영업이익,"1,221",637,"1,207",960,946,580,"1,010","1,120"
영업이익(발표기준),"1,221",637,"1,207",960,946,,,
세전계속사업이익,584,586,594,738,722,790,800,910
당기순이익,426,420,408,400,593,550,610,680
당기순이익(지배),426,420,408,400,593,550,610,680
당기순이익(비지배),0,-1,,,,,,
자산총계,"14,131","17,410","17,927","17,433","17,396","17,620","16,980","17,240"
부채총계,"9,661","11,966","12,052","11,312","11,048","10,890","9,630","9,210"
자본총계,"4,470","5,444","5,875","6,121","6,348","6,730","7,350","8,030"
자본총계(지배),"4,313","5,231","5,663","5,906","6,348","6,730","7,350","8,030"
자본총계(비지배),157,213,,215,0,,,
자본금,"1,007","1,190","1,190","1,190","1,190","1,190","1,190","1,190"
영업활동현금흐름,"1,544","1,045","1,241","1,994","1,252","1,150","3,820","3,510"
투자활동현금흐름,-491,-290,-613,-471,-878,-750,-500,-500
재무활동현금흐름,"-1,048",-715,-682,"-1,331",-340,"-1,190","-1,380",-500
CAPEX,489,697,812,485,648,750,500,500
FCF,"1,055",348,428,"1,510",604,400,"3,320","3,010"
이자발생부채,"6,903","9,031","8,524","7,576","7,627",,,
영업이익률,7.98,3.98,6.10,5.71,6.26,3.31,5.55,6.02
순이익률,2.78,2.62,2.07,2.38,3.92,3.13,3.35,3.66
ROE(%),11.14,8.81,7.49,6.92,9.67,8.41,8.67,8.84
ROA(%),2.98,2.66,2.31,2.26,3.40,3.14,3.53,3.97
부채비율,216.14,219.80,205.14,184.81,174.03,161.81,131.02,114.69
자본유보율,313.75,328.90,347.24,368.90,404.28,,,
EPS(원),"2,325","1,812","1,715","1,681","2,490","2,311","2,563","2,857"
PER(배),8.47,7.72,9.68,8.59,5.56,5.39,4.78,4.29
BPS(원),"21,424","21,999","23,815","24,836","26,698","28,303","30,911","33,770"
PBR(배),0.92,0.64,0.70,0.58,0.52,0.44,0.40,0.36
현금DPS(원),700,600,600,600,700,700,650,650
현금배당수익률,3.55,4.29,3.61,4.15,5.05,5.62,5.31,5.31
현금배당성향(%),33.05,33.95,34.95,35.65,28.08,30.29,25.36,22.75
발행주식수(보통주),"20,136,509","23,800,576","23,800,576","23,800,576","23,800,576",,,
