0,1,2,3,4,5,6,7,8
한진칼(산업재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"9,910","11,497","13,049","12,035","4,088","4,280","5,930","7,840"
영업이익,990,"1,153","1,088",-39,"-2,211","-1,740",-300,200
영업이익(발표기준),990,"1,153","1,088",-39,"-2,211",,,
세전계속사업이익,"-4,519","2,676",81,"-2,635","-3,341","-3,240","-1,490",-740
당기순이익,"-4,229","2,294",-128,"-2,606","-3,415","-2,660","-1,250",-620
당기순이익(지배),"-4,333","2,222",-359,"-2,444","-2,698","-1,880",-890,-440
당기순이익(비지배),104,72,231,-162,-717,,,
자산총계,"20,620","27,758","28,501","26,937","34,886","34,570","33,370","32,870"
부채총계,"9,555","10,623","11,261","12,730","18,243","20,220","20,270","20,390"
자본총계,"11,065","17,135","17,239","14,207","16,643","14,350","13,100","12,480"
자본총계(지배),"10,052","15,252","15,220","12,468","15,140","13,630","12,740","12,300"
자본총계(비지배),"1,013","1,883","2,020","1,739","1,502",,,
자본금,"1,493","1,493","1,493","1,493","1,670","1,680","1,680","1,680"
영업활동현금흐름,"1,388","1,644",782,"1,306","-1,869",-50,220,370
투자활동현금흐름,"-2,570","-3,130","-2,824","2,138","-8,782",290,830,530
재무활동현금흐름,807,"3,140",543,"-3,008","10,489",-410,"-1,220","-1,160"
CAPEX,49,169,71,28,12,90,120,160
FCF,"1,339","1,475",710,"1,278","-1,881",,,
이자발생부채,"6,172","6,347","7,314","8,892","14,481",,,
영업이익률,9.99,10.03,8.34,-0.32,-54.09,-40.65,-5.06,2.55
순이익률,-42.68,19.96,-0.98,-21.65,-83.54,-62.15,-21.08,-7.91
ROE(%),-36.81,17.56,-2.36,-17.65,-19.55,-13.07,-6.75,-3.51
ROA(%),-19.32,9.49,-0.46,-9.40,-11.05,-7.66,-3.68,-1.87
부채비율,86.36,61.99,65.32,89.60,109.62,140.91,154.73,163.38
자본유보율,417.43,570.15,516.83,373.51,466.54,,,
EPS(원),"-7,530","3,722",-602,"-4,093","-4,476","-2,803","-1,323",-654
PER(배),N/A,4.92,N/A,N/A,N/A,N/A,N/A,N/A
BPS(원),"16,838","25,547","25,493","20,884","22,668","20,262","18,939","18,285"
PBR(배),0.91,0.72,1.17,1.92,2.78,2.77,3.00,3.11
현금DPS(원),0,125,300,255,0,0,0,0
현금배당수익률,0.00,0.68,1.01,0.64,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,3.36,-49.87,-6.23,0.00,,,
발행주식수(보통주),"59,170,458","59,170,458","59,170,458","59,170,458","66,262,510",,,
