0,1,2,3,4,5,6,7,8
한미약품(건강관리),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"8,827","9,166","10,160","11,136","10,759","11,551","12,747","13,775"
영업이익,268,822,836,"1,039",490,"1,142","1,326","1,456"
영업이익(발표기준),268,822,836,"1,039",490,,,
세전계속사업이익,80,588,504,833,221,971,"1,172","1,307"
당기순이익,303,690,342,639,173,802,923,"1,037"
당기순이익(지배),233,604,249,521,120,669,760,852
당기순이익(비지배),70,85,93,118,53,,,
자산총계,"15,970","16,609","16,912","19,137","18,820","19,687","20,475","21,535"
부채총계,"8,625","8,685","9,020","10,914","10,501","10,582","10,464","10,534"
자본총계,"7,345","7,924","7,893","8,223","8,319","9,106","10,011","11,001"
자본총계(지배),"6,595","7,117","7,032","7,238","7,300","7,933","8,657","9,457"
자본총계(비지배),751,807,,985,"1,019",,,
자본금,261,279,285,290,296,300,302,302
영업활동현금흐름,"4,130",-629,260,124,"1,515","1,456","1,626","1,657"
투자활동현금흐름,"-3,551","-1,529","-1,458","-1,729",-452,-559,-658,-650
재무활동현금흐름,-629,"1,377","1,404","1,986",-652,-159,-129,-139
CAPEX,"2,003","2,471","1,823","1,661",418,375,567,554
FCF,"2,127","-3,100","-1,563","-1,537","1,097","1,025","1,078","1,118"
이자발생부채,"3,322","4,762","6,312","8,516","8,022",,,
영업이익률,3.03,8.96,8.23,9.33,4.55,9.89,10.40,10.57
순이익률,3.43,7.52,3.36,5.73,1.61,6.94,7.24,7.53
ROE(%),3.50,8.82,3.52,7.30,1.65,8.78,9.17,9.41
ROA(%),1.83,4.23,2.04,3.54,0.91,4.17,4.59,4.94
부채비율,117.42,109.60,114.28,132.74,126.24,116.21,104.53,95.75
자본유보율,"2,476.93","2,510.88","2,468.74","2,542.54","2,525.97",,,
EPS(원),"1,894","4,906","2,021","4,230",971,"5,429","6,173","6,917"
PER(배),137.33,110.47,217.18,67.50,370.30,47.80,41.95,37.45
BPS(원),"53,668","58,021","57,374","59,095","59,651","64,897","70,816","77,362"
PBR(배),4.85,9.34,7.65,4.83,6.03,4.00,3.66,3.35
현금DPS(원),0,453,462,471,481,487,492,493
현금배당수익률,0.00,0.08,0.11,0.17,0.13,0.19,0.19,0.19
현금배당성향(%),0.00,9.19,22.75,11.07,49.18,8.97,7.96,7.12
발행주식수(보통주),"12,317,971","12,317,971","12,317,971","12,317,971","12,317,971",,,
