0,1,2,3,4,5,6,7,8
이노션(커뮤니케이션서비스),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"10,516","11,387","12,392","12,743","12,211","13,912","15,584","16,784"
영업이익,994,967,"1,182","1,219","1,115","1,317","1,519","1,641"
영업이익(발표기준),994,967,"1,182","1,219","1,115",,,
세전계속사업이익,"1,095","1,045","1,287","1,281","1,177","1,363","1,538","1,666"
당기순이익,780,757,924,946,843,979,"1,095","1,185"
당기순이익(지배),653,615,768,736,635,766,863,931
당기순이익(비지배),126,142,155,209,208,,,
자산총계,"16,751","16,265","17,409","20,755","20,440","21,684","23,331","24,640"
부채총계,"9,968","9,409","9,991","12,945","12,600","13,362","14,446","15,032"
자본총계,"6,783","6,856","7,418","7,810","7,840","8,322","8,885","9,608"
자본총계(지배),"6,546","6,723","7,275","7,637","7,693","8,127","8,467","9,014"
자본총계(비지배),237,133,,173,147,,,
자본금,100,100,100,100,100,100,100,100
영업활동현금흐름,"1,143","1,155",45,"1,364","1,051","1,372","1,177","1,153"
투자활동현금흐름,"-1,057",350,551,-517,79,-200,-184,-207
재무활동현금흐름,-252,-316,-340,-612,-749,-496,-431,-444
CAPEX,119,88,87,81,69,145,142,166
FCF,"1,024","1,067",-42,"1,283",982,"1,453","1,038",990
이자발생부채,,0,0,"1,355","1,184",,,
영업이익률,9.46,8.49,9.54,9.56,9.13,9.47,9.75,9.78
순이익률,7.41,6.64,7.46,7.42,6.90,7.04,7.03,7.06
ROE(%),10.38,9.27,10.98,9.88,8.28,9.69,10.40,10.65
ROA(%),5.02,4.58,5.49,4.96,4.09,4.65,4.86,4.94
부채비율,146.97,137.24,134.68,165.75,160.72,160.57,162.59,156.45
자본유보율,"6,516.55","6,930.65","7,477.59","7,879.52","8,208.79",,,
EPS(원),"3,267","3,074","3,842","3,681","3,174","3,831","4,313","4,654"
PER(배),17.48,23.81,16.47,19.26,18.78,13.42,11.66,10.81
BPS(원),"32,728","33,615","36,374","38,184","38,463","40,634","42,336","45,069"
PBR(배),1.74,2.18,1.74,1.86,1.55,1.26,1.19,1.12
현금DPS(원),950,"1,000","1,500","1,500","1,800","1,788","1,808","1,905"
현금배당수익률,1.66,1.37,2.37,2.12,3.02,3.48,3.60,3.79
현금배당성향(%),29.07,32.53,39.04,40.75,56.71,46.66,41.93,40.93
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000",,,
