0,1,2,3,4,5,6,7,8
한섬(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"7,120","12,287","12,992","12,598","11,959","13,710","14,462","15,066"
영업이익,720,550,912,"1,066","1,021","1,498","1,607","1,720"
영업이익(발표기준),720,550,912,"1,066","1,021",,,
세전계속사업이익,774,671,952,"1,135","1,122","1,544","1,644","1,752"
당기순이익,565,539,724,853,849,"1,171","1,227","1,308"
당기순이익(지배),565,539,724,853,851,"1,184","1,256","1,340"
당기순이익(비지배),,,,,-2,,,
자산총계,"10,380","12,523","12,727","13,236","14,385","15,571","16,628","17,874"
부채총계,"1,577","3,268","2,820","2,781","3,125","3,232","3,193","3,237"
자본총계,"8,803","9,255","9,907","10,456","11,260","12,339","13,435","14,637"
자본총계(지배),"8,803","9,255","9,907","10,456","11,221","12,307","13,417","14,636"
자본총계(비지배),,,,,39,,,
자본금,123,123,123,123,123,122,122,122
영업활동현금흐름,180,728,"2,149","1,364","1,494","1,182","1,335","1,587"
투자활동현금흐름,-443,"-1,687",-891,-589,"-1,478",-570,-520,-555
재무활동현금흐름,219,971,-937,-865,54,-128,-188,-186
CAPEX,475,229,86,272,171,382,420,492
FCF,-295,499,"2,063","1,093","1,323",895,"1,279","1,290"
이자발생부채,384,"1,500",648,241,470,,,
영업이익률,10.12,4.48,7.02,8.46,8.53,10.93,11.11,11.41
순이익률,7.93,4.38,5.57,6.77,7.10,8.54,8.49,8.69
ROE(%),6.60,5.96,7.56,8.37,7.85,10.07,9.77,9.55
ROA(%),5.66,4.70,5.74,6.57,6.15,7.82,7.62,7.59
부채비율,17.91,35.31,28.46,26.60,27.75,26.19,23.77,22.12
자본유보율,"7,184.05","7,567.81","8,082.91","8,696.65","9,309.65",,,
EPS(원),"2,293","2,187","2,940","3,462","3,455","4,808","5,099","5,438"
PER(배),15.20,14.38,12.33,9.11,8.76,7.36,7.13,6.68
BPS(원),"40,071","42,125","45,095","47,591","51,075","56,017","61,072","66,621"
PBR(배),0.87,0.75,0.80,0.66,0.59,0.63,0.60,0.55
현금DPS(원),300,350,400,450,450,483,517,525
현금배당수익률,0.86,1.11,1.10,1.43,1.49,1.37,1.42,1.44
현금배당성향(%),11.67,14.28,12.14,11.60,11.62,10.05,10.13,9.65
발행주식수(보통주),"24,630,000","24,630,000","24,630,000","24,630,000","24,630,000",,,
