0,1,2,3,4,5,6,7,8
포스코케미칼(소재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"11,177","11,972","13,836","14,838","15,662","19,750","23,538","33,531"
영업이익,853,"1,040","1,063",899,603,"1,370","1,552","2,403"
영업이익(발표기준),853,"1,040","1,063",899,603,,,
세전계속사업이익,648,"1,256","1,766","1,130",347,"1,693","1,779","2,629"
당기순이익,445,"1,040","1,328","1,012",297,"1,464","1,541","2,262"
당기순이익(지배),437,"1,036","1,322","1,010",296,"1,463","1,532","2,252"
당기순이익(비지배),8,4,6,1,2,,,
자산총계,"7,239","8,358","9,476","17,301","20,881","35,496","43,176","51,507"
부채총계,"1,545","1,836","1,895","7,238","10,644","12,498","18,015","24,301"
자본총계,"5,694","6,522","7,581","10,063","10,236","23,161","25,281","27,261"
자본총계(지배),"5,625","6,445","7,496","9,975","10,007","22,674","24,844","26,878"
자본총계(비지배),69,77,,88,229,,,
자본금,295,295,295,305,305,389,381,381
영업활동현금흐름,851,555,846,628,383,"2,432","2,861","2,797"
투자활동현금흐름,"-1,063",-462,-387,"-4,647","-2,543","-12,242","-7,253","-8,560"
재무활동현금흐름,-223,-230,-294,"3,182","3,020","12,368","3,341","4,455"
CAPEX,233,594,"1,009","3,087","2,426","5,916","8,496","9,820"
FCF,618,-39,-163,"-2,459","-2,043","-3,907","-5,348","-6,916"
이자발생부채,370,278,202,"4,825","8,414",,,
영업이익률,7.63,8.68,7.68,6.06,3.85,6.94,6.59,7.17
순이익률,3.98,8.68,9.59,6.82,1.90,7.41,6.55,6.75
ROE(%),8.00,17.16,18.96,11.57,2.96,8.95,6.27,8.71
ROA(%),6.18,13.33,14.89,7.56,1.56,5.20,3.73,4.78
부채비율,27.13,28.16,25.00,71.93,103.99,53.96,71.26,89.14
자본유보율,"1,806.91","2,094.19","2,446.59","3,174.65","3,192.15",,,
EPS(원),703,"1,666","2,126","1,588",461,"1,922","1,977","2,908"
PER(배),16.03,22.43,28.13,29.10,225.74,66.07,57.15,38.86
BPS(원),"9,048","10,366","12,057","15,540","15,589","29,270","32,072","34,698"
PBR(배),1.24,3.60,4.96,2.97,6.67,4.34,3.52,3.26
현금DPS(원),285,333,380,380,285,300,311,320
현금배당수익률,2.53,0.89,0.64,0.82,0.27,0.24,0.28,0.28
현금배당성향(%),40.56,19.96,17.88,24.14,61.87,15.86,15.75,11.02
발행주식수(보통주),"62,172,826","62,172,826","62,172,826","64,191,806","64,191,806",,,
