0,1,2,3,4,5,6,7,8
한라홀딩스(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"8,445","8,907","8,865","7,984","7,358","10,203","11,073","11,793"
영업이익,935,637,579,754,907,"1,586","1,748","1,877"
영업이익(발표기준),"1,159",637,579,754,907,,,
세전계속사업이익,784,764,352,521,560,"1,543","1,673","1,827"
당기순이익,804,435,131,411,441,"1,345","1,416","1,537"
당기순이익(지배),753,430,131,411,440,"1,347","1,423","1,553"
당기순이익(비지배),51,5,0,0,0,,,
자산총계,"19,140","18,523","17,241","17,604","19,615","22,520","23,773","25,027"
부채총계,"9,575","9,186","8,589","8,743","10,746","12,103","12,150","12,090"
자본총계,"9,565","9,337","8,652","8,861","8,869","10,417","11,623","12,937"
자본총계(지배),"9,196","9,337","8,652","8,861","8,868","10,417","11,633","12,957"
자본총계(비지배),369,0,,0,1,,,
자본금,551,551,551,551,551,550,550,550
영업활동현금흐름,859,526,8,457,232,"1,550","1,660","1,843"
투자활동현금흐름,-105,20,372,44,-525,"-1,353",-500,-503
재무활동현금흐름,"-1,214",-297,-772,-236,577,710,-347,-440
CAPEX,131,275,278,229,102,237,230,237
FCF,728,250,-270,228,130,"-1,630",540,"1,270"
이자발생부채,"6,850","6,436","5,896","6,482","8,371",,,
영업이익률,11.07,7.15,6.54,9.45,12.33,15.54,15.79,15.91
순이익률,9.52,4.89,1.48,5.14,5.99,13.18,12.79,13.03
ROE(%),8.24,4.64,1.46,4.69,4.97,13.97,12.91,12.63
ROA(%),4.57,2.31,0.73,2.36,2.37,6.39,6.12,6.30
부채비율,100.11,98.38,99.27,98.67,121.16,116.19,104.53,93.46
자본유보율,"1,676.30","1,739.11","1,640.99","1,647.92","1,687.68",,,
EPS(원),"6,975","3,982","1,214","3,918","4,206","12,860","13,592","14,833"
PER(배),8.69,15.75,36.05,11.72,8.89,3.18,3.00,2.75
BPS(원),"86,195","87,515","82,464","84,613","87,631","105,098","117,374","130,726"
PBR(배),0.70,0.72,0.53,0.54,0.43,0.39,0.35,0.31
현금DPS(원),"1,250","1,350","2,000","2,000","2,000","2,000","2,167","2,167"
현금배당수익률,2.06,2.15,4.57,4.36,5.35,4.88,5.31,5.31
현금배당성향(%),17.70,33.48,160.41,51.01,45.95,15.55,15.94,14.61
발행주식수(보통주),"10,802,691","10,802,691","10,802,691","10,472,070","10,472,070",,,
