0,1,2,3,4,5,6,7,8
계룡건설(산업재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"19,585","22,408","22,927","22,757","22,000","23,780","25,530","27,900"
영업이익,776,"1,150","1,537","1,359","1,748","1,890","2,050","2,360"
영업이익(발표기준),776,"1,150","1,537","1,359","1,748",,,
세전계속사업이익,362,796,"1,262","1,016","1,216","1,560","1,710","2,030"
당기순이익,186,565,945,746,954,"1,180","1,300","1,540"
당기순이익(지배),166,523,892,716,941,"1,180","1,290","1,530"
당기순이익(비지배),20,42,53,30,14,,,
자산총계,"15,134","15,829","17,262","20,046","20,703","21,400","22,580","23,820"
부채총계,"11,840","12,006","12,864","15,019","14,643","14,210","14,150","13,880"
자본총계,"3,294","3,823","4,398","5,027","6,060","7,190","8,430","9,940"
자본총계(지배),"2,885","3,380","3,914","4,534","5,531","6,660","7,890","9,390"
자본총계(비지배),410,444,,493,529,,,
자본금,447,447,447,447,447,450,450,450
영업활동현금흐름,"1,260",-584,"1,041",136,"1,938","2,180","1,800","1,960"
투자활동현금흐름,-358,-518,-98,-960,-389,-510,-580,-710
재무활동현금흐름,-1,414,13,"1,717","-1,232",-930,-500,-670
CAPEX,73,104,86,181,200,200,250,330
FCF,"1,187",-688,955,-45,"1,737","1,980","1,560","1,630"
이자발생부채,"4,165","5,012","5,301","7,771","7,271",,,
영업이익률,3.96,5.13,6.70,5.97,7.95,7.95,8.03,8.46
순이익률,0.95,2.52,4.12,3.28,4.34,4.96,5.09,5.52
ROE(%),5.91,16.70,24.46,16.94,18.69,19.36,17.73,17.71
ROA(%),1.36,3.65,5.71,4.00,4.68,5.61,5.91,6.64
부채비율,359.44,314.02,292.48,298.79,241.62,197.64,167.85,139.64
자본유보율,538.93,648.40,778.27,916.80,"1,131.96",,,
EPS(원),"1,864","5,856","9,987","8,013","10,532","13,213","14,444","17,132"
PER(배),7.56,2.95,2.18,2.53,2.66,2.38,2.32,1.96
BPS(원),"32,565","38,153","44,186","51,185","62,437","75,188","89,074","106,008"
PBR(배),0.43,0.45,0.49,0.40,0.45,0.42,0.38,0.32
현금DPS(원),0,0,500,600,600,600,600,600
현금배당수익률,0.00,0.00,2.30,2.96,2.14,1.90,1.79,1.79
현금배당성향(%),0.00,0.00,4.97,7.43,5.65,4.54,4.15,3.50
발행주식수(보통주),"8,930,907","8,930,907","8,930,907","8,930,907","8,930,907",,,
