0,1,2,3,4,5,6,7,8
풍산(소재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"28,318","29,450","27,745","24,513","25,936","35,370","37,288","37,830"
영업이익,"2,178","2,411","1,075",411,"1,212","3,209","2,286","2,311"
영업이익(발표기준),"2,178","2,411","1,075",411,"1,212",,,
세전계속사업이익,"1,822","2,048",874,263,990,"3,159","2,108","2,131"
당기순이익,"1,377","1,507",621,176,719,"2,371","1,567","1,579"
당기순이익(지배),"1,376","1,506",620,176,719,"2,371","1,568","1,578"
당기순이익(비지배),1,1,1,0,0,,,
자산총계,"27,149","27,295","26,681","25,625","25,520","29,883","31,318","32,421"
부채총계,"14,801","14,204","12,888","11,787","11,056","13,174","13,266","13,005"
자본총계,"12,348","13,091","13,793","13,838","14,464","16,708","18,051","19,416"
자본총계(지배),"12,328","13,071","13,772","13,818","14,444","16,687","18,029","19,395"
자본총계(비지배),21,21,,20,20,,,
자본금,"1,401","1,401","1,401","1,401","1,401","1,400","1,400","1,400"
영업활동현금흐름,"2,463","1,374",812,"2,017","1,145",416,"1,738","2,073"
투자활동현금흐름,"-1,008",-877,-751,-568,-538,-937,-838,-856
재무활동현금흐름,"-1,287",-565,-85,"-1,359",-464,"1,092",-556,-556
CAPEX,987,818,738,612,500,769,773,792
FCF,"1,475",556,74,"1,404",645,-525,883,"1,167"
이자발생부채,"10,089","9,243","9,253","8,200","7,537",,,
영업이익률,7.69,8.19,3.88,1.68,4.67,9.07,6.13,6.11
순이익률,4.86,5.12,2.24,0.72,2.77,6.70,4.20,4.17
ROE(%),11.84,11.86,4.62,1.28,5.09,15.23,9.03,8.43
ROA(%),5.17,5.54,2.30,0.67,2.81,8.56,5.12,4.95
부채비율,119.86,108.50,93.44,85.18,76.44,78.85,73.49,66.98
자본유보율,770.52,840.26,882.96,875.74,931.30,,,
EPS(원),"4,910","5,372","2,212",629,"2,565","8,459","5,594","5,632"
PER(배),8.25,8.84,12.36,37.86,10.89,3.66,5.58,5.54
BPS(원),"44,008","46,660","49,164","49,327","51,561","59,569","65,233","70,177"
PBR(배),0.92,1.02,0.56,0.48,0.54,0.52,0.48,0.44
현금DPS(원),700,800,600,400,600,718,764,764
현금배당수익률,1.73,1.68,2.19,1.68,2.15,2.32,2.45,2.45
현금배당성향(%),14.25,14.88,27.11,63.60,23.38,8.49,13.65,13.56
발행주식수(보통주),"28,024,278","28,024,278","28,024,278","28,024,278","28,024,278",,,
