0,1,2,3,4,5,6,7,8
농심(필수소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"22,170","22,083","22,364","23,439","26,398","26,291","28,054","29,260"
영업이익,897,964,886,788,"1,603","1,058","1,363","1,517"
영업이익(발표기준),897,964,886,788,"1,603",,,
세전계속사업이익,"2,333","1,194","1,123","1,035","1,906","1,361","1,661","1,820"
당기순이익,"1,992",907,843,711,"1,490","1,019","1,256","1,378"
당기순이익(지배),"1,993",907,843,710,"1,485","1,017","1,255","1,378"
당기순이익(비지배),-1,0,0,1,5,,,
자산총계,"24,813","24,499","25,323","26,530","27,255","28,254","29,506","30,696"
부채총계,"6,789","6,088","6,345","7,123","6,766","6,960","7,265","7,378"
자본총계,"18,024","18,411","18,978","19,407","20,490","21,294","22,241","23,318"
자본총계(지배),"17,899","18,284","18,851","19,279","20,339","21,157","22,103","23,177"
자본총계(비지배),125,127,,128,150,,,
자본금,304,304,304,304,304,303,303,303
영업활동현금흐름,"2,210","1,034","1,469","1,625","2,315","2,020","2,311","2,444"
투자활동현금흐름,"-1,357",-792,"-1,289",-307,"-1,320","-1,492","-1,421","-1,354"
재무활동현금흐름,-760,-470,-58,178,-943,-84,-200,-208
CAPEX,574,"1,282",882,"1,539","1,803","1,516","1,418","1,348"
FCF,"1,636",-248,587,85,512,230,626,916
이자발생부채,991,682,883,"1,540",937,,,
영업이익률,4.05,4.37,3.96,3.36,6.07,4.02,4.86,5.18
순이익률,8.99,4.11,3.77,3.03,5.65,3.88,4.48,4.71
ROE(%),11.64,5.01,4.54,3.72,7.50,4.90,5.80,6.09
ROA(%),8.13,3.68,3.38,2.74,5.54,3.67,4.35,4.58
부채비율,37.67,33.07,33.44,36.70,33.02,32.69,32.66,31.64
자본유보율,"6,058.80","6,274.87","6,454.97","6,571.96","6,975.62",,,
EPS(원),"32,764","14,905","13,858","11,672","24,416","16,714","20,627","22,658"
PER(배),10.15,23.75,18.37,20.61,12.29,20.40,16.22,14.76
BPS(원),"309,527","316,196","325,998","333,399","351,731","365,878","382,227","400,798"
PBR(배),1.07,1.12,0.78,0.72,0.85,0.93,0.88,0.83
현금DPS(원),"4,000","4,000","4,000","4,000",,"4,000","4,044","4,089"
현금배당수익률,1.20,1.13,1.57,1.66,,1.17,1.21,1.22
현금배당성향(%),11.61,25.51,27.44,32.58,15.57,23.93,19.61,18.05
발행주식수(보통주),"6,082,642","6,082,642","6,082,642","6,082,642","6,082,642",,,
