0,1,2,3,4,5,6,7,8
넥센타이어(경기관련소비재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"18,947","19,648","19,840","20,223","16,981","20,758","22,379","23,854"
영업이익,"2,480","1,854","1,824","2,074",394,283,797,"1,395"
영업이익(발표기준),"2,480","1,854","1,824","2,074",394,,,
세전계속사업이익,"2,165","1,667","1,486","1,843",-127,347,662,"1,158"
당기순이익,"1,760","1,254","1,035","1,185",-166,247,479,836
당기순이익(지배),"1,738","1,250","1,036","1,182",-168,254,491,862
당기순이익(비지배),22,4,0,2,2,,,
자산총계,"26,179","27,940","32,423","34,361","35,411","36,296","37,262","39,336"
부채총계,"14,152","14,551","18,141","18,781","19,941","20,550","21,146","22,499"
자본총계,"12,028","13,389","14,282","15,579","15,470","15,745","16,115","16,838"
자본총계(지배),"11,932","13,355","14,248","15,543","15,431","15,766","16,074","16,798"
자본총계(비지배),96,34,34,36,38,,,
자본금,535,541,541,541,541,540,540,540
영업활동현금흐름,"3,832","2,551","1,570","2,915","1,791","2,214","2,181","2,696"
투자활동현금흐름,"-1,264","-2,897","-4,516","-2,512","-2,267","-1,868","-2,212","-2,420"
재무활동현금흐름,"-2,374",260,"3,148",-284,"1,307",-689,164,270
CAPEX,"1,046","2,839","4,844","2,221","1,174","1,385","2,105","2,380"
FCF,"2,786",-288,"-3,274",693,617,311,-28,283
이자발생부채,"8,375","8,631","11,950","12,227","13,980",,,
영업이익률,13.09,9.44,9.20,10.25,2.32,1.36,3.56,5.85
순이익률,9.29,6.38,5.22,5.86,-0.98,1.19,2.14,3.50
ROE(%),15.66,9.88,7.50,7.94,-1.08,1.63,3.08,5.25
ROA(%),6.77,4.63,3.43,3.55,-0.48,0.69,1.30,2.18
부채비율,117.66,108.67,127.02,120.56,128.91,130.52,131.22,133.62
자본유보율,"2,094.62","2,349.70","2,512.29","2,732.18","2,714.44",,,
EPS(원),"1,689","1,208",994,"1,135",-161,244,472,828
PER(배),7.70,9.77,9.22,8.04,N/A,26.74,13.83,7.88
BPS(원),"11,766","13,009","13,878","15,139","15,031","15,357","15,657","16,362"
PBR(배),1.10,0.91,0.66,0.60,0.41,0.42,0.42,0.40
현금DPS(원),100,100,100,105,105,107,109,112
현금배당수익률,0.77,0.85,1.09,1.15,1.70,1.65,1.68,1.71
현금배당성향(%),5.85,8.24,9.94,9.14,-64.34,41.30,21.75,12.66
발행주식수(보통주),"96,415,877","97,667,877","97,667,877","97,667,877","97,667,877",,,
