0,1,2,3,4,5,6,7,8
삼성엔지니어링(산업재),"2016/12
									
(IFRS연결)","2017/12
									
(IFRS연결)","2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2022/12(E)
									
(IFRS연결)","2023/12(E)
									
(IFRS연결)"
매출액,"70,105","55,134","54,670","63,921","67,492","68,570","78,544","80,889"
영업이익,712,217,"1,964","4,227","3,612","5,152","5,596","5,804"
영업이익(발표기준),712,217,"1,964","4,227","3,612",,,
세전계속사업이익,575,-548,"1,605","4,378","3,518","5,370","5,932","6,125"
당기순이익,103,-712,629,"3,238","2,521","3,850","4,243","4,427"
당기순이익(지배),266,-644,613,"3,209","2,525","3,928","4,302","4,446"
당기순이익(비지배),-163,-68,15,29,-4,,,
자산총계,"55,094","50,728","46,196","45,657","47,556","51,375","57,806","61,966"
부채총계,"45,227","40,967","36,218","32,705","31,738","31,565","33,910","33,730"
자본총계,"9,867","9,761","9,979","12,952","15,817","19,810","23,858","28,236"
자본총계(지배),"10,015","9,976","10,191","13,152","16,007","20,111","24,228","28,566"
자본총계(비지배),-147,-215,-212,-200,-190,,,
자본금,"9,800","9,800","9,800","9,800","9,800","9,800","9,800","9,800"
영업활동현금흐름,"1,879","-1,340","4,462","7,841",444,"3,422","2,478","3,804"
투자활동현금흐름,944,-152,207,"-1,472",734,"-1,072",-566,-643
재무활동현금흐름,"-1,019",381,"-8,492","-4,223",704,-989,-51,-77
CAPEX,241,138,146,196,234,265,380,369
FCF,"1,638","-1,478","4,316","7,645",209,"3,775","1,735","3,497"
이자발생부채,"14,516","14,449","5,575","1,482","2,326",,,
영업이익률,1.01,0.39,3.59,6.61,5.35,7.51,7.12,7.17
순이익률,0.15,-1.29,1.15,5.07,3.74,5.61,5.40,5.47
ROE(%),7.86,-6.45,6.08,27.49,17.32,21.75,19.40,16.84
ROA(%),0.18,-1.35,1.30,7.05,5.41,7.78,7.77,7.39
부채비율,458.36,419.71,362.96,252.51,200.66,159.33,142.13,119.46
자본유보율,25.22,12.41,18.20,51.11,68.06,,,
EPS(원),196,-329,313,"1,637","1,288","2,004","2,195","2,268"
PER(배),52.58,N/A,56.23,11.73,10.29,11.65,10.73,10.38
BPS(원),"5,109","5,090","5,199","6,710","8,167","10,261","12,361","14,575"
PBR(배),2.02,2.44,3.39,2.86,1.62,2.28,1.91,1.62
현금DPS(원),,,,,,33,0,38
현금배당수익률,,,,,,0.14,0.00,0.16
현금배당성향(%),0.00,0.00,0.00,0.00,0.00,1.66,,1.70
발행주식수(보통주),"196,000,000","196,000,000","196,000,000","196,000,000","196,000,000",,,
