0,1,2,3,4,5,6,7,8
영풍(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"29,714","30,841","31,834","36,480","8,299","7,996","9,631","10,553"
영업이익,"-1,089",844,467,-240,83,73,-362,-32
영업이익(발표기준),"-1,089",844,467,,83,73,-362,
세전계속사업이익,667,"2,478","1,538","2,280",802,646,339,489
당기순이익,462,"2,074",854,"1,820",643,505,281,391
당기순이익(지배),"1,107","2,330","1,326","1,390",574,574,67,177
당기순이익(비지배),-645,-256,-473,,69,-68,214,
자산총계,"47,216","48,327","50,009","52,810","50,323","50,893","53,666","52,810"
부채총계,"12,142","11,342","12,887","14,360","12,655","12,701","14,984","14,360"
자본총계,"35,074","36,985","37,121","38,450","37,668","38,192","38,682","38,450"
자본총계(지배),"30,412","32,565","33,212","34,120","33,707","34,297","34,537","34,120"
자본총계(비지배),,"4,420","3,909",,"3,961","3,895","4,146",
자본금,92,92,92,90,92,92,92,90
영업활동현금흐름,"1,190","2,069","2,530","1,750",-517,"1,351",80,
투자활동현금흐름,"-1,757","-1,567","-2,313","-1,950",-460,-778,-193,
재무활동현금흐름,550,-741,179,830,392,-288,154,
CAPEX,"1,126",826,"1,062","1,500",345,222,424,
FCF,65,"1,243","1,468",-900,-862,"1,128",-344,
이자발생부채,"2,943","2,245","2,716",,"3,177","2,893","3,066",
영업이익률,-3.67,2.74,1.47,-0.66,1.00,0.91,-3.76,-0.30
순이익률,1.56,6.73,2.68,4.99,7.75,6.32,2.92,3.71
ROE(%),3.69,7.40,4.03,4.13,4.10,4.54,3.48,
ROA(%),0.97,4.34,1.74,3.54,2.04,2.41,1.92,
부채비율,34.62,30.67,34.72,37.35,33.60,33.26,38.74,37.35
자본유보율,"33,132.32","35,443.81","36,410.82",,"36,846.32","37,469.75","37,632.06",
EPS(원),"60,108","126,504","72,005","75,460","31,165","31,154","3,644","9,609"
PER(배),12.39,5.10,7.47,8.81,7.83,7.77,10.36,
BPS(원),"1,768,014","1,893,161","1,930,799","1,983,566","1,959,543","1,993,855","2,007,794","1,983,566"
PBR(배),0.42,0.34,0.28,0.34,0.30,0.32,0.33,0.34
현금DPS(원),"10,000","10,000","10,000","10,000",,,,
현금배당수익률,1.34,1.55,1.86,1.50,,,,
현금배당성향(%),15.54,7.38,12.97,13.25,,,0.00,
발행주식수(보통주),"1,842,040","1,842,040","1,842,040",,"1,842,040",,,
