0,1,2,3,4,5,6,7,8
아모레G(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"60,782","62,843","49,301","51,650","13,875","13,034","12,145","12,595"
영업이익,"5,495","4,982","1,507","3,956","1,977","1,046",517,418
영업이익(발표기준),"5,495","4,982","1,507",,"1,977","1,046",517,
세전계속사업이익,"5,348","4,314",313,"5,139","2,349","1,940",636,
당기순이익,"3,763","2,824",220,"3,751","1,768","1,428",455,
당기순이익(지배),"1,423","1,337",104,"2,204",846,"1,044",218,96
당기순이익(비지배),"2,340","1,487",117,,922,385,237,
자산총계,"73,874","82,814","77,887","80,038","78,500","79,953","80,641","80,038"
부채총계,"11,449","18,012","15,167","13,908","14,532","14,527","14,610","13,908"
자본총계,"62,425","64,801","62,720","66,130","63,969","65,426","66,030","66,130"
자본총계(지배),"31,188","33,673","32,495","33,684","33,128","34,181","33,640","33,684"
자본총계(비지배),,"31,128","30,225",,"30,841","31,245","32,390",
자본금,445,480,480,480,480,480,480,480
영업활동현금흐름,"7,307","8,302","6,660","8,835",768,"2,138","1,106",
투자활동현금흐름,"-5,404","-4,333","-4,301","-6,065",-987,"-2,446","-1,839",
재무활동현금흐름,"-1,024","-2,874","-4,369","-1,657",-370,-968,-367,
CAPEX,"4,369","2,742","1,950","2,565",276,221,268,
FCF,"2,938","5,560","4,710",,493,"1,917",839,
이자발생부채,"2,141","8,140","5,941",,"5,640","5,353","5,108",
영업이익률,9.04,7.93,3.06,7.66,14.24,8.02,4.25,3.31
순이익률,6.19,4.49,0.45,7.26,12.74,10.96,3.75,
ROE(%),4.65,4.12,0.31,6.66,1.49,4.50,5.14,
ROA(%),5.11,3.61,0.27,4.75,1.31,3.04,3.52,
부채비율,18.34,27.80,24.18,21.03,22.72,22.20,22.13,21.03
자본유보율,"7,292.10","7,355.32","7,107.15",,"7,231.29","7,446.97","7,323.27",
EPS(원),"1,600","1,498",108,"2,295",881,"1,087",227,100
PER(배),45.32,55.21,507.65,18.43,127.15,40.77,27.54,
BPS(원),"37,446","37,530","36,218","37,542","36,923","38,097","37,494","37,542"
PBR(배),1.94,2.20,1.52,1.13,1.76,1.68,1.31,1.13
현금DPS(원),310,300,230,398,0,0,0,
현금배당수익률,0.43,0.36,0.42,0.94,,,,
현금배당성향(%),18.17,22.98,234.68,14.89,0.00,,0.00,
발행주식수(보통주),"82,458,180","82,458,180","82,458,180",,"82,458,180","82,458,180","82,458,180",
