0,1,2,3,4,5,6,7,8
오뚜기(필수소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"22,468","23,597","25,959","27,117","6,713","6,687","7,068","6,650"
영업이익,"1,517","1,483","1,984","1,663",502,362,530,269
영업이익(발표기준),"1,517","1,483","1,984",,502,362,530,
세전계속사업이익,"2,018","1,420","1,770","1,660",540,372,439,302
당기순이익,"1,608",998,"1,104","1,188",390,271,324,
당기순이익(지배),"1,600",968,"1,063","1,166",386,269,324,119
당기순이익(비지배),9,30,41,,4,2,0,
자산총계,"20,635","21,521","23,393","24,022","25,373","26,407","26,582","24,022"
부채총계,"7,878","8,056","8,974","8,712","10,893","11,648","11,452","8,712"
자본총계,"12,757","13,465","14,419","15,310","14,480","14,760","15,129","15,310"
자본총계(지배),"12,080","12,776","14,014","14,880","14,151","14,429","14,797","14,880"
자본총계(비지배),,688,405,,329,331,332,
자본금,180,180,184,182,184,184,184,182
영업활동현금흐름,"1,969","1,793",920,"2,567",379,211,119,
투자활동현금흐름,"-2,719","-1,373","-1,925","-1,461",28,-407,-622,
재무활동현금흐름,699,-568,663,-850,"1,074",876,61,
CAPEX,"2,011","2,830","1,093","1,148",247,223,249,
FCF,-42,"-1,037",-173,"1,159",132,-12,-129,
이자발생부채,"2,711","2,897","3,969",,"5,477","6,463","6,615",
영업이익률,6.75,6.28,7.65,6.13,7.48,5.41,7.50,4.04
순이익률,7.16,4.23,4.25,4.38,5.81,4.04,4.58,
ROE(%),13.87,7.79,7.93,8.07,7.07,6.30,7.71,
ROA(%),8.50,4.73,4.92,5.01,4.09,3.51,4.33,
부채비율,61.76,59.83,62.23,56.90,75.22,78.92,75.70,56.90
자본유보율,"7,722.83","8,116.36","8,657.41",,"8,713.66","8,864.42","9,038.00",
EPS(원),"45,925","26,861","29,291","31,754","10,509","7,326","8,833","3,241"
PER(배),15.76,20.63,19.70,14.45,21.61,22.75,16.33,
BPS(원),"356,097","376,620","412,100","437,578","416,139","424,293","435,125","437,578"
PBR(배),2.03,1.47,1.40,1.05,1.37,1.28,1.13,1.05
현금DPS(원),"7,500","7,500","8,000","8,050",,,,
현금배당수익률,1.04,1.35,1.39,1.75,,,,
현금배당성향(%),15.91,26.27,25.60,25.35,0.00,,0.00,
발행주식수(보통주),"3,605,237","3,605,237","3,671,981",,"3,671,981","3,671,981","3,671,981",
