0,1,2,3,4,5,6,7,8
코오롱인더(소재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"44,598","44,072","40,361","46,435","10,904","11,841","11,286","12,404"
영업이익,"1,669","1,729","1,524","3,080",691,"1,036",773,582
영업이익(발표기준),"1,669","1,729","1,524",,691,"1,036",773,
세전계속사업이익,"1,299",834,"3,092","2,918",717,998,818,570
당기순이익,429,221,"2,055","2,152",520,777,566,455
당기순이익(지배),650,325,"2,034","2,161",504,745,537,472
당기순이익(비지배),-221,-104,21,,16,32,29,
자산총계,"55,729","52,931","50,437","54,626","52,006","52,921","53,819","54,626"
부채총계,"33,643","31,668","27,516","29,694","28,463","28,336","28,412","29,694"
자본총계,"22,085","21,263","22,920","24,932","23,543","24,585","25,407","24,932"
자본총계(지배),"20,965","20,158","21,792","23,768","22,398","23,408","24,224","23,768"
자본총계(비지배),,"1,105","1,129",,"1,145","1,177","1,183",
자본금,"1,487","1,487","1,487","1,502","1,487","1,487","1,487","1,502"
영업활동현금흐름,"3,412","1,234","4,996","2,316",414,"1,062",-219,
투자활동현금흐름,"-2,959",-164,"1,306",-622,-236,-243,242,
재무활동현금흐름,-361,-788,"-5,820",-92,-126,-94,-239,
CAPEX,"3,832","1,396","1,991","2,495",410,344,310,
FCF,-420,-162,"3,005",496,4,718,-529,
이자발생부채,"22,672","23,467","18,576",,"18,783","19,194","19,296",
영업이익률,3.74,3.92,3.78,6.63,6.34,8.75,6.85,4.69
순이익률,0.96,0.50,5.09,4.63,4.76,6.56,5.02,3.67
ROE(%),3.04,1.58,9.70,9.49,4.13,6.63,8.40,
ROA(%),0.76,0.41,3.98,4.10,1.81,2.98,3.77,
부채비율,152.33,148.93,120.05,119.10,120.89,115.26,111.83,119.10
자본유보율,"1,330.71","1,341.62","1,459.78",,"1,473.50","1,523.55","1,564.77",
EPS(원),"2,250","1,092","6,839","7,238","1,693","2,504","1,805","1,563"
PER(배),25.47,45.55,6.00,9.13,19.82,16.18,15.49,
BPS(원),"70,480","67,767","73,257","78,476","75,296","78,690","81,436","78,476"
PBR(배),0.81,0.73,0.56,0.84,0.79,1.03,1.23,0.84
현금DPS(원),900,900,"1,000","1,100",0,0,0,
현금배당수익률,1.57,1.81,2.44,1.66,,,,
현금배당성향(%),41.38,82.84,14.69,14.01,0.00,,0.00,
발행주식수(보통주),"26,978,840","26,978,840","26,978,840",,"26,978,840","26,978,840","26,978,840",
