0,1,2,3,4,5,6,7,8
삼성에스디에스(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"100,342","107,196","110,174","132,058","30,613","32,509","33,813","35,302"
영업이익,"8,774","9,901","8,716","9,218","2,171","2,247","2,220","2,506"
영업이익(발표기준),"8,774","9,901","8,716",,"2,171","2,247","2,220",
세전계속사업이익,"9,565","10,363","8,861","9,710","2,265","2,294","2,470","2,815"
당기순이익,"6,388","7,504","4,529","7,070","1,585","1,648","1,994","1,535"
당기순이익(지배),"6,294","7,365","4,435","6,904","1,560","1,592","1,926","1,945"
당기순이익(비지배),94,140,95,,24,56,68,
자산총계,"80,138","90,212","91,549","100,369","95,476","99,183","101,729","100,369"
부채총계,"18,653","22,961","22,958","26,348","26,686","28,342","28,047","26,348"
자본총계,"61,486","67,252","68,591","74,021","68,790","70,841","73,682","74,021"
자본총계(지배),"59,825","65,458","66,690","71,838","66,877","68,871","71,636","71,838"
자본총계(비지배),,"1,794","1,901",,"1,913","1,970","2,046",
자본금,387,387,387,390,387,387,387,390
영업활동현금흐름,"11,965","8,938","9,794","9,294","2,848","3,494","3,370",
투자활동현금흐름,"-8,186","-6,062","-5,452","-5,412","-2,873","-1,974","-2,782",
재무활동현금흐름,"-1,562","-3,088","-3,510","-2,546",-370,"-2,280",-314,
CAPEX,"2,514","3,416","2,355","2,720",400,798,890,
FCF,"9,451","5,521","7,439","6,091","2,449","2,695","2,481",
이자발생부채,8,"4,465","3,657",,"4,136","4,536","4,394",
영업이익률,8.74,9.24,7.91,6.98,7.09,6.91,6.57,7.10
순이익률,6.37,7.00,4.11,5.35,5.18,5.07,5.90,4.35
ROE(%),10.91,11.76,6.71,9.97,9.65,9.64,9.86,
ROA(%),8.36,8.81,4.98,7.37,6.93,6.98,7.21,
부채비율,30.34,34.14,33.47,35.59,38.79,40.01,38.06,35.59
자본유보율,"15,816.46","17,320.14","17,986.52",,"17,909.98","18,321.44","18,819.25",
EPS(원),"8,134","9,518","5,731","8,922","2,016","2,057","2,489","2,514"
PER(배),25.08,20.44,31.15,16.87,23.79,22.22,18.27,
BPS(원),"77,342","84,625","86,219","92,874","86,460","89,037","92,613","92,874"
PBR(배),2.64,2.30,2.07,1.62,2.24,2.08,1.73,1.62
현금DPS(원),"2,000","2,400","2,400","2,449",0,0,0,
현금배당수익률,0.98,1.23,1.34,1.63,,,,
현금배당성향(%),24.58,25.21,41.86,27.44,0.00,0.00,0.00,
발행주식수(보통주),"77,377,800","77,377,800","77,377,800",,"77,377,800",,,
