0,1,2,3,4,5,6,7,8
DB하이텍(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"6,693","8,074","9,359","11,824","2,437","2,747","3,284","3,352"
영업이익,"1,130","1,813","2,393","3,692",606,814,"1,190","1,129"
영업이익(발표기준),"1,130","1,813","2,393",,606,814,"1,190",
세전계속사업이익,961,"1,440","2,097","3,694",631,821,"1,263","1,098"
당기순이익,868,"1,046","1,660","2,821",478,590,927,856
당기순이익(지배),868,"1,046","1,660","2,804",478,590,927,904
당기순이익(비지배),,,,,,,,
자산총계,"10,665","10,889","11,786","14,914","11,962","12,489","13,625","14,914"
부채총계,"5,081","4,442","3,840","4,192","3,678","3,612","3,819","4,192"
자본총계,"5,584","6,447","7,946","10,720","8,285","8,877","9,806","10,720"
자본총계(지배),"5,584","6,447","7,946","10,702","8,285","8,877","9,806","10,702"
자본총계(비지배),,,,,,,,
자본금,"2,226","2,226","2,226","2,228","2,226","2,226","2,226","2,228"
영업활동현금흐름,"1,803","1,611","3,100","3,532",510,709,"1,021",
투자활동현금흐름,"-1,173","-1,240","-2,653","-2,460",-312,-536,"-1,074",
재무활동현금흐름,-509,-709,-760,36,-82,-139,-79,
CAPEX,"1,095",891,"1,577","1,557",252,290,265,
FCF,708,720,"1,522","1,832",258,419,756,
이자발생부채,"3,050","2,527","1,779",,"1,690","1,550","1,475",
영업이익률,16.88,22.45,25.57,31.23,24.86,29.63,36.23,33.68
순이익률,12.97,12.96,17.74,23.86,19.62,21.50,28.21,25.53
ROE(%),17.12,17.39,23.07,30.07,20.98,20.64,24.18,
ROA(%),8.43,9.71,14.64,21.13,13.55,14.14,16.91,
부채비율,91.00,68.91,48.33,39.11,44.39,40.69,38.95,39.11
자본유보율,186.48,226.34,293.62,,308.27,334.80,376.43,
EPS(원),"1,951","2,351","3,730","6,298","1,074","1,326","2,082","2,031"
PER(배),5.56,11.74,13.67,11.26,15.78,16.59,11.41,
BPS(원),"12,863","14,844","18,294","24,625","19,062","20,425","22,563","24,625"
PBR(배),0.84,1.86,2.79,2.88,2.95,3.06,2.42,2.88
현금DPS(원),250,350,350,362,0,0,0,
현금배당수익률,2.30,1.27,0.69,0.51,,,,
현금배당성향(%),12.50,14.53,9.16,5.74,0.00,0.00,0.00,
발행주식수(보통주),"44,398,588","44,398,588","44,398,588",,"44,398,588","44,398,588","44,398,588",
