0,1,2,3,4,5,6,7,8
한진칼(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"13,049","12,035","4,088","4,280",746,"1,011",997,
영업이익,"1,088",-39,"-2,211","-1,740",-655,-497,-485,
영업이익(발표기준),"1,088",-39,"-2,211",,-655,-497,-485,
세전계속사업이익,81,"-2,635","-3,341","-3,240","-1,174",-832,-597,
당기순이익,-128,"-2,606","-3,415","-2,660",-998,-680,-530,
당기순이익(지배),-359,"-2,444","-2,698","-1,880",-701,-482,-278,
당기순이익(비지배),231,-162,-717,,-298,-198,-252,
자산총계,"28,501","26,937","34,886","34,570","35,643","35,110","35,326","34,570"
부채총계,"11,261","12,730","18,243","20,220","19,974","19,777","19,835","20,220"
자본총계,"17,239","14,207","16,643","14,350","15,668","15,333","15,491","14,350"
자본총계(지배),"15,220","12,468","15,140","13,630","14,487","14,320","14,025","13,630"
자본총계(비지배),"2,020","1,739","1,502",,"1,181","1,013","1,466",
자본금,"1,493","1,493","1,670","1,680","1,670","1,682","1,682","1,680"
영업활동현금흐름,782,"1,306","-1,869",-50,-108,131,-481,
투자활동현금흐름,"-2,824","2,138","-8,782",290,-811,609,-190,
재무활동현금흐름,543,"-3,008","10,489",-410,748,-758,557,
CAPEX,71,28,12,90,5,2,3,
FCF,710,"1,278","-1,881",,-112,129,-485,
이자발생부채,"7,314","8,892","14,481",,"15,574","14,791","14,974",
영업이익률,8.34,-0.32,-54.09,-40.65,-87.80,-49.19,-48.66,
순이익률,-0.98,-21.65,-83.54,-62.15,-133.86,-67.30,-53.16,
ROE(%),-2.36,-17.65,-19.55,-13.07,-6.31,-7.90,-5.08,
ROA(%),-0.46,-9.40,-11.05,-7.66,-5.47,-6.15,-4.89,
부채비율,65.32,89.60,109.62,140.91,127.48,128.98,128.05,140.91
자본유보율,516.83,373.51,466.54,,425.97,625.40,397.43,
EPS(원),-602,"-4,093","-4,476","-2,803","-1,049",-720,-414,
PER(배),N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BPS(원),"25,493","20,884","22,668","20,262","21,689","21,288","20,849","20,262"
PBR(배),1.17,1.92,2.78,2.77,2.65,3.10,2.94,2.77
현금DPS(원),300,255,0,0,0,0,0,
현금배당수익률,1.01,0.64,0.00,0.00,,,,
현금배당성향(%),-49.87,-6.23,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"59,170,458","59,170,458","66,262,510",,"66,262,654","66,738,622","66,738,873",
