0,1,2,3,4,5,6,7,8
동국제강(소재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"59,649","56,584","52,062","71,344","13,958","18,180","19,070","20,137"
영업이익,"1,450","1,646","2,947","8,388","1,094","2,070","2,985","2,239"
영업이익(발표기준),"1,450","1,646","2,947",,"1,094","2,070","2,985",
세전계속사업이익,"-3,270",-825,"1,277","7,043",482,"1,952","2,624","1,887"
당기순이익,"-3,045",-817,695,"5,239",276,"1,479","1,987","1,479"
당기순이익(지배),"-2,979",-685,651,"5,113",251,"1,451","1,950","1,263"
당기순이익(비지배),-66,-132,44,,25,27,38,
자산총계,"57,302","54,390","54,185","61,524","54,817","58,758","62,298","61,524"
부채총계,"36,980","34,939","32,823","34,889","33,215","34,847","36,337","34,889"
자본총계,"20,322","19,451","21,362","26,637","21,602","23,910","25,960","26,637"
자본총계(지배),"19,257","18,497","20,332","25,484","20,552","22,815","24,827","25,484"
자본총계(비지배),,954,"1,030",,"1,050","1,095","1,134",
자본금,"5,892","5,892","5,892","5,890","5,892","5,892","5,892","5,890"
영업활동현금흐름,"2,294","2,135","6,316","5,084",574,866,-222,
투자활동현금흐름,-730,-652,"-3,143","-2,885","-1,018",-847,369,
재무활동현금흐름,"-1,942","-1,008","-4,347","-1,436",-375,59,-510,
CAPEX,619,488,848,"1,256",312,392,425,
FCF,"1,675","1,647","5,467","3,814",262,473,-647,
이자발생부채,"26,869","26,796","22,912",,"22,627","22,912","22,799",
영업이익률,2.43,2.91,5.66,11.76,7.84,11.39,15.65,11.12
순이익률,-5.10,-1.44,1.33,7.34,1.97,8.13,10.42,7.34
ROE(%),-14.25,-3.63,3.35,22.32,10.67,13.85,20.13,
ROA(%),-5.15,-1.46,1.28,9.05,3.97,5.42,8.05,
부채비율,181.97,179.63,153.65,130.98,153.76,145.74,139.97,130.98
자본유보율,99.38,167.65,176.02,,177.11,202.15,235.21,
EPS(원),"-3,121",-718,682,"5,358",263,"1,521","2,043","1,323"
PER(배),N/A,N/A,11.90,3.04,6.19,7.22,3.88,
BPS(원),"20,372","19,568","21,745","27,255","21,980","24,400","26,552","27,255"
PBR(배),0.35,0.30,0.37,0.60,0.62,0.91,0.69,0.60
현금DPS(원),0,0,200,375,,,,
현금배당수익률,0.00,0.00,2.46,2.30,,,,
현금배당성향(%),0.00,0.00,28.73,7.00,0.00,,0.00,
발행주식수(보통주),"95,432,737","95,432,737","95,432,737",,"95,432,737","95,432,737",,
