0,1,2,3,4,5,6,7,8
한화에어로스페이스(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"44,532","52,641","53,214","63,230","12,124","16,865","15,425","18,817"
영업이익,532,"1,652","2,439","3,783",659,"1,326","1,033",765
영업이익(발표기준),532,"1,652","2,439",,659,"1,326","1,033",
세전계속사업이익,535,"1,563","1,718","4,214","1,427","1,150","1,057",568
당기순이익,493,"1,624","1,647","2,996","1,001",860,747,508
당기순이익(지배),323,"1,322","1,214","2,593",889,753,583,303
당기순이익(비지배),169,302,433,,113,107,164,
자산총계,"73,967","87,084","94,648","106,667","98,677","109,574","109,432","106,667"
부채총계,"47,609","58,531","64,751","69,632","68,373","71,927","70,830","69,632"
자본총계,"26,358","28,554","29,897","37,035","30,304","37,646","38,602","37,035"
자본총계(지배),"23,696","24,861","25,977","29,711","26,726","27,668","28,453","29,711"
자본총계(비지배),,"3,693","3,920",,"3,578","9,979","10,149",
자본금,"2,656","2,656","2,656","2,659","2,656","2,656","2,656","2,659"
영업활동현금흐름,563,"7,151","4,348","2,222",-1,"1,893",-873,
투자활동현금흐름,"-2,131","-6,435","-2,987","-4,499","-1,469","-1,789","-1,692",
재무활동현금흐름,"3,327","2,894","1,990","5,385",762,"8,778",-348,
CAPEX,"1,725","1,538","1,894","1,649",362,327,403,
FCF,"-1,161","5,613","2,454","1,538",-363,"1,566","-1,276",
이자발생부채,"17,341","21,753","24,781",,"26,074","28,848","28,756",
영업이익률,1.19,3.14,4.58,5.98,5.43,7.86,6.70,4.07
순이익률,1.11,3.09,3.10,4.74,8.26,5.10,4.84,2.70
ROE(%),1.42,5.45,4.78,9.31,8.69,9.95,10.38,
ROA(%),0.75,2.02,1.81,2.98,2.82,3.07,3.28,
부채비율,180.63,204.99,216.58,188.01,225.62,191.06,183.49,188.01
자본유보율,667.34,710.70,750.60,,772.76,808.71,830.74,
EPS(원),619,"2,555","2,388","5,122","1,755","1,487","1,151",599
PER(배),52.55,13.72,11.93,9.60,9.27,9.09,9.11,
BPS(원),"45,535","48,217","51,329","58,752","52,808","54,712","56,265","58,752"
PBR(배),0.71,0.73,0.56,0.84,0.77,0.86,0.89,0.84
현금DPS(원),0,0,600,671,,,,
현금배당수익률,0.00,0.00,2.11,1.37,,,,
현금배당성향(%),0.00,0.00,25.01,13.11,0.00,,0.00,
발행주식수(보통주),"52,040,000","51,560,000","50,630,000",,"50,630,000","50,630,000","50,630,000",
