0,1,2,3,4,5,6,7,8
현대위아(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"78,805","73,146","65,922","75,361","18,548","19,801","17,701","19,268"
영업이익,50,"1,019",720,"1,390",274,452,312,352
영업이익(발표기준),50,"1,019",720,,274,452,312,
세전계속사업이익,-706,495,845,"1,485",306,494,379,360
당기순이익,-556,552,537,"1,032",225,383,167,259
당기순이익(지배),-556,552,610,"1,112",309,379,175,240
당기순이익(비지배),,,-73,,-84,5,-7,
자산총계,"71,074","67,743","77,199","78,384","77,558","76,782","77,583","78,384"
부채총계,"40,705","36,825","41,940","42,238","41,908","40,612","40,680","42,238"
자본총계,"30,369","30,918","35,259","36,145","35,650","36,170","36,903","36,145"
자본총계(지배),"30,369","30,918","31,181","31,879","31,534","31,993","32,541","31,879"
자본총계(비지배),,,"4,078",,"4,116","4,177","4,362",
자본금,"1,360","1,360","1,360","1,354","1,360","1,360","1,360","1,354"
영업활동현금흐름,"-1,133","4,442","1,891","4,293","2,129","1,249","1,083",
투자활동현금흐름,"-4,639","-2,488","-3,247","-3,212","-2,471",-66,-908,
재무활동현금흐름,-209,"-1,521","3,329","-1,038",-581,"-1,203",283,
CAPEX,"1,740","1,784","2,516","2,067",432,450,241,
FCF,"-2,874","2,658",-625,"2,183","1,696",799,842,
이자발생부채,"22,795","21,617","27,811",,"27,656","26,642","27,439",
영업이익률,0.06,1.39,1.09,1.84,1.48,2.28,1.76,1.83
순이익률,-0.71,0.76,0.81,1.37,1.21,1.94,0.94,1.34
ROE(%),-1.80,1.80,1.96,3.53,0.49,3.22,1.13,
ROA(%),-0.78,0.80,0.74,1.33,-0.01,1.21,0.43,
부채비율,134.03,119.11,118.95,116.86,117.56,112.28,110.24,116.86
자본유보율,"2,221.65","2,243.08","2,275.51",,"2,284.44","2,311.81","2,324.55",
EPS(원),"-2,043","2,030","2,242","4,090","1,137","1,392",642,881
PER(배),N/A,24.73,23.86,17.19,136.31,27.16,58.72,
BPS(원),"114,335","116,401","117,390","120,018","118,718","120,447","122,512","120,018"
PBR(배),0.32,0.43,0.46,0.59,0.65,0.84,0.64,0.59
현금DPS(원),600,700,700,750,,,,
현금배당수익률,1.66,1.39,1.31,1.07,,,,
현금배당성향(%),-28.68,33.68,30.50,18.34,0.00,,0.00,
발행주식수(보통주),"27,195,083","27,195,083","27,195,083",,"27,195,083","27,195,083","27,195,083",
