0,1,2,3,4,5,6,7,8
영원무역(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"21,013","23,883","24,664","26,570","5,682","6,777","7,952","6,160"
영업이익,"2,010","2,376","2,597","3,918",740,"1,049","1,403",727
영업이익(발표기준),"2,010","2,376","2,597",,740,"1,049","1,403",
세전계속사업이익,"1,691","2,336","2,494","3,990",867,"1,004","1,565",780
당기순이익,"1,113","1,743","1,824","2,887",630,734,"1,208",509
당기순이익(지배),"1,131","1,663","1,477","2,539",493,620,"1,154",297
당기순이익(비지배),-18,80,348,,137,115,54,
자산총계,"26,389","31,045","30,383","33,442","31,021","32,466","34,108","33,442"
부채총계,"9,758","11,356","10,443","10,355","10,417","10,914","10,331","10,355"
자본총계,"16,631","19,690","19,940","23,087","20,604","21,551","23,777","23,087"
자본총계(지배),"15,446","18,435","18,348","20,997","18,935","19,622","21,737","20,997"
자본총계(비지배),,"1,255","1,591",,"1,669","1,929","2,040",
자본금,222,222,222,221,222,222,222,221
영업활동현금흐름,"1,839","2,318","3,461","3,585",-289,-851,"2,450",
투자활동현금흐름,"-1,169","-1,117",73,"-1,351",-905,516,-930,
재무활동현금흐름,-804,-251,"-1,287",-878,-250,-27,"-1,006",
CAPEX,"1,271","1,262",900,"1,210",479,182,437,
FCF,569,"1,056","2,561","2,488",-768,"-1,033","2,013",
이자발생부채,"3,825","4,626","3,825",,"3,694","4,276","3,349",
영업이익률,9.57,9.95,10.53,14.74,13.02,15.49,17.64,11.80
순이익률,5.30,7.30,7.40,10.87,11.09,10.84,15.19,8.26
ROE(%),8.15,9.82,8.03,12.90,8.27,9.72,11.10,
ROA(%),4.53,6.07,5.94,9.05,6.16,7.05,8.17,
부채비율,58.67,57.67,52.37,44.85,50.56,50.64,43.45,44.85
자본유보율,"6,276.46","6,954.16","7,976.94",,"8,100.44","8,380.06","8,900.73",
EPS(원),"2,551","3,753","3,332","5,729","1,112","1,398","2,603",670
PER(배),15.03,9.13,9.51,8.40,11.47,10.50,8.49,
BPS(원),"35,211","42,025","41,828","47,867","43,166","44,732","49,553","47,867"
PBR(배),1.09,0.82,0.76,1.00,0.93,0.99,0.89,1.00
현금DPS(원),350,400,500,526,,,,
현금배당수익률,0.91,1.17,1.58,1.09,,,,
현금배당성향(%),13.58,10.55,14.85,9.18,0.00,,0.00,
발행주식수(보통주),"44,311,468","44,311,468","44,311,468",,"44,311,468",,,
