0,1,2,3,4,5,6,7,8
HDC현대산업개발(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"27,927","42,165","36,702","32,820","6,946","8,124","8,594","9,127"
영업이익,"3,179","5,515","5,857","4,072","1,184","1,049",664,"1,173"
영업이익(발표기준),"3,179","5,515","5,857",,"1,184","1,049",664,
세전계속사업이익,"3,248","5,589","3,476","4,448","1,337","1,119",900,"1,144"
당기순이익,"2,299","4,137","2,202","3,047",916,788,438,796
당기순이익(지배),"2,299","4,137","2,202","3,038",916,788,438,852
당기순이익(비지배),,,,,0,0,0,
자산총계,"48,634","44,096","61,161","63,989","63,422","65,411","64,332","63,989"
부채총계,"30,190","21,778","33,731","34,203","35,467","36,672","35,157","34,203"
자본총계,"18,444","22,317","27,430","29,785","27,955","28,739","29,175","29,785"
자본총계(지배),"18,444","22,317","27,430","29,693","27,875","28,659","29,094","29,693"
자본총계(비지배),,,,,81,81,81,
자본금,"2,197","2,197","3,295","3,297","3,295","3,295","3,295","3,297"
영업활동현금흐름,"4,546","-1,200","-2,589","5,131","3,162","-2,192",-232,
투자활동현금흐름,"-2,489","-2,378","-10,128","-1,912","-1,959","1,762","-1,094",
재무활동현금흐름,283,"-1,759","14,423","-1,222",549,195,-484,
CAPEX,59,50,46,70,31,14,12,
FCF,"4,488","-1,250","-2,635","3,924","3,132","-2,206",-243,
이자발생부채,"7,264","6,191","17,951",,"18,518","19,137","18,755",
영업이익률,11.38,13.08,15.96,12.41,17.05,12.91,7.73,12.86
순이익률,8.23,9.81,6.00,9.28,13.18,9.70,5.09,8.72
ROE(%),,20.30,8.85,10.64,7.64,6.59,10.89,
ROA(%),,8.92,4.18,4.87,3.54,2.99,4.88,
부채비율,163.69,97.58,122.97,114.83,126.87,127.60,120.51,114.83
자본유보율,739.87,916.87,733.14,,749.07,772.89,786.06,
EPS(원),"6,848","8,239","3,596","4,610","1,390","1,196",665,"1,292"
PER(배),6.53,2.89,7.26,3.51,9.35,11.25,5.98,
BPS(원),"36,740","44,456","41,626","45,059","42,300","43,490","44,150","45,059"
PBR(배),1.22,0.53,0.63,0.36,0.69,0.72,0.62,0.36
현금DPS(원),438,438,600,600,,,,
현금배당수익률,0.98,1.84,2.30,3.70,,,,
현금배당성향(%),9.56,5.31,17.96,13.01,0.00,,0.00,
발행주식수(보통주),"50,209,989","50,209,989","65,907,330",,"65,907,330","65,907,330","65,907,330",
