0,1,2,3,4,5,6,7,8
한온시스템(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"59,376","71,542","68,728","73,278","18,690","18,521","17,042","19,027"
영업이익,"4,338","4,838","3,158","3,599",940,"1,004",706,936
영업이익(발표기준),"4,338","4,838","3,158",,940,"1,004",706,
세전계속사업이익,"3,796","4,073","1,398","3,312",753,"1,306",533,724
당기순이익,"2,837","3,226","1,135","2,673",601,997,526,511
당기순이익(지배),"2,776","3,185","1,104","2,614",589,967,509,532
당기순이익(비지배),61,41,31,,12,29,17,
자산총계,"53,558","70,824","78,074","81,040","78,250","76,759","81,721","81,040"
부채총계,"32,241","47,449","55,680","57,046","55,413","53,263","57,387","57,046"
자본총계,"21,317","23,375","22,394","23,994","22,837","23,496","24,334","23,994"
자본총계(지배),"20,367","22,168","21,174","22,611","21,566","22,207","22,981","22,611"
자본총계(비지배),,"1,207","1,220",,"1,271","1,290","1,353",
자본금,534,534,534,532,534,534,534,532
영업활동현금흐름,"4,713","7,784","7,956","5,557","1,069",295,975,
투자활동현금흐름,"-5,767","-19,353","-5,945","-5,964","-1,411","-1,555","-1,324",
재무활동현금흐름,"5,637","8,294","4,846","-1,187","-1,715","-1,794","4,089",
CAPEX,"4,197","4,414","4,020","4,230","1,197","1,319",725,
FCF,515,"3,370","3,935","1,359",-129,"-1,024",250,
이자발생부채,"16,720","27,340","34,297",,"33,209","32,744","37,639",
영업이익률,7.31,6.76,4.59,4.91,5.03,5.42,4.14,4.92
순이익률,4.78,4.51,1.65,3.65,3.21,5.38,3.09,2.69
ROE(%),13.83,14.98,5.09,11.94,6.15,13.36,13.18,
ROA(%),5.99,5.19,1.52,3.36,1.83,4.07,3.81,
부채비율,151.25,202.99,248.63,237.75,242.64,226.69,235.83,237.75
자본유보율,"4,042.99","4,305.47","4,208.38",,"4,207.20","4,302.20","4,308.96",
EPS(원),520,597,207,490,110,181,95,100
PER(배),20.76,18.69,78.59,23.08,69.71,30.37,28.55,
BPS(원),"3,816","4,153","3,968","4,237","4,041","4,161","4,306","4,237"
PBR(배),2.83,2.68,4.10,2.67,4.37,3.98,3.63,2.67
현금DPS(원),320,320,320,341,90,90,90,
현금배당수익률,2.96,2.87,1.97,3.02,,,,
현금배당성향(%),61.52,53.63,154.74,69.62,81.61,49.66,94.38,
발행주식수(보통주),"533,800,000","533,800,000","533,800,000",,"533,800,000","533,800,000",,
