"ID","Symbol","Market","Name","MainSector","Sector","Industry","ListingDate","HomePage"
0,"000210","KOSPI","DL","소재","기타 금융업","지주회사","1976-02-02","http://www.dlholdings.co.kr"
1,"004840","KOSPI","DRB동일","경기관련소비재","고무제품 제조업","고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매","1976-05-21","http://drbworld.com"
2,"155660","KOSPI","DSR","소재","1차 비철금속 제조업","합섬섬유로프","2013-05-15","http://www.dsr.com"
3,"078930","KOSPI","GS","에너지","기타 금융업","지주회사/부동산 임대","2004-08-05","nan"
4,"001250","KOSPI","GS글로벌","산업재","상품 종합 도매업","수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대","1976-06-26","http://www.gsgcorp.com"
5,"039570","KOSPI","HDC랩스","산업재","전기 및 통신 공사업","기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리","2015-09-24","http://hdc-labs.com"
6,"011200","KOSPI","HMM","산업재","해상 운송업","정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운","1995-10-05","http://www.hmm21.com"
7,"092220","KOSPI","KEC","IT","반도체 제조업","반도체 제조","2006-10-16","http://www.kec.co.kr"
8,"016380","KOSPI","KG동부제철","소재","1차 철강 제조업","철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매","1986-02-03","http://www.kgdongbusteel.co.kr"
9,"001390","KOSPI","KG케미칼","에너지","기초 화학물질 제조업","콘크리트혼화제, 비료, 친환경농자재, 수처리제","1989-08-25","http://www.kgchem.co.kr"
10,"058860","KOSPI","KTis","산업재","기타 정보 서비스업","114전화번호안내, 고객센터","2010-12-17","http://www.ktis.co.kr"
11,"373220","KOSPI","LG에너지솔루션","IT","일차전지 및 축전지 제조업","2차전지 (소형,ESS,자동차전지)","2022-01-27","nan"
12,"011070","KOSPI","LG이노텍","IT","전자부품 제조업","기타 전자부품 제조업","2008-07-24","http://www.lginnotek.co.kr"
13,"037560","KOSPI","LG헬로비전","커뮤니케이션서비스","텔레비전 방송업","케이블TV, 인터넷서비스 등","2012-11-09","http://www.lghellovision.net"
14,"108670","KOSPI","LX하우시스","산업재","플라스틱제품 제조업","창호재, 자동차부품 등","2009-04-20","http://www.lxhausys.com"
15,"010060","KOSPI","OCI","소재","기초 화학물질 제조업","타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매","1985-07-09","http://www.oci.co.kr"
16,"402340","KOSPI","SK스퀘어","IT","기타 금융업","지주회사","2021-11-29","http://www.sksquare.com"
17,"096770","KOSPI","SK이노베이션","에너지","석유 정제품 제조업","석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업","2007-07-25","http://www.SKinnovation.com"
18,"011810","KOSPI","STX","산업재","상품 종합 도매업","에너지 원료(석탄,석유),산업기자재(기계부품) 도매","1990-09-12","http://www.stx.co.kr"
19,"024070","KOSPI","WISCOM","소재","플라스틱제품 제조업","플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공","1996-11-22","http://www.wiscom.co.kr"
20,"011420","KOSPI","갤럭시아에스엠","커뮤니케이션서비스","스포츠 서비스업","스포츠중계권,스포츠마케팅,광고","1989-11-14","http://galaxiasme.com"
21,"002100","KOSPI","경농","소재","비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조","1977-06-30","http://www.knco.co.kr"
22,"012320","KOSPI","경동인베스트","에너지","기타 금융업","지주회사","1997-03-07","http://www.kdinvest.co.kr"
23,"007690","KOSPI","국도화학","소재","기초 화학물질 제조업","에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매","1989-08-05","http://www.kukdo.com"
24,"005320","KOSPI","국동","경기관련소비재","생활용품 도매업","셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대","1996-12-24","http://www.kd.co.kr"
25,"014530","KOSPI","극동유화","에너지","석유 정제품 제조업","윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소","1991-01-31","http://www.kdoc.co.kr"
26,"008350","KOSPI","남선알미늄","소재","1차 비철금속 제조업","알미늄샷시 제조/환경사업","1978-05-22","http://www.namsun.co.kr"
27,"353200","KOSPI","대덕전자","IT","전자부품 제조업","PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매","2020-05-21","http://www.daeduck.com"
28,"128820","KOSPI","대성산업","에너지","연료 소매업","주요소운영,기계판매 등","2010-07-30","http://www.daesung.co.kr"
29,"047040","KOSPI","대우건설","산업재","건물 건설업","아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여","2001-03-23","http://daewooenc.co.kr"
30,"003090","KOSPI","대웅","건강관리","기타 금융업","지주회사/의약품,화공약품,농예약품,위생용품,의료용구,식품,전기전자기구,부품 제조,판매","1973-06-26","http://www.daewoong.com/"
31,"145720","KOSPI","덴티움","건강관리","의료용 기기 제조업","치과용 기기 제조업","2017-03-15","http://www.dentium.co.kr"
32,"282690","KOSPI","동아타이어","경기관련소비재","고무제품 제조업","타이어 및 튜브","2017-11-29","http://www.dongahtire.co.kr"
33,"286940","KOSPI","롯데정보통신","IT","컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI","2018-07-27","http://www.ldcc.co.kr"
34,"008560","KOSPI","메리츠증권","금융","금융 지원 서비스업","유가증권의 위탁매매,자기매매,인수공모주선업무","1992-01-15","http://www.imeritz.com"
35,"017180","KOSPI","명문제약","건강관리","의약품 제조업","의약품(ROBAXIN 주사,KIMITE패취) 제조,판매","2008-07-10","http://www.mmpharm.co.kr"
36,"204210","KOSPI","모두투어리츠","금융","부동산 임대 및 공급업","호텔 부동산 취득, 관리, 개량 및 처분","2016-09-22","http://www.modetourreit.com"
37,"003850","KOSPI","보령제약","건강관리","의약품 제조업","의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조","1988-10-24","http://www.boryung.co.kr"
38,"001270","KOSPI","부국증권","금융","금융 지원 서비스업","유가증권 매매,위탁매매,인수,주선","1988-07-19","http://www.bookook.co.kr"
39,"006400","KOSPI","삼성SDI","IT","일차전지 및 축전지 제조업","2차전지, 전자재료 제조 판매","1979-02-27","http://www.samsungsdi.co.kr"
40,"028050","KOSPI","삼성엔지니어링","산업재","건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리","1996-12-24","http://www.samsungengineering.co.kr"
41,"068290","KOSPI","삼성출판사","경기관련소비재","서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대","2002-08-05","http://www.samsungbooks.com"
42,"003720","KOSPI","삼영화학공업","소재","플라스틱제품 제조업","합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조","1976-06-30","http://www.sycc.co.kr"
43,"010960","KOSPI","삼호개발","산업재","기반조성 및 시설물 축조관련 전문공사업","토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대","2005-05-12","http://www.samhodev.co.kr/"
44,"001290","KOSPI","상상인증권","금융","금융 지원 서비스업","유가증권 매매","1988-09-23","http://www.sangsanginib.com"
45,"136490","KOSPI","선진","필수소비재","동물용 사료 및 조제식품 제조업","조제동물사료","2011-02-16","nan"
46,"002420","KOSPI","세기상사","경기관련소비재","영화, 비디오물, 방송프로그램 제작 및 배급업","극장(영화상영)/극영화,만화영화 제조/음식료품,일용잡화 소매/부동산 임대","1968-12-27","http://daehancinema.com"
47,"004490","KOSPI","세방전지","경기관련소비재","일차전지 및 축전지 제조업","자동차용 및 산업용 축전지(연축전지) 제조,판매","1987-11-28","http://www.gbattery.com"
48,"016590","KOSPI","신대양제지","소재","골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입","1995-12-21","http://www.dygroup.co.kr"
49,"029530","KOSPI","신도리코","IT","컴퓨터 및 주변장치 제조업","복사기, 3D프린터, 프린터, 주변기기 제조,판매","1996-12-24","http://www.sindoh.com"
50,"293940","KOSPI","신한알파리츠","금융","부동산 임대 및 공급업","비거주 부동산 임대 서비스업","2018-08-08","http://www.shalphareit.com"
51,"055550","KOSPI","신한지주","금융","기타 금융업","금융지주회사","2001-09-10","http://www.shinhangroup.com"
52,"003620","KOSPI","쌍용자동차","경기관련소비재","자동차용 엔진 및 자동차 제조업","자동차,자동차부품,차륜,정비 제조/도소매","1975-05-29","http://www.smotor.com"
53,"078520","KOSPI","에이블씨엔씨","경기관련소비재","기타 화학제품 제조업","화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래","2011-09-07","http://www.able-cnc.com"
54,"012280","KOSPI","영화금속","경기관련소비재","자동차 신품 부품 제조업","자동차부품,건축자재(관이음쇠) 제조,판매","1990-01-25","http://www.yeonghwa.co.kr"
55,"007310","KOSPI","오뚜기","필수소비재","기타 식품 제조업","라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조","1994-08-12","http://www.ottogi.co.kr"
56,"271560","KOSPI","오리온","필수소비재","기타 식품 제조업","스낵 등 과자류","2017-07-07","http://www.orionworld.com"
57,"105840","KOSPI","우진","산업재","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","원전용계측기","2010-07-26","http://www.woojininc.com"
58,"008600","KOSPI","윌비스","경기관련소비재","생활용품 도매업","스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대","1989-07-28","http://www.willbes.com"
59,"033270","KOSPI","유나이티드","건강관리","의약품 제조업","홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조","2007-10-23","http://www.kup.co.kr"
60,"023800","KOSPI","인지컨트롤스","경기관련소비재","자동차 신품 부품 제조업","자동차부품(터머스위치,터머스탯) 제조","1997-06-23","http://www.inzi.co.kr"
61,"129260","KOSPI","인터지스","산업재","도로 화물 운송업","화물운송,알선,하역","2011-12-16","http://www.intergis.co.kr"
62,"013360","KOSPI","일성건설","산업재","토목 건설업","건축공사,토목공사,전기공사","1989-12-02","http://www.ilsungconst.co.kr"
63,"081000","KOSPI","일진다이아","소재","기타 화학제품 제조업","공업용 합성다이아몬드 제조,도매,수출입","2004-12-22","http://www.iljindiamond.co.kr"
64,"033240","KOSPI","자화전자","IT","전자부품 제조업","Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조","1999-01-06","http://www.jahwa.co.kr"
65,"271980","KOSPI","제일약품","건강관리","의약품 제조업","의약품","2017-07-17","http://www.jeilpharm.co.kr"
66,"002620","KOSPI","제일파마홀딩스","건강관리","회사 본부 및 경영 컨설팅 서비스업","의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매","1988-01-20","http://www.jeilpharm.co.kr"
67,"001550","KOSPI","조비","소재","비료, 농약 및 살균, 살충제 제조업","복합비료(연초용,수도용,시판용,특수작물용),양액재배용 비료,완효성 비료,부직포 제조,무역","1976-12-28","http://www.chobi.co.kr"
68,"002600","KOSPI","조흥","필수소비재","기타 식품 제조업","휘핑크림,인스턴트이스트,프루츠칵테일,크림치즈,견과류,건조과일 제조,판매/주택 신축,판매","1976-12-23","http://www.choheung.co.kr"
69,"001630","KOSPI","종근당홀딩스","건강관리","의약품 제조업","의약품(항생제,위궤양치료제,장기이식면역억제제,고지혈증치료제(로바이드)) 제조,도매","1976-06-30","http://www.ckd-holdings.com"
70,"071320","KOSPI","지역난방공사","유틸리티","증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매","2010-01-29","http://www.kdhc.co.kr"
71,"120110","KOSPI","코오롱인더","소재","화학섬유 제조업","산업자재, 화학, 필름","2010-02-01","nan"
72,"031820","KOSPI","콤텍시스템","IT","컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템(네트웍) 구축/데이터통신장비(모뎀,먹스),종합네트워크시스템 제조,설치,유지보수","1997-02-12","http://www.comtec.co.kr"
73,"020120","KOSPI","키다리스튜디오","커뮤니케이션서비스","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업","1996-07-03","http://www.kidaristudio.com"
74,"015890","KOSPI","태경산업","소재","기초 화학물질 제조업","제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영","1996-01-30","http://www.taekyung.co.kr"
75,"004100","KOSPI","태양금속공업","경기관련소비재","자동차 신품 부품 제조업","자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조","1976-05-25","http://www.taeyangmetal.com"
76,"005490","KOSPI","포스코","소재","1차 철강 제조업","열연코일,냉연강판,후판,선재,스테인리스 제조","1988-06-10","http://www.posco.co.kr"
77,"058430","KOSPI","포스코강판","소재","1차 철강 제조업","용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매","2002-08-16","http://www.poscocnc.com"
78,"005430","KOSPI","한국공항","산업재","기타 운송관련 서비스업","항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업","1976-12-28","http://www.kas.co.kr"
79,"168490","KOSPI","한국패러랠","미분류","신탁업 및 집합투자업","nan","2013-04-19","nan"
80,"009240","KOSPI","한샘","산업재","생활용품 도매업","주방가구(씽크대),인테리어가구 판매,제조/주택신축판매","2002-07-16","http://www.hanssem.com"
81,"009180","KOSPI","한솔로지스틱스","산업재","기타 운송관련 서비스업","지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점","1989-11-13","http://www.hansollogistics.com"
82,"002220","KOSPI","한일철강","소재","1차 철강 제조업","강관류,철판류,금속관류,건축자재,자동차부품 제조,도매","1988-10-07","http://www.hanilsteel.co.kr"
83,"009460","KOSPI","한창제지","소재","펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입","1987-12-23","http://www.hcpaper.co.kr"
84,"088350","KOSPI","한화생명","금융","보험업","생명보험","2010-03-17","http://www.hanwhalife.com"
85,"000720","KOSPI","현대건설","산업재","토목 건설업","공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스","1984-12-22","http://www.hdec.kr"
86,"042670","KOSPI","현대두산인프라코어","산업재","특수 목적용 기계 제조업","굴삭기,엔진 제조,도소매","2001-02-02","http://www.hyundai-di.com"
87,"004560","KOSPI","현대비앤지스틸","소재","1차 철강 제조업","스텐레스냉연강판,특수강 제조","1987-03-24","http://www.hyundai-bngsteel.com"
88,"017800","KOSPI","현대엘리베이터","산업재","일반 목적용 기계 제조업","엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수","1996-07-03","http://www.hyundaielevator.co.kr"
89,"001500","KOSPI","현대차증권","금융","금융 지원 서비스업","유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대","1990-06-09","http://hmsec.com"
90,"111110","KOSPI","호전실업","경기관련소비재","봉제의복 제조업","스포츠웨어 및 아웃도어 웨어 OEM","2017-02-02","http://www.hojeon.com"
91,"311690","KOSDAQ","CJ 바이오사이언스","건강관리","자연과학 및 공학 연구개발업","생명정보 플랫폼, 마이크로바이옴 분석 서비스","2019-12-26","http://www.cjbioscience.com"
92,"245620","KOSDAQ","EDGC","건강관리","자연과학 및 공학 연구개발업","유전체 분석 진단 서비스","2018-06-26","http://www.edgc.com"
93,"050120","KOSDAQ","ES큐브","금융","생활용품 도매업","텐트, 원 ·부자재","2002-04-25","http://www.escube.co.kr"
94,"335870","KOSDAQ","IBKS제12호스팩","금융","금융 지원 서비스업","기타 금융업","2019-12-09","nan"
95,"095340","KOSDAQ","ISC","IT","전자부품 제조업","반도체테스트소켓","2007-10-01","http://isc21.kr"
96,"067290","KOSDAQ","JW신약","건강관리","의약품 제조업","매니큐어세트, 손톱깎이","2003-02-11","http://www.cwsy.co.kr"
97,"024120","KOSDAQ","KB오토시스","경기관련소비재","자동차 신품 부품 제조업","브레이크패드","1994-12-07","http://www.kbautosys.com"
98,"060720","KOSDAQ","KH바텍","IT","전자부품 제조업","휴대폰부품(SHIELD, BRACKET)","2002-05-21","http://www.khvatec.com"
99,"024940","KOSDAQ","PN풍년","경기관련소비재","기타 금속 가공제품 제조업","압력솥","1995-01-04","http://www.pn.co.kr"
100,"036120","KOSDAQ","SCI평가정보","산업재","기타 정보 서비스업","신용조회,채권추심,신용조사","1999-12-07","http://www.sci.co.kr"
101,"032540","KOSDAQ","TJ미디어","IT","영상 및 음향기기 제조업","영상음향반주기","1997-04-16","http://www.tjmedia.co.kr/"
102,"217730","KOSDAQ","강스템바이오텍","건강관리","기초 의약물질 및 생물학적 제제 제조업","줄기세포치료제","2015-12-21","http://www.kangstem.com"
103,"024910","KOSDAQ","경창산업","경기관련소비재","자동차 신품 부품 제조업","각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품","1994-12-29","http://www.kc.co.kr"
104,"331520","KOSDAQ","교보9호스팩","금융","금융 지원 서비스업","기업인수합병","2019-10-29","nan"
105,"043650","KOSDAQ","국순당","필수소비재","알코올음료 제조업","탁주 및 약주","2000-08-24","http://www.ksdb.co.kr"
106,"078130","KOSDAQ","국일제지","소재","기타 종이 및 판지 제품 제조업","산업용 및 가정용 지류(강판간지, 다공지 등)","2004-10-22","http://www.kukilpaper.co.kr"
107,"204020","KOSDAQ","그리티","경기관련소비재","봉제의복 제조업","내의(원더브라, 플레이텍스, 미싱도로시, 르페)","2018-07-23","http://www.gritees.com"
108,"019660","KOSDAQ","글로본","경기관련소비재","상품 종합 도매업","화장품 외","1992-06-04","http://www.globon.co.kr"
109,"308100","KOSDAQ","까스텔바작","경기관련소비재","섬유, 의복, 신발 및 가죽제품 소매업","골프의류 및 골프잡화","2019-06-10","http://www.castelbajac.com"
110,"286750","KOSDAQ","나노브릭","소재","기초 화학물질 제조업","보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)","2019-08-19","http://www.nanobrick.co.kr"
111,"137080","KOSDAQ","나래나노텍","IT","특수 목적용 기계 제조업","디스플레이 장비 (포토, 코팅, 모듈 장비)","2022-02-08","http://www.naraenano.co.kr"
112,"094860","KOSDAQ","네오리진","IT","소프트웨어 개발 및 공급업","네트워크장비공급및인터넷트래픽솔루션","2007-04-16","http://www.kornicglory.co.kr"
113,"095660","KOSDAQ","네오위즈","커뮤니케이션서비스","소프트웨어 개발 및 공급업","피망,스페셜포스","2007-07-02","http://www.neowizgames.com"
114,"085910","KOSDAQ","네오티스","경기관련소비재","자동차 신품 부품 제조업","마이크로비트,샤프트","2007-10-01","http://www.neotis.co.kr"
115,"007390","KOSDAQ","네이처셀","건강관리","기초 의약물질 및 생물학적 제제 제조업","닥터쥬크르","1992-11-30","http://www.naturecell.co.kr"
116,"054050","KOSDAQ","농우바이오","건강관리","작물 재배업","고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등","2002-04-02","http://www.nongwoobio.co.kr"
117,"012340","KOSDAQ","뉴인텍","IT","전자부품 제조업","콘덴서","1997-02-12","http://www.nuin.co.kr"
118,"340360","KOSDAQ","다보링크","IT","통신 및 방송 장비 제조업","AP, APController 외","2019-12-19","http://www.davolink.co.kr"
119,"078140","KOSDAQ","대봉엘에스","건강관리","의약품 제조업","원료의약품,화장품원료","2005-12-23","http://www.daebongls.co.kr"
120,"290380","KOSDAQ","대유","소재","비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약","2018-08-10","http://www.dae-yu.co.kr"
121,"290120","KOSDAQ","대유에이피","경기관련소비재","자동차 신품 부품 제조업","자동차 스티어링휠","2018-12-07","http://www.dayouap.co.kr"
122,"003310","KOSDAQ","대주산업","필수소비재","동물용 사료 및 조제식품 제조업","배합사료","1992-08-01","http://www.daejooind.co.kr"
123,"060900","KOSDAQ","대한그린파워","에너지","기타 화학제품 제조업","바이오 연료 및 혼합물 제조업","2002-09-17","http://www.daehangreenpower.com"
124,"023910","KOSDAQ","대한약품","건강관리","의약품 제조업","수액제","1994-11-23","http://www.daihan.com"
125,"006620","KOSDAQ","동구바이오제약","건강관리","의약품 제조업","피부, 비뇨기과 완제의약품","2018-02-13","http://www.dongkoo.com"
126,"086450","KOSDAQ","동국제약","건강관리","의약품 제조업","인사돌, 복합마데카솔, 파미레이","2007-05-29","http://www.dkpharm.co.kr"
127,"203650","KOSDAQ","드림시큐리티","IT","소프트웨어 개발 및 공급업","정보보안솔루션","2014-10-13","http://www.dreamsecurity.com"
128,"196490","KOSDAQ","디에이테크놀로지","IT","특수 목적용 기계 제조업","2차전지설비","2014-11-19","http://www.dat21.co.kr"
129,"066900","KOSDAQ","디에이피","IT","전자부품 제조업","Build-Up PCB(인쇄회로기판)","2004-05-14","http://www.dapmc.co.kr"
130,"127120","KOSDAQ","디엔에이링크","건강관리","자연과학 및 공학 연구개발업","유전체분석(EGIS), 개인유전체분석(DNAGPS)","2011-12-26","http://www.dnalink.com"
131,"033130","KOSDAQ","디지틀조선","커뮤니케이션서비스","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","위성서비스","1997-08-06","http://www.chosun.com"
132,"294140","KOSDAQ","레몬","소재","화학섬유 제조업","EMI Shield Can, 나노멤브레인 등","2020-02-28","http://www.lemonano.co.kr"
133,"060240","KOSDAQ","룽투코리아","커뮤니케이션서비스","소프트웨어 개발 및 공급업","모바일게임(열혈강호,검과마법)","2002-01-04","http://www.longtukorea.kr/"
134,"219420","KOSDAQ","링크제니시스","IT","소프트웨어 개발 및 공급업","반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)","2018-02-05","http://www.linkgenesis.co.kr"
135,"078160","KOSDAQ","메디포스트","건강관리","기초 의약물질 및 생물학적 제제 제조업","제대혈은행","2005-07-29","http://www.medi-post.co.kr"
136,"250060","KOSDAQ","모비스","건강관리","컴퓨터 프로그래밍, 시스템 통합 및 관리업","기업인수합병","2016-09-08","nan"
137,"118990","KOSDAQ","모트렉스","경기관련소비재","자동차 신품 부품 제조업","차량용 인포테인먼트","2017-08-04","http://www.motrex.co.kr"
138,"328380","KOSDAQ","미래에셋대우스팩3호","금융","금융 지원 서비스업","기업인수합병","2019-08-20","nan"
139,"214610","KOSDAQ","미코바이오메드","건강관리","의료용 기기 제조업","체외진단용 의료기기","2020-10-22","http://www.micobiomed.com"
140,"019010","KOSDAQ","베뉴지","경기관련소비재","종합 소매업","백화점,예식장업","1993-11-05","http://www.venueg.com"
141,"337930","KOSDAQ","브랜드엑스코퍼레이션","경기관련소비재","기타 정보 서비스업","애슬레저의류, 생활/청결 용품","2020-08-13","http://www.brandxcorp.com/"
142,"023600","KOSDAQ","삼보판지","소재","펄프, 종이 및 판지 제조업","골판지,골판지상자","1996-05-29","http://www.isambo.com"
143,"377630","KOSDAQ","삼성스팩4호","금융","금융 지원 서비스업","기업인수합병","2021-05-21","nan"
144,"009300","KOSDAQ","삼아제약","건강관리","의약품 제조업","노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘","2000-07-19","http://www.samapharm.co.kr"
145,"032280","KOSDAQ","삼일","산업재","도로 화물 운송업","운송 및 하역수입","1997-03-15","http://www.samil31.co.kr"
146,"252990","KOSDAQ","샘씨엔에스","IT","전자부품 제조업","세라믹 STF(다층 세라믹 기판)","2021-05-20","http://www.semcns.com"
147,"086710","KOSDAQ","선진뷰티사이언스","경기관련소비재","기타 화학제품 제조업","화장품 원료","2021-01-27","http://sunjinbs.co.kr"
148,"080470","KOSDAQ","성창오토텍","경기관련소비재","자동차 신품 부품 제조업","차량용에어컨필터,차량용공기청정기등","2006-11-03","http://www.sc-autotech.com"
149,"053450","KOSDAQ","세코닉스","IT","사진장비 및 광학기기 제조업","모바일용 카메라렌즈, 차량용 카메라 및 광학부품","2001-08-09","http://www.sekonix.com"
150,"208370","KOSDAQ","셀바스헬스케어","건강관리","의료용 기기 제조업","체성분측정기, 혈압계, 점자정보단말기","2014-12-17","http://www.selvashealthcare.com"
151,"192440","KOSDAQ","슈피겐코리아","IT","그외 기타 제품 제조업","핸드폰 케이스, 액정보호필름","2014-11-05","http://www.spigenkorea.co.kr/"
152,"115570","KOSDAQ","스타플렉스","소재","플라스틱제품 제조업","광고용플렉스(조명용,비조명용)","2010-01-27","http://www.star-flex.com"
153,"013810","KOSDAQ","스페코","에너지","특수 목적용 기계 제조업","아스팔트믹싱플랜트","1997-11-03","http://www.speco.co.kr"
154,"139050","KOSDAQ","시티랩스","IT","컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)","2011-07-29","nan"
155,"344050","KOSDAQ","신영스팩6호","금융","금융 지원 서비스업","기업인수","2020-02-12","nan"
156,"010280","KOSDAQ","쌍용정보통신","IT","컴퓨터 프로그래밍, 시스템 통합 및 관리업","클라우드,시스템통합(SI),네트워크 설계 및 구축,시스템운영(SM)","2000-04-14","http://www.sicc.co.kr"
157,"208640","KOSDAQ","썸에이지","커뮤니케이션서비스","소프트웨어 개발 및 공급업","소프트웨어 개발 및 공급업","2014-12-29","http://www.thumbage.co.kr"
158,"900120","KOSDAQ","씨케이에이치","건강관리","기타 금융업","건강보조식품","2010-03-31","nan"
159,"127710","KOSDAQ","아시아경제","커뮤니케이션서비스","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고 및 콘텐츠","2015-07-31","http://www.asiae.co.kr"
160,"339950","KOSDAQ","아이비김영","경기관련소비재","일반 교습 학원","오프라인 학원, 온라인강의","2019-12-24","http://www.kimyoung.co.kr"
161,"099190","KOSDAQ","아이센스","건강관리","의료용 기기 제조업","혈당측정스트립, 혈당측정기기 등","2013-01-30","http://www.i-sens.com"
162,"068940","KOSDAQ","아이씨케이","IT","전자부품 제조업","신용카드 및 전자화폐 등","2010-10-19","http://www.cardnsoft.com"
163,"069920","KOSDAQ","아이에스이커머스","경기관련소비재","무점포 소매업","해외, 국내상품 소싱 및 판매대행 서비스","2007-12-05","http://www.isecommerce.co.kr"
164,"090150","KOSDAQ","아이윈","경기관련소비재","자동차 신품 부품 제조업","시트히터","2006-10-20","http://www.kwangjinwintec.com"
165,"031310","KOSDAQ","아이즈비전","IT","전기 통신업","홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)","1997-07-25","http://www.eyesvision.com"
166,"059100","KOSDAQ","아이컴포넌트","IT","전자부품 제조업","액정평판디스플레이용 플라스틱 박판필름 제조업","2008-12-16","http://www.i-components.co.kr"
167,"124500","KOSDAQ","아이티센","소재","컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합 및 IT서비스","2014-12-23","http://www.itcen.co.kr"
168,"361570","KOSDAQ","알비더블유","커뮤니케이션서비스","오디오물 출판 및 원판 녹음업","음반 및 음원 등(콘텐츠)","2021-11-22","http://www.rbbridge.com"
169,"096610","KOSDAQ","알에프세미","IT","반도체 제조업","ECM, DIODE, LED Light","2007-11-20","http://www.rfsemi.co.kr/"
170,"061040","KOSDAQ","알에프텍","IT","통신 및 방송 장비 제조업","핸드폰 충전기, 핸즈프리","2002-05-16","http://www.rftech.co.kr"
