"COMP_ID","ID","Code","Quarter","NetRevenue","NetRevenueRate","NetProfitMargin","NetProfitMarginRate","DERatio","PER","PSR","PBR","PCR","OperationActivities","InvestingActivities","FinancingActivities","DividendYield","DividendPayoutRatio","ROA","REO"
1498,11565,"071200","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1498,11566,"071200","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1498,11567,"071200","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1499,11568,"068330","2016-12-01",134,NULL,27,NULL,14.29,47.81,NULL,3.9,NULL,30,-74,64,0,0,9.4,8
1499,11569,"068330","2017-12-01",128,NULL,21,NULL,10.32,48.74,NULL,2.91,NULL,21,-7,NULL,0,0,6.17,4.75
1499,11570,"068330","2018-12-01",154,NULL,32,NULL,13.14,24.9,NULL,2.14,NULL,49,-19,-26,0.28,6.78,8.91,6.96
1499,11571,"068330","2019-12-01",196,NULL,47,NULL,15.57,20.05,NULL,2.25,NULL,55,-49,-2,0.33,6.45,12.26,11.15
1499,11572,"068330","2020-12-01",210,NULL,40,NULL,11.65,87.97,NULL,7.63,NULL,45,-12,-3,0.09,7.56,9.39,8.34
1499,11573,"068330","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1499,11574,"068330","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1499,11575,"068330","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1500,11576,"174880","2016-12-01",1012,NULL,33,NULL,59.18,14.85,NULL,0.85,NULL,89,-141,201,2.19,13.29,6.43,3.65
1500,11577,"174880","2017-12-01",886,NULL,-31,NULL,57.6,NULL,NULL,0.78,NULL,71,-75,-55,0,0,-5.24,-3.31
1500,11578,"174880","2018-12-01",1183,NULL,92,NULL,55.53,9.51,NULL,1.26,NULL,107,-29,-95,0,0,14.99,9.58
1500,11579,"174880","2019-12-01",948,NULL,-16,NULL,137.76,NULL,NULL,1.22,NULL,69,-857,794,0,0,-2.37,-1.2
1500,11580,"174880","2020-12-01",478,NULL,-660,NULL,71.21,NULL,NULL,1.23,NULL,-95,-25,127,0,0,-88.16,-43.56
1500,11581,"174880","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1500,11582,"174880","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1500,11583,"174880","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501,11584,"361390","2016-12-01",247,NULL,8,NULL,93.94,NULL,NULL,0,NULL,8,-16,26,NULL,0,15.83,6.28
1501,11585,"361390","2017-12-01",281,NULL,8,NULL,110.6,NULL,NULL,0,NULL,10,-5,-4,NULL,0,11.32,5.58
1501,11586,"361390","2018-12-01",349,NULL,3,NULL,183.58,NULL,NULL,0,NULL,-24,3,15,NULL,0,4,1.62
1501,11587,"361390","2019-12-01",301,NULL,-8,NULL,194.6,NULL,NULL,0,NULL,51,-4,-17,NULL,0,-11.57,-4.01
1501,11588,"361390","2020-12-01",341,NULL,17,NULL,249.67,NULL,NULL,0,NULL,64,-6,-6,NULL,0,22.71,6.99
1501,11589,"361390","2021-12-01",480,NULL,40,NULL,NULL,42.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501,11590,"361390","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501,11591,"361390","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1502,11592,"058420","2016-12-01",75,NULL,-16,NULL,13.68,NULL,NULL,3.22,NULL,14,-27,38,0,0,-19.91,-16.81
1502,11593,"058420","2017-12-01",69,NULL,-35,NULL,17.7,NULL,NULL,4.34,NULL,-17,-23,16,0,0,-44.36,-45.04
1502,11594,"058420","2018-12-01",127,NULL,-30,NULL,107.33,NULL,NULL,1.93,NULL,-17,-51,69,0,0,-35.69,-20.55
1502,11595,"058420","2019-12-01",114,NULL,-30,NULL,64.81,NULL,NULL,2.31,NULL,10,-32,28,0,0,-26.42,-14.28
1502,11596,"058420","2020-12-01",111,NULL,-135,NULL,204.22,NULL,NULL,3.18,NULL,-41,-46,62,0,0,-159.36,-87.01
1502,11597,"058420","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1502,11598,"058420","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1502,11599,"058420","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1503,11600,"064800","2016-12-01",331,NULL,2,NULL,84.13,659.31,NULL,3.64,NULL,-16,-98,285,0,0,NULL,NULL
1503,11601,"064800","2017-12-01",140,NULL,-5,NULL,333.9,NULL,NULL,5.94,NULL,219,-1985,1604,0,0,-1.45,2.44
1503,11602,"064800","2018-12-01",529,NULL,-233,NULL,69.99,NULL,NULL,0.97,NULL,30,-705,656,0,0,-33.13,-4.26
1503,11603,"064800","2019-12-01",951,NULL,34,NULL,41.54,29.47,NULL,0.83,NULL,-50,57,-53,0.66,21.42,2.76,1.79
1503,11604,"064800","2020-12-01",934,NULL,97,NULL,34.75,11.13,NULL,0.74,NULL,-68,56,23,0,0,6.89,5
1503,11605,"064800","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1503,11606,"064800","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1503,11607,"064800","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1504,11608,"044060","2016-12-01",245,NULL,35,NULL,27.28,16.67,NULL,1.35,NULL,87,29,-47,1.2,22.49,7.75,5.54
1504,11609,"044060","2017-12-01",204,NULL,33,NULL,15.36,14.51,NULL,0.94,NULL,44,-23,-64,1.64,23.76,6.67,5.5
1504,11610,"044060","2018-12-01",246,NULL,48,NULL,17.55,10.21,NULL,0.9,NULL,32,-47,-7,2.03,20.71,9.05,7.77
1504,11611,"044060","2019-12-01",245,NULL,36,NULL,64.61,21.23,NULL,1.33,NULL,79,-262,220,0,0,6.4,4.52
1504,11612,"044060","2020-12-01",344,NULL,-37,NULL,51.25,NULL,NULL,1.59,NULL,21,-244,162,0,0,-5.64,-3.59
1504,11613,"044060","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1504,11614,"044060","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1504,11615,"044060","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1505,11616,"239340","2016-12-01",193,NULL,15,NULL,38.19,NULL,NULL,NULL,NULL,11,-23,7,0,0,132.89,20.98
1505,11617,"239340","2017-12-01",224,NULL,26,NULL,26.2,NULL,NULL,NULL,NULL,12,-19,1,0,0,36.86,28.13
1505,11618,"239340","2018-12-01",243,NULL,32,NULL,66.81,NULL,NULL,NULL,NULL,60,-24,30,0,0,32.65,21.8
1505,11619,"239340","2019-12-01",247,NULL,-118,NULL,21.93,NULL,NULL,4.68,NULL,28,-87,100,0,0,NULL,NULL
1505,11620,"239340","2020-12-01",238,NULL,12,NULL,36.38,132.69,NULL,5.9,NULL,26,-10,-5,0,0,4.49,2.03
1505,11621,"239340","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1505,11622,"239340","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1505,11623,"239340","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1506,11624,"072020","2016-12-01",379,NULL,62,NULL,21.83,28.88,NULL,2.97,NULL,77,-80,58,0.2,5.89,10.78,9.16
1506,11625,"072020","2017-12-01",319,NULL,46,NULL,26.2,27.53,NULL,1.95,NULL,76,-135,15,0.29,7.99,7.32,5.9
1506,11626,"072020","2018-12-01",332,NULL,35,NULL,13.81,45.5,NULL,1.94,NULL,57,-185,139,0.3,14.42,4.61,3.87
1506,11627,"072020","2019-12-01",329,NULL,19,NULL,11.81,96.69,NULL,2.08,NULL,83,-40,-20,0.28,26.85,2.16,1.92
1506,11628,"072020","2020-12-01",363,NULL,32,NULL,19.91,54.15,NULL,1.94,NULL,83,-131,39,0.41,21.81,3.64,3.14
1506,11629,"072020","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1506,11630,"072020","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1506,11631,"072020","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1507,11632,"314130","2016-12-01",NULL,NULL,-9,NULL,0.46,NULL,NULL,0,NULL,-9,-4,60,NULL,0,NULL,NULL
1507,11633,"314130","2017-12-01",NULL,NULL,-25,NULL,9.89,NULL,NULL,0,NULL,-23,-7,0,NULL,0,-65.03,-62.75
1507,11634,"314130","2018-12-01",0,NULL,-58,NULL,8.11,NULL,NULL,10.45,NULL,-51,-55,150,0,NULL,-80.66,-74.39
1507,11635,"314130","2019-12-01",0,NULL,-847,NULL,-189.51,NULL,NULL,NULL,NULL,-100,-46,302,0,0,NULL,NULL
1507,11636,"314130","2020-12-01",2,NULL,-307,NULL,5.04,NULL,NULL,9.86,NULL,-182,22,986,0,0,-84.89,-39.97
1507,11637,"314130","2021-12-01",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1507,11638,"314130","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1507,11639,"314130","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1508,11640,"389030","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1508,11641,"389030","2017-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1508,11642,"389030","2018-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1508,11643,"389030","2019-12-01",14,NULL,-31,NULL,-684.71,NULL,NULL,0,NULL,-23,-77,117,NULL,NULL,NULL,NULL
1508,11644,"389030","2020-12-01",38,NULL,-92,NULL,-370.82,NULL,NULL,0,NULL,18,-120,157,NULL,NULL,136.14,-42.19
1508,11645,"389030","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1508,11646,"389030","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1508,11647,"389030","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1509,11648,"382480","2016-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1509,11649,"382480","2017-12-01",127,NULL,22,NULL,185.38,NULL,NULL,0,NULL,51,-117,54,NULL,0,NULL,NULL
1509,11650,"382480","2018-12-01",88,NULL,5,NULL,204.97,NULL,NULL,0,NULL,-17,-22,36,NULL,42.85,6.46,2.18
1509,11651,"382480","2019-12-01",132,NULL,14,NULL,188.55,NULL,NULL,0,NULL,35,-14,-7,NULL,35.04,17.66,5.96
1509,11652,"382480","2020-12-01",172,NULL,42,NULL,69.71,NULL,NULL,0,NULL,55,-42,21,NULL,0,29.25,14.2
1509,11653,"382480","2021-12-01",210,NULL,49,NULL,NULL,24.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1509,11654,"382480","2022-12-01",423,NULL,101,NULL,NULL,15.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1509,11655,"382480","2023-12-01",566,NULL,132,NULL,NULL,11.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510,11656,"363250","2016-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510,11657,"363250","2017-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510,11658,"363250","2018-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510,11659,"363250","2019-12-01",11,NULL,-40,NULL,-116.05,NULL,NULL,0,NULL,-21,-3,0,NULL,0,NULL,NULL
1510,11660,"363250","2020-12-01",133,NULL,-22,NULL,53.62,NULL,NULL,0,NULL,37,-58,111,NULL,0,1170.34,-21.22
1510,11661,"363250","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510,11662,"363250","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510,11663,"363250","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1511,11664,"016920","2016-12-01",1316,NULL,-29,NULL,279.4,NULL,NULL,1.09,NULL,143,31,-120,1.13,-13.72,-8.57,-2.27
1511,11665,"016920","2017-12-01",1394,NULL,19,NULL,212.95,14.96,NULL,0.87,NULL,39,-5,-19,1.31,22.33,5.44,1.58
1511,11666,"016920","2018-12-01",1400,NULL,26,NULL,200.96,10.54,NULL,0.65,NULL,-51,-5,21,1.59,16.36,6.59,2.15
1511,11667,"016920","2019-12-01",1358,NULL,30,NULL,205.6,10.69,NULL,0.67,NULL,55,-45,-38,0.68,6.58,7.11,2.34
1511,11668,"016920","2020-12-01",1394,NULL,-22,NULL,216.08,NULL,NULL,1.14,NULL,85,-44,109,0.44,-9.99,-5.09,-1.64
1511,11669,"016920","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1511,11670,"016920","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1511,11671,"016920","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1512,11672,"042000","2016-12-01",1019,NULL,-13,NULL,396.5,NULL,NULL,0,NULL,17,-72,77,NULL,0,-13.99,-3.41
1512,11673,"042000","2017-12-01",1426,NULL,51,NULL,424.02,NULL,NULL,0,NULL,123,-35,168,NULL,0,NULL,NULL
1512,11674,"042000","2018-12-01",1654,NULL,-284,NULL,29.56,NULL,NULL,9.43,NULL,59,-191,533,0,0,-45.87,-25.62
1512,11675,"042000","2019-12-01",2172,NULL,67,NULL,51.99,72.17,NULL,4.14,NULL,203,-888,418,0,0,5.91,4.09
1512,11676,"042000","2020-12-01",2473,NULL,67,NULL,59.32,89.79,NULL,4.91,NULL,304,-513,-32,0,0,5.6,3.53
1512,11677,"042000","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1512,11678,"042000","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1512,11679,"042000","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1513,11680,"073010","2016-12-01",262,NULL,-602,NULL,491.8,NULL,NULL,0.2,NULL,19,-54,31,0,0,-157.2,-71.33
1513,11681,"073010","2017-12-01",178,NULL,-37,NULL,461.11,NULL,NULL,0.26,NULL,16,46,-44,0,0,-41.73,-7.22
1513,11682,"073010","2018-12-01",168,NULL,-104,NULL,92,NULL,NULL,2.44,NULL,7,-6,-5,0,0,-70.71,-23.92
1513,11683,"073010","2019-12-01",294,NULL,16,NULL,94.29,38.7,NULL,2.78,NULL,-20,10,25,NULL,0,7.47,3.87
1513,11684,"073010","2020-12-01",394,NULL,12,NULL,95.44,44.48,NULL,2.3,NULL,57,-11,-1,NULL,0,5.33,2.73
1513,11685,"073010","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1513,11686,"073010","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1513,11687,"073010","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1514,11688,"052400","2016-12-01",1179,NULL,-12,NULL,36.07,NULL,NULL,0.98,NULL,313,-104,-266,0,0,-0.64,-0.16
1514,11689,"052400","2017-12-01",1021,NULL,-369,NULL,39.11,NULL,NULL,1.27,NULL,168,-160,-148,0,0,-23.43,-16.89
1514,11690,"052400","2018-12-01",899,NULL,-502,NULL,60.9,NULL,NULL,1.7,NULL,-52,-475,6,NULL,0,-43.69,-28.61
1514,11691,"052400","2019-12-01",1220,NULL,-92,NULL,235.69,NULL,NULL,2.64,NULL,1541,77,-47,NULL,0,-10.56,-4.37
1514,11692,"052400","2020-12-01",1378,NULL,190,NULL,610.18,21.87,NULL,4.11,NULL,4197,-521,-76,NULL,0,21.31,3.9
1514,11693,"052400","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1514,11694,"052400","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1514,11695,"052400","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1515,11696,"046070","2016-12-01",2826,NULL,78,NULL,257.03,13.99,NULL,1.19,NULL,359,-557,439,1.53,22.84,8.87,2.54
1515,11697,"046070","2017-12-01",2678,NULL,-24,NULL,274.55,NULL,NULL,1.03,NULL,-39,-611,460,1.97,-89.8,-2.33,-0.6
1515,11698,"046070","2018-12-01",2394,NULL,-246,NULL,554.74,NULL,NULL,1.55,NULL,0,-177,99,NULL,0,-31.32,-6.46
1515,11699,"046070","2019-12-01",2234,NULL,-229,NULL,986.44,NULL,NULL,2.81,NULL,110,68,-166,NULL,0,-55.81,-6.84
1515,11700,"046070","2020-12-01",1966,NULL,-174,NULL,1813.43,NULL,NULL,2.88,NULL,189,-262,73,NULL,0,-75.32,-5.54
1515,11701,"046070","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1515,11702,"046070","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1515,11703,"046070","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1516,11704,"052330","2016-12-01",2980,NULL,377,NULL,13.49,5.76,NULL,0.85,NULL,200,-116,-85,2.15,11.82,16.56,14.77
1516,11705,"052330","2017-12-01",3275,NULL,217,NULL,15.51,11.73,NULL,0.93,NULL,236,-424,-45,1.83,20.55,8.61,7.52
1516,11706,"052330","2018-12-01",3466,NULL,350,NULL,12.25,6.18,NULL,0.71,NULL,269,-218,-45,2.88,16.97,12.72,11.18
1516,11707,"052330","2019-12-01",2853,NULL,308,NULL,11.06,6.51,NULL,0.6,NULL,744,-68,-59,3.11,19.34,NULL,NULL
1516,11708,"052330","2020-12-01",1865,NULL,-85,NULL,7.93,NULL,NULL,0.43,NULL,100,-368,-111,2.78,-41.94,-2.76,-2.52
1516,11709,"052330","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1516,11710,"052330","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1516,11711,"052330","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1517,11712,"051780","2016-12-01",146,NULL,-123,NULL,27.85,NULL,NULL,2.89,NULL,-56,-96,132,0,0,-25.24,-18.65
1517,11713,"051780","2017-12-01",154,NULL,-265,NULL,85.68,NULL,NULL,2.58,NULL,-74,1,66,0,0,-67.55,-54.28
1517,11714,"051780","2018-12-01",252,NULL,-79,NULL,127.33,NULL,NULL,2.09,NULL,10,-6,33,0,0,-37.52,-23.08
1517,11715,"051780","2019-12-01",258,NULL,-67,NULL,95.16,NULL,NULL,3.43,NULL,-25,-148,128,0,0,-34.12,-18.09
1517,11716,"051780","2020-12-01",341,NULL,-97,NULL,62.9,NULL,NULL,2.21,NULL,-38,-37,90,0,0,-34.14,-21.14
1517,11717,"051780","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1517,11718,"051780","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1517,11719,"051780","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1518,11720,"900250","2016-12-01",650,NULL,263,NULL,10.61,8.92,NULL,1.17,NULL,269,-29,230,1.83,16.5,14.5,13
1518,11721,"900250","2017-12-01",715,NULL,284,NULL,11.2,5.21,NULL,0.69,NULL,339,-135,-57,1.26,6.58,13.58,12.24
1518,11722,"900250","2018-12-01",760,NULL,252,NULL,17.23,2.79,NULL,0.29,NULL,316,-284,-15,0,0,11.08,9.69
1518,11723,"900250","2019-12-01",846,NULL,226,NULL,12.73,5.25,NULL,0.45,NULL,189,-379,-161,0,0,9.01,7.81
1518,11724,"900250","2020-12-01",908,NULL,224,NULL,11.87,5.18,NULL,0.4,NULL,138,-657,3,0,0,8.09,7.15
1518,11725,"900250","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1518,11726,"900250","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1518,11727,"900250","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1519,11728,"045520","2016-12-01",600,NULL,36,NULL,88.89,10.58,NULL,1.36,NULL,63,-59,9,0,0,14.29,7.62
1519,11729,"045520","2017-12-01",771,NULL,47,NULL,106.6,18.07,NULL,2.57,NULL,37,-103,68,1.15,19.86,16.09,8.1
1519,11730,"045520","2018-12-01",952,NULL,69,NULL,121.54,12.14,NULL,2.07,NULL,43,-108,39,1.17,13.58,20.01,9.32
1519,11731,"045520","2019-12-01",1183,NULL,81,NULL,174.6,22.1,NULL,4.04,NULL,83,-256,186,1.09,22.83,20.57,8.23
1519,11732,"045520","2020-12-01",1505,NULL,134,NULL,164.75,14.5,NULL,3.43,NULL,212,-275,120,1.68,22.86,28.02,10.41
1519,11733,"045520","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1519,11734,"045520","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1519,11735,"045520","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1520,11736,"214150","2016-12-01",272,NULL,71,NULL,34.98,NULL,NULL,NULL,NULL,58,-5,0,0,0,56.02,41.36
1520,11737,"214150","2017-12-01",349,NULL,-51,NULL,79.99,NULL,NULL,7.18,NULL,86,-206,194,0.19,-9.43,NULL,NULL
1520,11738,"214150","2018-12-01",475,NULL,149,NULL,48.26,16.85,NULL,4.96,NULL,160,-203,-44,0.34,5.84,34.51,21.41
1520,11739,"214150","2019-12-01",811,NULL,334,NULL,29.28,26.49,NULL,10.36,NULL,390,-127,-25,0.33,8.87,48.06,35.27
1520,11740,"214150","2020-12-01",765,NULL,382,NULL,11.13,26.11,NULL,8.05,NULL,381,67,-122,0.39,10.17,36.06,30.39
1520,11741,"214150","2021-12-01",1022,NULL,454,NULL,16.55,22.81,NULL,6.24,NULL,463,-188,-33,0.38,8.56,31.34,27.37
1520,11742,"214150","2022-12-01",1311,NULL,595,NULL,15.26,17.42,NULL,4.68,NULL,625,-59,-18,0.38,6.53,30.7,26.45
1520,11743,"214150","2023-12-01",1478,NULL,704,NULL,6.04,14.72,NULL,3.56,NULL,726,-140,-30,0.38,5.52,27.44,24.94
1521,11744,"237880","2016-12-01",1936,NULL,208,NULL,70.92,22.66,NULL,3.88,NULL,48,-1166,1508,1.96,22.11,24.85,13.76
1521,11745,"237880","2017-12-01",1937,NULL,79,NULL,61.02,84.34,NULL,4.62,NULL,-230,-127,-51,0.27,22.92,5.55,3.35
1521,11746,"237880","2018-12-01",1874,NULL,10,NULL,33.6,262.98,NULL,1.7,NULL,622,-233,-432,0,0,0.7,0.47
1521,11747,"237880","2019-12-01",2504,NULL,29,NULL,62.87,126.58,NULL,2.51,NULL,398,-161,-66,1,124.2,2.05,1.38
1521,11748,"237880","2020-12-01",2182,NULL,96,NULL,40.47,31.73,NULL,1.93,NULL,119,105,-159,0.56,17.31,6.42,4.24
