"COMP_ID","ID","Code","Quarter","NetRevenue","NetRevenueRate","NetProfitMargin","NetProfitMarginRate","DERatio","PER","PSR","PBR","PCR","OperationActivities","InvestingActivities","FinancingActivities","DividendYield","DividendPayoutRatio","ROA","REO"
0,0,"000210","2016-12-01",98538,NULL,2653,NULL,140.83,12.67,NULL,0.73,NULL,1470,-6994,-463,0.34,4.44,5.92,2.4
0,1,"000210","2017-12-01",123355,NULL,4905,NULL,135.37,6.48,NULL,0.63,NULL,4376,-2374,1539,1.21,7.91,10.14,3.94
0,2,"000210","2018-12-01",109845,NULL,6464,NULL,112.12,6.12,NULL,0.73,NULL,11045,-3808,-5256,1.66,10.18,12.37,5.17
0,3,"000210","2019-12-01",16604,NULL,6650,NULL,99.58,5.25,NULL,0.59,NULL,9522,-1373,-3868,1.44,7.57,11.74,5.41
0,4,"000210","2020-12-01",15661,NULL,5050,NULL,332.9,6.34,NULL,1.24,NULL,13662,-14751,3689,1.57,9.97,11.84,4.19
0,5,"000210","2021-12-01",23514,NULL,9062,NULL,178.39,1.39,NULL,0.4,NULL,3325,-6570,6275,2.24,3.12,30.08,7.16
0,6,"000210","2022-12-01",25330,NULL,4630,NULL,265.49,2.84,NULL,0.34,NULL,5180,-11180,8530,2.24,5.88,12.79,3.24
0,7,"000210","2023-12-01",24370,NULL,6110,NULL,248.6,2.15,NULL,0.3,NULL,4820,-11230,8530,2.24,4.46,14.94,3.45
1,8,"004840","2016-12-01",5513,NULL,394,NULL,62.92,5.96,NULL,0.68,NULL,623,-664,107,0.63,3.63,12.55,7.3
1,9,"004840","2017-12-01",5439,NULL,180,NULL,54.99,8.52,NULL,0.44,NULL,221,-412,-73,1.24,10.21,5.36,2.77
1,10,"004840","2018-12-01",5454,NULL,62,NULL,59.78,20.95,NULL,0.37,NULL,300,-447,170,1.64,33.17,1.83,1.63
1,11,"004840","2019-12-01",5470,NULL,89,NULL,61.48,11.81,NULL,0.29,NULL,418,-411,45,1.9,21.71,2.54,1.85
1,12,"004840","2020-12-01",4966,NULL,23,NULL,67.47,58.97,NULL,0.38,NULL,520,-683,374,0.73,41.38,0.66,0.82
1,13,"004840","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,14,"004840","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,15,"004840","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,16,"155660","2016-12-01",2011,NULL,107,NULL,46.6,13.85,NULL,1.13,NULL,105,-125,48,0.54,7.44,8.5,5.76
2,17,"155660","2017-12-01",2264,NULL,111,NULL,62.04,7.47,NULL,0.59,NULL,64,-280,183,0.97,7.22,8.15,5.2
2,18,"155660","2018-12-01",2360,NULL,79,NULL,52.59,8.07,NULL,0.44,NULL,46,-30,-36,1.25,10.12,5.54,3.54
2,19,"155660","2019-12-01",2363,NULL,87,NULL,54.77,8.4,NULL,0.48,NULL,138,-113,49,1.09,9.15,5.83,3.77
2,20,"155660","2020-12-01",2310,NULL,89,NULL,55.22,11.2,NULL,0.62,NULL,174,-167,-5,0.8,8.96,5.67,3.64
2,21,"155660","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,22,"155660","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,23,"155660","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,24,"078930","2016-12-01",134624,NULL,8057,NULL,128.03,6.36,NULL,0.74,NULL,8517,-5236,-3363,2.96,18.81,12.13,4.69
3,25,"078930","2017-12-01",155801,NULL,9862,NULL,127.72,5.97,NULL,0.76,NULL,13065,-14182,3345,2.89,17.29,13.42,5.16
3,26,"078930","2018-12-01",177444,NULL,9032,NULL,115.02,5.41,NULL,0.58,NULL,12692,-8359,-5150,3.68,19.93,11.14,4.62
3,27,"078930","2019-12-01",177861,NULL,5440,NULL,124.53,8.98,NULL,0.55,NULL,15864,-3438,-11664,3.68,33.08,6.26,2.83
3,28,"078930","2020-12-01",154442,NULL,-2427,NULL,127.55,NULL,NULL,0.43,NULL,17382,-14240,-2968,5.06,-74.16,-2.82,-0.76
3,29,"078930","2021-12-01",190059,NULL,15144,NULL,127.91,2.5,NULL,0.39,NULL,16768,-15663,2515,4.84,11.86,16.76,5.76
3,30,"078930","2022-12-01",214611,NULL,12503,NULL,116.58,3.15,NULL,0.37,NULL,13128,-9258,-2298,4.76,14.71,12.16,4.33
3,31,"078930","2023-12-01",211006,NULL,12142,NULL,107.54,3.24,NULL,0.33,NULL,13394,-8646,-4420,4.81,15.3,10.77,4.02
4,32,"001250","2016-12-01",25538,NULL,156,NULL,274.42,10.29,NULL,0.82,NULL,734,-1582,802,0,0,6.07,1.51
4,33,"001250","2017-12-01",33874,NULL,212,NULL,260.58,10.9,NULL,0.63,NULL,818,-1314,775,0.89,9.75,6.22,1.65
4,34,"001250","2018-12-01",40585,NULL,205,NULL,231.44,9.9,NULL,0.53,NULL,-103,841,-890,1.01,10.04,5.48,1.54
4,35,"001250","2019-12-01",38894,NULL,-171,NULL,217.23,NULL,NULL,0.51,NULL,332,-79,-163,NULL,0,-4.61,-1.31
4,36,"001250","2020-12-01",28150,NULL,-804,NULL,219.99,NULL,NULL,0.56,NULL,1202,-65,-978,NULL,0,-24.91,-7.6
4,37,"001250","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,38,"001250","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,39,"001250","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,40,"039570","2016-12-01",1889,NULL,189,NULL,36.52,13.11,NULL,1.41,NULL,72,-13,-51,1,13.09,11.25,8.23
5,41,"039570","2017-12-01",2640,NULL,238,NULL,40.23,10.11,NULL,1.22,NULL,62,57,-25,1.71,17.32,12.75,9.21
5,42,"039570","2018-12-01",2720,NULL,242,NULL,39.69,6.46,NULL,0.75,NULL,371,-350,-34,3.68,23.77,11.99,8.57
5,43,"039570","2019-12-01",2524,NULL,-59,NULL,40.68,NULL,NULL,1.06,NULL,-45,-3,-63,3.21,-97.7,-3.13,-2.24
5,44,"039570","2020-12-01",2604,NULL,157,NULL,33,11.03,NULL,0.97,NULL,74,112,-164,3.81,38.51,9.42,6.88
5,45,"039570","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,46,"039570","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,47,"039570","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,48,"011200","2016-12-01",45848,NULL,-4596,NULL,362.31,NULL,NULL,1.3,NULL,-6390,14739,-5030,0,0,-81.1,-8.86
6,49,"011200","2017-12-01",50280,NULL,-11910,NULL,301.64,NULL,NULL,1.76,NULL,-2754,-2280,6615,0,0,-129.27,-29.77
6,50,"011200","2018-12-01",52221,NULL,-7907,NULL,296.42,NULL,NULL,1.12,NULL,-4169,-6728,9874,0,0,-81.8,-20.47
6,51,"011200","2019-12-01",55131,NULL,-5899,NULL,556.71,NULL,NULL,1.04,NULL,3993,-8772,5728,0,0,-55.46,-10.46
6,52,"011200","2020-12-01",64133,NULL,1239,NULL,455.11,36.32,NULL,2.7,NULL,14085,-20342,11555,0,0,8.92,1.5
6,53,"011200","2021-12-01",136801,NULL,48759,NULL,76.26,1.94,NULL,1.14,NULL,62445,-20627,13702,0,NULL,80.31,35.04
6,54,"011200","2022-12-01",153514,NULL,71333,NULL,41.56,1.67,NULL,0.68,NULL,85419,-12699,-3466,0,NULL,50.78,32.91
6,55,"011200","2023-12-01",106010,NULL,29536,NULL,32.32,4.03,NULL,0.58,NULL,44143,-12785,-4447,0,NULL,15.45,11.16
7,56,"092220","2016-12-01",2277,NULL,3,NULL,89.47,264.93,NULL,0.45,NULL,310,-291,71,0,0,0.17,0.02
7,57,"092220","2017-12-01",2263,NULL,9,NULL,61.63,130.29,NULL,0.66,NULL,124,28,-220,0.93,141.49,0.45,0.37
7,58,"092220","2018-12-01",2174,NULL,15,NULL,55.8,79.41,NULL,0.53,NULL,280,-97,-96,0,0,0.67,0.49
7,59,"092220","2019-12-01",2017,NULL,-192,NULL,56.2,NULL,NULL,0.58,NULL,176,-181,-11,0,0,-8.99,-5.76
7,60,"092220","2020-12-01",2010,NULL,-453,NULL,118.25,NULL,NULL,2.11,NULL,142,-463,356,0,0,-24.43,-12.77
7,61,"092220","2021-12-01",2639,NULL,310,NULL,99.4,12.27,NULL,2.36,NULL,282,-287,-34,0,NULL,17.39,8.25
7,62,"092220","2022-12-01",2815,NULL,378,NULL,81.64,12.1,NULL,1.97,NULL,597,-206,-59,0,NULL,17.76,9.17
7,63,"092220","2023-12-01",3013,NULL,418,NULL,66.74,10.94,NULL,1.67,NULL,609,-161,-109,0,NULL,16.55,9.36
8,64,"016380","2016-12-01",23280,NULL,-727,NULL,2136.01,NULL,NULL,0.7,NULL,3175,-289,-2163,0,0,-115.44,-2.54
8,65,"016380","2017-12-01",25962,NULL,-2676,NULL,5842.43,NULL,NULL,1.08,NULL,1831,97,-1988,0,0,-323.35,-9.95
8,66,"016380","2018-12-01",25451,NULL,-656,NULL,38840.8,NULL,NULL,12.21,NULL,-82,-327,-108,0,0,-278.19,-2.61
8,67,"016380","2019-12-01",24282,NULL,-333,NULL,164.8,NULL,NULL,0.88,NULL,-1698,-228,1652,0,0,-7.44,-1.38
8,68,"016380","2020-12-01",23424,NULL,668,NULL,132.11,17.37,NULL,1.19,NULL,1300,284,-2014,0.86,14.98,7.18,2.9
8,69,"016380","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,70,"016380","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,71,"016380","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,72,"001390","2016-12-01",8085,NULL,128,NULL,147.65,13.2,NULL,0.78,NULL,759,-764,612,2.37,30.02,6.32,2.36
9,73,"001390","2017-12-01",10995,NULL,42,NULL,156.27,67.63,NULL,1.22,NULL,1895,-1378,189,1.43,100.25,1.88,0.74
9,74,"001390","2018-12-01",12828,NULL,34,NULL,149.7,64.56,NULL,0.86,NULL,585,-452,-16,2.01,127.92,1.37,1.86
9,75,"001390","2019-12-01",20684,NULL,961,NULL,207.16,1.59,NULL,0.45,NULL,1467,2465,-2440,2.92,4.66,32.69,7.75
9,76,"001390","2020-12-01",36864,NULL,432,NULL,186.77,7.19,NULL,0.81,NULL,3103,-1829,-2172,1.68,11.99,11.94,3.65
9,77,"001390","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,78,"001390","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,79,"001390","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,80,"058860","2016-12-01",4367,NULL,100,NULL,40.75,12.89,NULL,0.8,NULL,193,-195,-40,2.16,27.09,6.38,4.62
10,81,"058860","2017-12-01",4381,NULL,83,NULL,38.8,12.61,NULL,0.63,NULL,152,144,-27,2.65,32.46,5.23,3.74
10,82,"058860","2018-12-01",4508,NULL,79,NULL,43.05,10.77,NULL,0.52,NULL,53,-93,-27,3.27,34.25,4.92,3.49
10,83,"058860","2019-12-01",4510,NULL,92,NULL,85.31,8.7,NULL,0.46,NULL,366,-210,-217,3.91,33.08,5.6,3.4
10,84,"058860","2020-12-01",4536,NULL,74,NULL,75.81,12.13,NULL,0.51,NULL,224,44,-237,3.11,35.91,4.4,2.44
10,85,"058860","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,86,"058860","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,87,"058860","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,88,"373220","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,89,"373220","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,90,"373220","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,91,"373220","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,92,"373220","2020-12-01",14611,NULL,-4555,NULL,163.59,NULL,NULL,0,NULL,3954,-8848,-2030,NULL,0,NULL,NULL
11,93,"373220","2021-12-01",175712,NULL,7985,NULL,177.65,126.24,NULL,12.84,NULL,36241,-29266,9776,0,NULL,10.84,3.91
11,94,"373220","2022-12-01",207305,NULL,7802,NULL,89.55,143.41,NULL,5.97,NULL,29953,-61877,81362,0,NULL,5.84,2.73
11,95,"373220","2023-12-01",265756,NULL,12647,NULL,97.05,89.18,NULL,5.58,NULL,45077,-48443,1794,0,NULL,6.47,3.44
12,96,"011070","2016-12-01",57546,NULL,50,NULL,143.11,422.41,NULL,1.18,NULL,3318,-3559,65,0.28,119.45,0.28,0.12
12,97,"011070","2017-12-01",76414,NULL,1748,NULL,201.29,19.5,NULL,1.75,NULL,4460,-8344,4225,0.17,3.38,9.37,3.43
12,98,"011070","2018-12-01",79821,NULL,1631,NULL,171.74,12.54,NULL,0.97,NULL,10623,-14145,6036,0.35,4.35,8.02,2.8
12,99,"011070","2019-12-01",79754,NULL,1023,NULL,161.76,32.39,NULL,1.5,NULL,7690,-3543,-2389,0.21,6.94,4.73,1.77
12,100,"011070","2020-12-01",95418,NULL,2361,NULL,148.74,18.29,NULL,1.78,NULL,9503,-8262,-1672,0.38,7.02,10.2,4
12,101,"011070","2021-12-01",142156,NULL,8876,NULL,134.26,9.68,NULL,2.58,NULL,10405,-10117,-141,0.23,2.27,30.83,12.83
12,102,"011070","2022-12-01",161729,NULL,9609,NULL,110.06,7.91,NULL,1.79,NULL,17599,-13749,-1278,0.66,5.18,25.39,11.51
12,103,"011070","2023-12-01",171101,NULL,10792,NULL,93.33,7.04,NULL,1.44,NULL,19623,-11545,-1838,0.72,5.05,22.7,11.31
13,104,"037560","2016-12-01",11006,NULL,215,NULL,90.37,33.73,NULL,0.75,NULL,2758,-1604,-1716,0.8,27,2.24,1.12
13,105,"037560","2017-12-01",11199,NULL,289,NULL,89.25,19.04,NULL,0.56,NULL,2813,-2741,-19,1.06,20.11,2.96,1.56
13,106,"037560","2018-12-01",11780,NULL,391,NULL,84,18.14,NULL,0.67,NULL,2626,-2075,-107,0.82,14.85,NULL,NULL
13,107,"037560","2019-12-01",11122,NULL,-942,NULL,88.23,NULL,NULL,0.49,NULL,2504,-1147,-1641,1.24,-6.16,-9.4,-5.06
13,108,"037560","2020-12-01",10579,NULL,-3128,NULL,133.36,NULL,NULL,0.48,NULL,2186,-973,-515,1.93,-1.86,-39.53,-19.17
13,109,"037560","2021-12-01",10658,NULL,261,NULL,121.76,14.73,NULL,0.59,NULL,1530,-1070,644,1.51,22.25,4.07,1.79
13,110,"037560","2022-12-01",10755,NULL,410,NULL,105.49,9.98,NULL,0.6,NULL,1552,-770,-778,1.42,14.15,6.13,2.87
13,111,"037560","2023-12-01",10690,NULL,540,NULL,93.48,7.59,NULL,0.56,NULL,1906,-1000,-638,1.42,10.77,7.59,3.81
14,112,"108670","2016-12-01",29283,NULL,751,NULL,143.87,12.74,NULL,1.02,NULL,1522,-891,-1405,1.88,23.98,8.29,3.29
14,113,"108670","2017-12-01",32094,NULL,679,NULL,162.02,14.31,NULL,0.98,NULL,274,-2531,2519,1.85,26.55,7.06,2.79
14,114,"108670","2018-12-01",32665,NULL,-531,NULL,173.76,NULL,NULL,0.62,NULL,1407,-2330,1014,0.44,-4.79,-5.59,-2.09
14,115,"108670","2019-12-01",31868,NULL,116,NULL,180.09,47.3,NULL,0.6,NULL,3440,-1957,-1448,0.46,22.02,1.26,0.46
14,116,"108670","2020-12-01",30380,NULL,-771,NULL,184.92,NULL,NULL,0.93,NULL,4639,-798,-2024,0.38,-3.95,-8.8,-3.21
14,117,"108670","2021-12-01",34558,NULL,192,NULL,190.8,30.88,NULL,0.69,NULL,2298,-1382,-397,0.53,14.77,2.27,0.77
14,118,"108670","2022-12-01",37066,NULL,334,NULL,187.85,16.71,NULL,0.63,NULL,3077,-1606,-420,0.54,8.04,3.83,1.3
14,119,"108670","2023-12-01",39340,NULL,613,NULL,179.37,9.12,NULL,0.59,NULL,3216,-1625,-350,0.54,4.39,6.68,2.32
15,120,"010060","2016-12-01",27367,NULL,2421,NULL,91.4,7.75,NULL,0.59,NULL,4076,-1393,-4039,0.51,3.94,7.87,3.24
15,121,"010060","2017-12-01",36316,NULL,2349,NULL,77.94,13.81,NULL,0.97,NULL,4803,4157,-2951,1.43,19.8,7.17,3.77
15,122,"010060","2018-12-01",31121,NULL,1038,NULL,62.05,24.59,NULL,0.74,NULL,6765,-3989,-4602,0.79,19.53,3.06,1.77
15,123,"010060","2019-12-01",26051,NULL,-7944,NULL,79.14,NULL,NULL,0.57,NULL,-399,-2715,427,NULL,0,-26.2,-15.42
15,124,"010060","2020-12-01",20025,NULL,-2462,NULL,85.99,NULL,NULL,0.94,NULL,-1185,62,769,NULL,0,-9.89,-5.43
15,125,"010060","2021-12-01",32958,NULL,5200,NULL,77.04,4.17,NULL,0.76,NULL,3783,-2153,-377,2.06,8.6,19.99,11.51
15,126,"010060","2022-12-01",40468,NULL,5795,NULL,64.35,3.74,NULL,0.62,NULL,4692,-1676,-974,2.23,8.33,18.27,10.93
15,127,"010060","2023-12-01",37220,NULL,5132,NULL,54.27,4.22,NULL,0.55,NULL,6791,-1633,-1366,2.37,9.99,13.81,8.67
16,128,"402340","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,129,"402340","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,130,"402340","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,131,"402340","1900-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,132,"402340","2020-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,133,"402340","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
16,134,"402340","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
16,135,"402340","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
17,136,"096770","2016-12-01",395205,NULL,16713,NULL,77.99,8.21,NULL,0.8,NULL,36778,-20561,-20186,4.37,35.69,10.13,5.38
17,137,"096770","2017-12-01",461627,NULL,21038,NULL,77.38,9.11,NULL,1.05,NULL,21802,-10661,-16707,3.91,35.44,11.96,6.42
17,138,"096770","2018-12-01",542165,NULL,16511,NULL,86.99,10.19,NULL,0.87,NULL,16995,-24694,6043,4.46,42.9,9.12,4.85
17,139,"096770","2019-12-01",493069,NULL,-357,NULL,117.06,NULL,NULL,0.76,NULL,18258,-31668,16861,2,-740.62,-0.2,0.17
17,140,"096770","2020-12-01",341645,NULL,-21728,NULL,149.04,NULL,NULL,1.09,NULL,28508,-41287,21447,0,0,-13.58,-5.5
17,141,"096770","2021-12-01",462818,NULL,8073,NULL,164.57,29.25,NULL,1.33,NULL,18412,-41196,32300,0.66,18.98,5.29,2.11
17,142,"096770","2022-12-01",605021,NULL,11634,NULL,175.54,16.67,NULL,1.02,NULL,29638,-52166,20633,1.18,19.45,7.05,2.8
17,143,"096770","2023-12-01",629654,NULL,13174,NULL,173.4,14.73,NULL,0.96,NULL,39404,-52502,14206,1.32,19.19,7.49,2.87
18,144,"011810","2016-12-01",17202,NULL,-4574,NULL,-314.07,NULL,NULL,NULL,NULL,578,532,-1409,0,0,354.26,-46.33
18,145,"011810","2017-12-01",18039,NULL,3344,NULL,1374.49,1.15,NULL,10.84,NULL,1003,473,-962,0,0,-232.18,50.09
18,146,"011810","2018-12-01",15030,NULL,91,NULL,765.34,25.26,NULL,3.7,NULL,-481,248,-288,0,0,17.12,1.54
18,147,"011810","2019-12-01",14637,NULL,-328,NULL,895.02,NULL,NULL,2.85,NULL,5,-267,216,0,0,-54.53,-5.96
18,148,"011810","2020-12-01",9756,NULL,-204,NULL,655.62,NULL,NULL,3.98,NULL,579,-121,-577,0,0,-48.03,-3.47
18,149,"011810","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,150,"011810","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,151,"011810","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,152,"024070","2016-12-01",1345,NULL,19,NULL,13.14,33.16,NULL,0.53,NULL,53,-28,-15,2.39,79.32,1.6,1.43
19,153,"024070","2017-12-01",1168,NULL,1,NULL,11.35,934.67,NULL,0.52,NULL,50,-83,-13,0,0,0.06,0.05
19,154,"024070","2018-12-01",1119,NULL,10,NULL,9.08,40.12,NULL,0.36,NULL,36,-25,2,0,0,0.9,0.82
19,155,"024070","2019-12-01",1154,NULL,10,NULL,13.99,38.92,NULL,0.34,NULL,39,-52,12,1.88,73.16,0.89,0.8
19,156,"024070","2020-12-01",1025,NULL,-10,NULL,11.94,NULL,NULL,0.36,NULL,59,-25,-22,1.83,-76.55,-0.85,-0.75
19,157,"024070","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,158,"024070","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,159,"024070","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,160,"011420","2016-12-01",465,NULL,-16,NULL,30.32,NULL,NULL,1.31,NULL,-12,-6,-10,NULL,0,-3.3,-2.46
20,161,"011420","2017-12-01",312,NULL,-59,NULL,23.06,NULL,NULL,2,NULL,-74,-20,NULL,NULL,0,-13.83,-10.9
20,162,"011420","2018-12-01",220,NULL,-160,NULL,25.62,NULL,NULL,1.73,NULL,-28,11,NULL,NULL,0,-47.8,-38.52
20,163,"011420","2019-12-01",287,NULL,-14,NULL,29.56,NULL,NULL,1.88,NULL,9,10,-21,NULL,0,-5.7,-4.47
20,164,"011420","2020-12-01",195,NULL,10,NULL,37.82,40.04,NULL,1.9,NULL,29,-37,-15,NULL,0,4.63,3.46
20,165,"011420","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,166,"011420","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,167,"011420","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,168,"002100","2016-12-01",2040,NULL,65,NULL,74.44,19.29,NULL,0.6,NULL,160,-141,-74,4.57,72.58,3.86,2
21,169,"002100","2017-12-01",2065,NULL,102,NULL,74.8,12.84,NULL,0.61,NULL,158,-128,8,4.91,51.9,5.83,3.07
21,170,"002100","2018-12-01",2127,NULL,55,NULL,77.34,42.32,NULL,1.05,NULL,106,-128,16,2.31,80.68,3.08,1.41
21,171,"002100","2019-12-01",2275,NULL,45,NULL,83.7,54.24,NULL,1.1,NULL,-10,63,-61,1.94,86.59,2.47,1.1
21,172,"002100","2020-12-01",2483,NULL,126,NULL,75.77,20.64,NULL,1.11,NULL,159,68,-209,2.08,35.41,6.69,3.58
21,173,"002100","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,174,"002100","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,175,"002100","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,176,"012320","2016-12-01",1599,NULL,180,NULL,91.54,13.79,NULL,0.43,NULL,269,-255,-57,1.76,23.08,3.34,1.67
22,177,"012320","2017-12-01",1951,NULL,492,NULL,49.67,2.17,NULL,0.28,NULL,602,-202,-63,1.17,2.31,10.98,6.02
22,178,"012320","2018-12-01",2286,NULL,281,NULL,47.13,3.14,NULL,0.21,NULL,125,358,-461,1.34,4.05,7.46,5.1
22,179,"012320","2019-12-01",2717,NULL,91,NULL,46.06,9.52,NULL,0.2,NULL,324,-86,-216,1.36,12.4,2.26,1.47
22,180,"012320","2020-12-01",3105,NULL,152,NULL,36.8,4.84,NULL,0.16,NULL,185,48,-266,1.6,7.15,3.68,2.76
22,181,"012320","2021-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,182,"012320","2022-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,183,"012320","2023-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,184,"007690","2016-12-01",9526,NULL,261,NULL,53.14,12.24,NULL,0.73,NULL,564,-294,-113,2.18,26.73,6.08,3.89
