0,1,2,3,4,5,6,7,8
현대건설기계(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"32,339","28,521","26,175","35,278","9,649","9,526","8,138","7,968"
영업이익,"2,087","1,578",916,"2,130",797,707,430,140
영업이익(발표기준),"2,087","1,578",916,,797,707,430,
세전계속사업이익,"1,764",705,92,"2,230",776,880,445,92
당기순이익,"1,411",509,85,"1,620",594,655,332,23
당기순이익(지배),899,32,-96,"1,375",484,601,323,135
당기순이익(비지배),511,477,182,,110,54,9,
자산총계,"31,265","31,881","33,559","35,920","36,111","37,123","36,681","35,920"
부채총계,"15,583","16,109","17,683","18,180","19,503","19,772","18,753","18,180"
자본총계,"15,682","15,771","15,875","17,740","16,608","17,351","17,928","17,740"
자본총계(지배),"12,360","12,107","12,183","13,652","12,743","13,386","13,776","13,652"
자본총계(비지배),,"3,665","3,692",,"3,865","3,964","4,152",
자본금,985,985,985,990,985,985,985,990
영업활동현금흐름,-596,"1,553","2,748",-405,524,"-1,036","-1,180",
투자활동현금흐름,"-2,571","-3,635","1,359",-570,-39,30,"1,615",
재무활동현금흐름,"2,177","1,080",829,-610,36,51,-451,
CAPEX,710,951,981,640,226,220,121,
FCF,"-1,307",602,"1,766",460,299,"-1,256","-1,302",
이자발생부채,"9,659","11,453","12,379",,"12,507","12,345","11,958",
영업이익률,6.45,5.53,3.50,6.04,8.26,7.42,5.29,1.76
순이익률,4.36,1.78,0.33,4.59,6.16,6.88,4.08,0.29
ROE(%),7.47,0.26,-0.80,10.64,3.14,6.83,8.96,
ROA(%),5.27,1.61,0.26,4.66,1.95,3.08,3.98,
부채비율,99.37,102.14,111.39,102.48,117.43,113.96,104.60,102.48
자본유보율,"1,116.74","1,097.96","1,089.30",,"1,139.15","1,200.20","1,235.46",
EPS(원),"4,565",164,-490,"6,979","2,458","3,053","1,640",685
PER(배),9.35,182.52,N/A,5.53,27.04,12.42,6.89,
BPS(원),"64,010","63,530","63,930","71,640","66,866","70,244","72,290","71,640"
PBR(배),0.67,0.47,0.51,0.54,0.80,0.79,0.57,0.54
현금DPS(원),850,0,0,350,0,0,0,
현금배당수익률,1.99,0.00,0.00,0.91,,,,
현금배당성향(%),18.27,0.00,0.00,5.01,0.00,0.00,0.00,
발행주식수(보통주),"19,700,793","19,700,793","19,700,793",,"19,700,793","19,700,793","19,700,793",
