0,1,2,3,4,5,6,7,8
제일기획(커뮤니케이션서비스),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"34,779","34,217","27,479","31,952","6,967","7,901","8,537","8,647"
영업이익,"1,811","2,058","2,049","2,513",410,721,702,684
영업이익(발표기준),"1,811","2,058","2,049",,410,721,702,
세전계속사업이익,"1,905","2,098","1,969","2,608",456,733,737,674
당기순이익,"1,319","1,395","1,583","1,881",329,552,507,496
당기순이익(지배),"1,297","1,381","1,574","1,862",325,545,502,458
당기순이익(비지배),22,14,9,,4,6,5,
자산총계,"21,721","22,528","22,425","24,384","21,782","22,675","23,723","24,384"
부채총계,"12,793","12,960","12,269","13,162","12,034","12,361","12,695","13,162"
자본총계,"8,928","9,568","10,155","11,222","9,748","10,314","11,028","11,222"
자본총계(지배),"8,826","9,466","10,075","11,114","9,662","10,221","10,933","11,114"
자본총계(비지배),,102,80,,87,93,95,
자본금,230,230,230,230,230,230,230,230
영업활동현금흐름,"2,240","2,000","2,195","1,660",148,123,"1,307",
투자활동현금흐름,-875,-241,"-1,114",-134,-102,"1,140",-623,
재무활동현금흐름,-964,"-1,357","-1,454","-1,083",-102,"-1,023",-150,
CAPEX,203,234,125,167,20,21,31,
FCF,"2,037","1,766","2,070","1,735",128,102,"1,276",
이자발생부채,176,"1,692","1,696",,"1,681","1,653","1,601",
영업이익률,5.21,6.02,7.46,7.86,5.88,9.12,8.22,7.91
순이익률,3.79,4.08,5.76,5.89,4.72,6.98,5.93,5.73
ROE(%),15.01,15.09,16.11,17.57,17.86,19.21,18.99,
ROA(%),5.98,6.30,7.04,8.04,7.49,8.65,8.60,
부채비율,143.29,135.44,120.82,117.29,123.44,119.84,115.12,117.29
자본유보율,"5,505.72","5,735.51","6,065.18",,"5,836.77","6,073.76","6,291.73",
EPS(원),"1,128","1,200","1,368","1,618",283,474,436,398
PER(배),19.96,20.04,15.06,13.56,14.74,15.48,13.43,
BPS(원),"8,715","9,347","9,948","10,973","9,540","10,092","10,795","10,973"
PBR(배),2.58,2.57,2.07,2.00,2.23,2.49,2.11,2.00
현금DPS(원),770,820,840,913,0,0,0,
현금배당수익률,3.42,3.41,4.08,4.16,,,,
현금배당성향(%),60.12,60.16,54.05,56.39,0.00,0.00,0.00,
발행주식수(보통주),"115,041,225","115,041,225","115,041,225",,"115,041,225",,,
