0,1,2,3,4,5,6,7,8
효성(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"30,025","31,756","27,826","34,771","6,869","9,468","8,613","9,672"
영업이익,"1,550","2,021","1,388","6,752","1,006","2,180","1,758","1,740"
영업이익(발표기준),"1,550","2,021","1,388",,"1,006","2,180","1,758",
세전계속사업이익,"5,672","1,658","1,098","6,640","1,017","2,183","1,763",
당기순이익,"34,260","1,500",12,"5,718",917,"1,874","1,715","1,448"
당기순이익(지배),"33,578","1,037",-528,"4,770",717,"1,464","1,431","1,259"
당기순이익(비지배),682,463,540,,200,411,284,
자산총계,"64,079","65,271","44,298","51,027","46,435","46,633","50,685","51,027"
부채총계,"37,058","38,168","19,154","21,533","21,425","19,763","21,731","21,533"
자본총계,"27,021","27,102","25,143","29,493","25,009","26,870","28,954","29,493"
자본총계(지배),"24,426","24,404","22,333","26,105","22,340","23,788","25,501","26,105"
자본총계(비지배),,"2,699","2,811",,"2,670","3,082","3,454",
자본금,"1,054","1,054","1,054","1,050","1,054","1,054","1,054","1,050"
영업활동현금흐름,"2,640","1,408","2,782","2,670",-188,-571,158,
투자활동현금흐름,"-6,335","-1,278","-2,287",-660,-580,"1,029","-1,055",
재무활동현금흐름,"2,251","-1,705",-123,"-2,037",180,-634,999,
CAPEX,"3,581",661,606,"1,065",226,243,244,
FCF,-941,747,"2,176","1,457",-414,-813,-86,
이자발생부채,"25,144","26,143","9,425",,"10,142","10,432","11,645",
영업이익률,5.16,6.36,4.99,19.42,14.65,23.03,20.41,17.99
순이익률,114.10,4.72,0.04,16.45,13.35,19.80,19.91,14.97
ROE(%),110.16,4.25,-2.26,19.70,1.23,6.55,16.18,
ROA(%),32.72,2.32,0.02,12.00,1.70,4.39,8.55,
부채비율,137.14,140.83,76.18,73.01,85.67,73.55,75.05,73.01
자본유보율,"6,933.49","6,917.55","6,769.40",,"6,742.51","6,880.19","7,015.57",
EPS(원),"145,796","4,921","-2,504","22,638","3,401","6,946","6,792","5,975"
PER(배),0.34,16.08,N/A,3.87,66.45,14.06,6.34,
BPS(원),"120,145","120,034","112,172","131,119","112,207","119,483","128,084","131,119"
PBR(배),0.42,0.66,0.68,0.67,0.79,0.86,0.91,0.67
현금DPS(원),"5,000","5,000","5,000","5,667",,,,
현금배당수익률,10.00,6.32,6.54,6.48,,,,
현금배당성향(%),3.03,98.04,-188.64,25.03,0.00,,0.00,
발행주식수(보통주),"21,071,025","21,071,025","21,071,025",,"21,071,025","21,071,025","21,071,025",
