0,1,2,3,4,5,6,7,8
한국항공우주(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"27,860","31,102","28,251","26,331","6,117","7,085","4,451","8,795"
영업이익,"1,464","2,756","1,395","1,095",84,600,28,416
영업이익(발표기준),"1,464","2,756","1,395",,84,600,28,
세전계속사업이익,797,"1,295",825,"1,132",180,581,130,292
당기순이익,555,"1,683",723,913,119,538,70,315
당기순이익(지배),572,"1,704",746,942,130,543,79,208
당기순이익(비지배),-16,-21,-23,,-11,-4,-9,
자산총계,"37,559","43,671","51,591","58,897","52,942","58,624","55,677","58,897"
부채총계,"27,030","31,840","39,248","45,867","40,674","45,818","42,801","45,867"
자본총계,"10,529","11,832","12,343","13,031","12,268","12,806","12,876","13,031"
자본총계(지배),"10,094","11,419","11,954","12,674","11,890","12,433","12,512","12,674"
자본총계(비지배),,413,388,,378,373,364,
자본금,"4,874","4,874","4,874","4,871","4,874","4,874","4,874","4,871"
영업활동현금흐름,"1,377","3,545","7,324","3,605","3,255",649,"-3,490",
투자활동현금흐름,-882,"-3,866","-3,533","-3,497",-744,"-1,248",-588,
재무활동현금흐름,"-1,346",-442,"2,165","1,556","-1,655","4,220","-1,046",
CAPEX,514,"1,873","2,530","1,662",486,136,153,
FCF,862,"1,673","4,795",-105,"2,769",513,"-3,643",
이자발생부채,"7,213","7,222","10,080",,"8,442","12,851","11,820",
영업이익률,5.25,8.86,4.94,4.16,1.37,8.47,0.64,4.72
순이익률,1.99,5.41,2.56,3.47,1.95,7.60,1.57,3.58
ROE(%),5.32,15.84,6.39,7.65,0.65,1.59,1.15,
ROA(%),1.60,4.14,1.52,1.65,0.10,0.30,0.22,
부채비율,256.71,269.11,317.98,351.99,331.55,357.79,332.40,351.99
자본유보율,111.68,138.83,149.63,,148.30,159.44,161.06,
EPS(원),587,"1,748",766,966,134,557,81,214
PER(배),54.37,19.48,33.70,37.93,467.54,163.03,225.01,
BPS(원),"10,356","11,714","12,264","13,002","12,198","12,755","12,836","13,002"
PBR(배),3.08,2.91,2.10,2.82,3.01,2.58,2.57,2.82
현금DPS(원),200,400,200,254,,,,
현금배당수익률,0.63,1.17,0.78,0.69,,,,
현금배당성향(%),34.09,22.88,26.13,26.29,0.00,,0.00,
발행주식수(보통주),"97,475,107","97,475,107","97,475,107",,"97,475,107","97,475,107",,
