0,1,2,3,4,5,6,7,8
CJ대한통운(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"92,197","104,151","107,811","112,103","26,926","27,472","28,465","29,389"
영업이익,"2,427","3,072","3,253","3,545",481,906,"1,053","1,097"
영업이익(발표기준),"2,427","3,072","3,253",,481,906,"1,053",
세전계속사업이익,998,938,"2,023","2,547",253,988,560,748
당기순이익,666,509,"1,426","1,438",186,494,395,558
당기순이익(지배),527,397,"1,230",412,128,-518,368,426
당기순이익(비지배),139,112,196,,58,"1,012",27,
자산총계,"78,686","91,100","96,435","94,807","100,293","91,150","91,233","94,807"
부채총계,"47,378","54,548","56,036","54,683","58,583","52,294","51,608","54,683"
자본총계,"31,307","36,552","40,399","40,209","41,710","38,856","39,625","40,209"
자본총계(지배),"26,541","29,918","33,381","35,001","34,483","34,342","34,934","35,001"
자본총계(비지배),,"6,635","7,018",,"7,227","4,514","4,691",
자본금,"1,141","1,141","1,141","1,140","1,141","1,141","1,141","1,140"
영업활동현금흐름,618,"8,503","5,723","5,936",27,93,"2,186",
투자활동현금흐름,"-8,435","-3,187","-3,158","1,440",-728,"5,317",-230,
재무활동현금흐름,"7,785","-4,737",-940,"-3,946","1,002","-4,479","-2,602",
CAPEX,"5,197","4,144","3,123","3,329",594,558,397,
FCF,"-4,578","4,358","2,601","4,674",-567,-465,"1,789",
이자발생부채,"29,212","31,120","32,427",,"32,293","31,434","29,847",
영업이익률,2.63,2.95,3.02,3.16,1.79,3.30,3.70,3.73
순이익률,0.72,0.49,1.32,1.28,0.69,1.80,1.39,1.90
ROE(%),2.11,1.41,3.89,1.21,3.71,1.07,0.89,
ROA(%),0.94,0.60,1.52,1.50,1.54,1.76,1.65,
부채비율,151.33,149.23,138.70,136.00,140.45,134.58,130.24,136.00
자본유보율,"2,500.96","2,489.33","2,670.19",,"2,677.48","2,630.36","2,659.06",
EPS(원),"2,309","1,741","5,393","1,806",561,"-2,271","1,614","1,865"
PER(배),72.33,89.01,30.69,69.21,34.77,115.97,118.55,
BPS(원),"146,187","164,787","167,357","175,477","172,879","172,170","175,140","175,477"
PBR(배),1.14,0.94,0.99,0.71,1.06,1.03,0.87,0.71
현금DPS(원),0,0,0,0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"22,812,344","22,812,344","22,812,344",,"22,812,344","22,812,344","22,812,344",
