0,1,2,3,4,5,6,7,8
제주항공(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"12,594","13,840","3,770","2,684",418,751,682,833
영업이익,"1,012",-329,"-3,358","-3,187",-873,-712,-913,-688
영업이익(발표기준),"1,012",-329,"-3,358",,-873,-712,-913,
세전계속사업이익,933,-475,"-4,051","-3,690","-1,040",-738,"-1,093",-815
당기순이익,709,-331,"-3,065","-2,832",-794,-560,-830,-543
당기순이익(지배),709,-331,"-3,065","-2,830",-794,-560,-830,-690
당기순이익(비지배),,,,,,,,
자산총계,"10,316","14,675","11,686","12,208","11,040","10,663","10,725","12,208"
부채총계,"6,492","11,424","9,518","11,127","9,668","9,854","10,750","11,127"
자본총계,"3,824","3,251","2,168","1,081","1,372",809,-24,"1,081"
자본총계(지배),"3,824","3,251","2,168","1,486","1,372",809,-24,"1,486"
자본총계(비지배),,,,,,,,
자본금,"1,318","1,318","1,925","1,188","1,925","1,925",385,"1,188"
영업활동현금흐름,"1,215",839,"-2,855","-1,127",-183,-138,-372,
투자활동현금흐름,-63,"-1,325",953,114,547,-3,165,
재무활동현금흐름,47,"-1,462","2,616","1,691",-377,-352,455,
CAPEX,"1,535",414,167,305,40,39,66,
FCF,-320,425,"-3,022","-1,357",-223,-177,-438,
이자발생부채,"1,141","5,692","6,304",,"6,104","6,030","6,683",
영업이익률,8.04,-2.38,-89.07,-118.77,-208.75,-94.80,-133.86,-82.55
순이익률,5.63,-2.39,-81.28,-105.54,-189.72,-74.53,-121.70,-65.19
ROE(%),19.86,-9.36,-113.11,-154.89,-157.62,-235.06,-252.09,
ROA(%),7.74,-2.65,-23.25,-23.71,-23.61,-21.15,-23.18,
부채비율,169.76,351.38,438.98,"1,029.50",704.85,"1,218.28","-43,871.32","1,029.50"
자본유보율,191.60,148.40,-9.81,,-27.10,-80.44,-98.19,
EPS(원),"2,314","-1,081","-9,070","-6,759","-1,970","-1,390","-2,061","-1,480"
PER(배),12.64,N/A,N/A,N/A,N/A,N/A,N/A,
BPS(원),"12,506","10,637","5,392","2,991","3,411","2,012",-61,"2,991"
PBR(배),2.34,2.20,3.25,6.69,6.53,12.05,N/A,6.69
현금DPS(원),559,0,0,0,0,0,0,
현금배당수익률,1.91,0.00,0.00,0.00,,,,
현금배당성향(%),24.12,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"30,635,768","30,635,768","40,278,558",,"40,278,558","40,278,558","40,278,558",
