0,1,2,3,4,5,6,7,8
KCC(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"30,810","27,196","50,836","58,465","13,625","15,127","14,900","14,812"
영업이익,"2,009","1,332","1,338","4,440",774,"1,170","1,200","1,384"
영업이익(발표기준),"2,009","1,332","1,338",,774,"1,170","1,200",
세전계속사업이익,-671,"-1,955","6,941","5,680",645,"5,577","-2,802",340
당기순이익,-231,"-2,219","5,609","3,860",304,"3,809","-2,324",837
당기순이익(지배),-236,"-2,225","5,964","3,276",175,"3,665","-2,451","1,887"
당기순이익(비지배),5,6,-355,,129,144,128,
자산총계,"89,654","93,822","123,476","135,108","129,328","135,964","134,557","135,108"
부채총계,"32,241","49,290","71,016","79,138","76,777","79,170","79,359","79,138"
자본총계,"57,413","44,532","52,460","55,970","52,551","56,794","55,198","55,970"
자본총계(지배),"57,300","44,519","48,708","51,885","49,246","53,441","51,546","51,885"
자본총계(비지배),,13,"3,752",,"3,305","3,354","3,653",
자본금,564,564,481,481,481,481,481,481
영업활동현금흐름,"5,390","2,748","6,799","8,193",16,"1,184","1,143",
투자활동현금흐름,-503,"-7,110",-24,349,"-3,861","-2,123",-289,
재무활동현금흐름,"-5,238","5,619","-6,414","1,700","3,859",505,-574,
CAPEX,"2,360","3,624","2,373","7,640",359,556,601,
FCF,"3,030",-876,"4,426","5,204",-344,629,542,
이자발생부채,"18,757","25,095","44,432",,"49,668","50,899","52,250",
영업이익률,6.52,4.90,2.63,7.60,5.68,7.73,8.06,9.35
순이익률,-0.75,-8.16,11.03,6.60,2.23,25.18,-15.60,5.65
ROE(%),-0.41,-4.37,12.79,6.51,18.83,17.21,14.64,
ROA(%),-0.25,-2.42,5.16,2.99,6.91,6.87,6.22,
부채비율,56.16,110.68,135.37,141.39,146.10,139.40,143.77,141.39
자본유보율,"10,476.26","9,923.37","12,809.93",,"10,833.11","11,725.11","11,197.34",
EPS(원),"-2,233","-21,079","67,079","36,871","1,968","41,241","-27,586","21,235"
PER(배),N/A,N/A,2.94,10.17,2.45,3.58,5.25,
BPS(원),"582,704","452,732","636,034","677,513","643,052","697,825","673,080","677,513"
PBR(배),0.53,0.52,0.31,0.55,0.37,0.49,0.62,0.55
현금DPS(원),"9,000","5,500","5,700","6,000",0,"1,000",,
현금배당수익률,2.91,2.36,2.89,1.60,,,,
현금배당성향(%),-375.41,-24.30,7.39,16.27,0.00,2.09,0.00,
발행주식수(보통주),"10,556,513","10,556,513","8,886,471",,"8,886,471","8,886,471","8,886,471",
