0,1,2,3,4,5,6,7,8
키움증권(금융),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"20,020","27,133","45,197","49,324","14,373","10,255","13,024",
영업이익,"2,890","4,737","9,690","11,850","3,472","2,926","3,209","2,362"
영업이익(발표기준),"2,890","4,737","9,690",,"3,472","2,926","3,209",
세전계속사업이익,"2,810","4,922","9,839","12,192","3,787","2,910","3,233","2,336"
당기순이익,"1,932","3,620","7,062","8,880","2,668","2,212","2,335","1,728"
당기순이익(지배),"1,932","3,628","7,034","8,905","2,621","2,208","2,327","1,759"
당기순이익(비지배),0,-7,28,,47,4,9,
자산총계,"186,643","239,438","375,909","434,030","380,376","416,890","445,033","434,030"
부채총계,"165,986","216,854","347,060","390,816","349,004","378,452","404,088","390,816"
자본총계,"20,658","22,584","28,849","43,212","31,372","38,438","40,946","43,212"
자본총계(지배),"20,415","22,340","28,567","42,154","31,034","38,086","40,585","42,154"
자본총계(비지배),243,245,282,,338,352,361,
자본금,"1,270","1,270","1,276","1,450","1,302","1,451","1,452","1,450"
영업활동현금흐름,"-15,001","-30,120","-14,212",,"14,341","-6,127","-16,964",
투자활동현금흐름,"-7,200","-2,747","-1,051",,93,"-1,987","-2,072",
재무활동현금흐름,"25,195","30,761","21,266",,"-7,821","8,112","18,993",
CAPEX,148,82,155,,55,38,37,
FCF,,,,,,,,
이자발생부채,"37,990","47,553","58,690",,"61,713","61,835","75,765",
영업이익률,14.43,17.46,21.44,24.02,24.16,28.53,24.64,
순이익률,9.65,13.34,15.62,18.00,18.56,21.57,17.93,
ROE(%),10.84,16.97,27.63,25.18,36.64,31.02,27.75,
ROA(%),1.24,1.70,2.29,2.19,2.83,2.62,2.39,
부채비율,803.50,960.20,"1,203.02",904.42,"1,112.47",984.58,986.89,904.42
자본유보율,"1,527.05","1,709.66","2,191.17",,"2,340.16","2,575.56","2,746.44",
EPS(원),"7,750","14,287","27,681","32,334","10,142","8,432","8,013","6,055"
PER(배),10.09,5.56,4.57,3.01,3.36,3.52,3.16,
BPS(원),"80,397","89,743","114,155","147,677","121,539","133,516","142,178","147,677"
PBR(배),0.97,0.89,1.11,0.66,1.04,0.98,0.77,0.66
현금DPS(원),"1,500","2,000","3,000","3,522",0,0,,
현금배당수익률,1.92,2.52,2.37,3.62,,,,
현금배당성향(%),24.69,15.92,10.98,10.37,0.00,0.00,0.00,
발행주식수(보통주),"22,099,740","22,099,740","24,028,641",,"26,034,239","26,200,009","26,219,513",
