0,1,2,3,4,5,6,7,8
대우건설(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"106,055","86,519","81,367","87,018","19,390","22,074","21,001","24,278"
영업이익,"6,287","3,641","5,583","7,313","2,294","1,923","1,123","1,947"
영업이익(발표기준),"6,287","3,641","5,583",,"2,294","1,923","1,123",
세전계속사업이익,"4,318","3,073","3,774","6,830","1,973","1,867","1,232","1,609"
당기순이익,"2,973","2,012","2,826","5,058","1,479","1,390",894,"1,236"
당기순이익(지배),"2,987","2,086","2,838","5,046","1,479","1,391",892,"1,184"
당기순이익(비지배),-14,-74,-12,,-1,0,3,
자산총계,"87,338","96,977","93,059","98,894","98,365","103,167","100,538","98,894"
부채총계,"64,161","72,094","66,289","67,226","69,734","73,221","69,379","67,226"
자본총계,"23,177","24,882","26,770","31,669","28,632","29,946","31,159","31,669"
자본총계(지배),"22,819","24,587","26,744","31,615","28,604","29,919","31,128","31,615"
자본총계(비지배),,296,26,,28,27,31,
자본금,"20,781","20,781","20,781","20,780","20,781","20,781","20,781","20,780"
영업활동현금흐름,"1,762","-3,097","4,084","8,276","7,516","3,726",236,
투자활동현금흐름,"-1,528","2,542",471,"-3,038","-6,133","2,110",-528,
재무활동현금흐름,"1,675","1,076","-4,190","-4,836","-2,456","-1,587","-1,774",
CAPEX,270,235,117,645,22,31,106,
FCF,"1,492","-3,333","3,967","6,235","7,494","3,695",130,
이자발생부채,"21,470","28,667","24,636",,"22,408","20,936","19,351",
영업이익률,5.93,4.21,6.86,8.40,11.83,8.71,5.35,8.02
순이익률,2.80,2.33,3.47,5.81,7.63,6.30,4.26,5.09
ROE(%),13.20,8.80,11.06,17.29,13.62,16.29,16.99,
ROA(%),3.40,2.18,2.97,5.27,3.71,4.57,4.87,
부채비율,276.83,289.74,247.62,212.28,243.56,244.51,222.66,212.28
자본유보율,25.78,35.52,50.88,,57.97,64.65,68.93,
EPS(원),719,502,683,"1,214",356,335,215,285
PER(배),7.50,9.44,7.30,4.82,7.43,7.24,5.74,
BPS(원),"5,554","5,984","6,509","7,694","6,961","7,282","7,576","7,694"
PBR(배),0.97,0.79,0.77,0.76,0.95,1.09,0.89,0.76
현금DPS(원),,,,3,,,,
현금배당수익률,,,,0.06,,,,
현금배당성향(%),0.00,0.00,0.00,0.27,0.00,,0.00,
발행주식수(보통주),"415,622,638","415,622,638","415,622,638",,"415,622,638",,,
