0,1,2,3,4,5,6,7,8
아시아나항공(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"71,834","68,868","38,953","40,965","8,472","9,850","10,666","11,980"
영업이익,282,"-4,357","-2,764","1,165",-886,559,63,"1,425"
영업이익(발표기준),282,"-4,357","-2,764",,-886,559,63,
세전계속사업이익,"-2,496","-10,412","-4,571","-6,005","-3,465",-213,"-2,960",330
당기순이익,"-1,959","-8,179","-5,030","-6,000","-3,469",608,"-3,862",
당기순이익(지배),"-1,979","-7,853","-3,998","-5,700","-3,194",584,"-3,290",240
당기순이익(비지배),20,-326,"-1,032",,-275,24,-572,
자산총계,"81,911","135,034","138,515","132,360","138,443","133,853","131,708","132,360"
부채총계,"70,979","125,951","127,621","129,200","132,060","127,528","128,333","129,200"
자본총계,"10,932","9,083","10,893","3,160","6,383","6,326","3,375","3,160"
자본총계(지배),"9,392","7,929","10,314","3,290","6,078","6,454","2,781","3,290"
자본총계(비지배),,"1,154",580,,304,-128,594,
자본금,"10,262","11,162","3,721","3,720","3,721","3,721","3,721","3,720"
영업활동현금흐름,"7,170","5,590","-4,055","2,410","1,762","2,516",914,
투자활동현금흐름,"2,231","-8,478","-10,318","-3,750","-3,805","1,543",486,
재무활동현금흐름,"-8,153",643,"17,502",230,278,"-2,434","-1,030",
CAPEX,"3,536","4,645","3,364","5,160",964,"1,102",385,
FCF,"3,634",945,"-7,419",,798,"1,414",529,
이자발생부채,"34,402","78,103","84,620",,"84,461","82,774","82,746",
영업이익률,0.39,-6.33,-7.09,2.84,-10.46,5.67,0.59,11.89
순이익률,-2.73,-11.88,-12.91,-14.65,-40.95,6.18,-36.21,
ROE(%),-18.98,-90.67,-43.83,-83.80,-18.25,-12.09,-108.85,
ROA(%),-2.33,-7.54,-3.68,-4.43,-1.22,-1.16,-4.15,
부채비율,649.28,"1,386.69","1,171.55","4,088.61","2,068.95","2,016.09","3,802.46","4,088.61"
자본유보율,-5.98,-26.39,183.98,,69.23,79.92,-17.36,
EPS(원),"-2,893","-10,877","-5,373","-7,660","-4,292",785,"-4,422",323
PER(배),N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BPS(원),"13,729","10,656","13,883","4,421","8,182","8,687","3,744","4,421"
PBR(배),0.91,1.52,0.91,4.75,1.85,1.98,7.12,4.75
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"68,411,764","74,411,764","74,411,764",,"74,411,764","74,411,764","74,411,764",
