0,1,2,3,4,5,6,7,8
CJ제일제당(필수소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"186,701","223,525","242,457","259,138","61,781","63,092","68,541","65,722"
영업이익,"8,327","8,969","13,596","16,171","3,851","4,696","4,332","3,292"
영업이익(발표기준),"8,327","8,969","13,596",,"3,851","4,696","4,332",
세전계속사업이익,"12,942","3,388","11,785","12,288","3,118","4,395","2,863","2,189"
당기순이익,"9,254","1,910","7,864","8,303","2,188","2,615","2,112","1,600"
당기순이익(지배),"8,752","1,525","6,856","6,152","1,654","1,742","1,506","1,171"
당기순이익(비지배),502,385,"1,008",,534,873,606,
자산총계,"194,970","262,806","256,119","264,922","264,770","261,048","265,239","264,922"
부채총계,"121,888","167,992","154,455","156,976","158,817","155,526","159,267","156,976"
자본총계,"73,082","94,815","101,664","107,947","105,953","105,522","105,971","107,947"
자본총계(지배),"47,828","48,809","52,744","59,041","55,409","57,475","60,603","59,041"
자본총계(비지배),,"46,006","48,920",,"50,544","48,047","45,369",
자본금,819,819,819,819,819,819,819,819
영업활동현금흐름,"4,714","21,431","20,018","22,048","1,803",272,"7,019",
투자활동현금흐름,"-10,346","-31,899","-3,451","-5,884","-2,094","1,730",10,
재무활동현금흐름,"5,210","12,287","-10,979","-10,638",-615,"-2,155","-7,282",
CAPEX,"16,754","15,539","9,685","12,356","4,414","2,258","2,590",
FCF,"-12,040","5,892","10,333","9,696","-2,611","-1,987","4,429",
이자발생부채,"79,353","100,455","95,050",,"95,075","97,932","99,414",
영업이익률,4.46,4.01,5.61,6.24,6.23,7.44,6.32,5.01
순이익률,4.96,0.86,3.24,3.20,3.54,4.14,3.08,2.43
ROE(%),21.46,3.16,13.50,11.01,7.45,8.35,8.28,
ROA(%),5.09,0.83,3.03,3.19,2.08,2.48,2.56,
부채비율,166.78,177.18,151.93,145.42,149.89,147.39,150.29,145.42
자본유보율,"6,233.74","6,220.80","6,940.18",,"7,702.69","7,277.33","7,460.95",
EPS(원),"54,173","9,312","41,851","37,556","10,094","10,633","9,195","7,150"
PER(배),6.10,27.12,9.10,10.14,16.53,16.07,13.96,
BPS(원),"298,494","304,613","329,172","368,471","345,805","358,696","378,219","368,471"
PBR(배),1.11,0.83,1.16,1.03,1.19,1.29,1.08,1.03
현금DPS(원),"3,500","3,500","4,000","4,000",,,,
현금배당수익률,1.06,1.39,1.05,1.05,,,,
현금배당성향(%),6.42,36.81,9.36,9.79,0.00,,0.00,
발행주식수(보통주),"15,054,186","15,054,186","15,054,186",,"15,054,186","15,054,186",,
