0,1,2,3,4,5,6,7,8
아모레퍼시픽(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"52,778","55,801","44,322","47,547","12,528","11,767","11,089","12,221"
영업이익,"4,820","4,278","1,430","3,636","1,762",912,503,448
영업이익(발표기준),"4,820","4,278","1,430",,"1,762",912,503,
세전계속사업이익,"4,530","3,706",253,"3,534","1,813",881,541,413
당기순이익,"3,348","2,238",219,"2,616","1,376",592,385,244
당기순이익(지배),"3,322","2,388",351,"2,624","1,352",611,399,245
당기순이익(비지배),26,-150,-133,,25,-19,-14,
자산총계,"53,711","59,890","57,019","59,530","57,457","58,058","61,256","59,530"
부채총계,"9,247","14,902","12,375","11,988","11,894","11,874","12,810","11,988"
자본총계,"44,464","44,988","44,644","47,541","45,563","46,185","48,446","47,541"
자본총계(지배),"44,220","44,895","44,679","47,623","45,574","46,215","48,490","47,623"
자본총계(비지배),,93,-35,,-11,-30,-44,
자본금,345,345,345,348,345,345,345,348
영업활동현금흐름,"6,467","7,183","5,544","5,762",761,"1,947","1,026",
투자활동현금흐름,"-4,139","-4,032","-2,064","-3,397","-1,931","-1,775",-661,
재무활동현금흐름,"-1,034","-3,874","-2,160","-1,679",-327,-915,-264,
CAPEX,"4,055","2,466","1,830","1,818",261,204,241,
FCF,"2,412","4,718","3,713","4,910",500,"1,743",784,
이자발생부채,"1,161","5,649","4,208",,"3,949","3,656","4,062",
영업이익률,9.13,7.67,3.23,7.65,14.07,7.75,4.54,3.67
순이익률,6.34,4.01,0.49,5.50,10.99,5.03,3.47,2.00
ROE(%),7.75,5.36,0.78,5.69,2.18,3.26,3.82,
ROA(%),6.23,3.94,0.37,4.49,1.59,2.50,2.97,
부채비율,20.80,33.12,27.72,25.22,26.10,25.71,26.44,25.22
자본유보율,"12,885.28","13,322.35","13,246.89",,"13,477.82","13,653.01","13,965.82",
EPS(원),"4,813","3,460",509,"3,802","1,959",885,578,355
PER(배),43.53,57.80,404.68,42.09,180.84,116.94,68.83,
BPS(원),"64,109","65,539","65,223","69,082","66,530","67,466","70,230","69,082"
PBR(배),3.27,3.05,3.16,2.32,3.89,3.74,2.54,2.32
현금DPS(원),"1,180","1,000",800,896,0,0,0,
현금배당수익률,0.56,0.50,0.39,0.56,,,,
현금배당성향(%),24.52,28.71,156.13,19.96,0.00,,0.00,
발행주식수(보통주),"58,458,490","58,458,490","58,458,490",,"58,458,490","58,458,490","58,492,759",
